"GEO_ID","NAME","B99241_001E","B99241_002E","B99241_003E",
"1500000US150010210033","Block Group 3, Census Tract 210.03, Hawaii County, Hawaii","1017","101","916",
"1500000US150010210051","Block Group 1, Census Tract 210.05, Hawaii County, Hawaii","660","106","554",
"1500000US150010210052","Block Group 2, Census Tract 210.05, Hawaii County, Hawaii","669","77","592",
"1500000US150010210053","Block Group 3, Census Tract 210.05, Hawaii County, Hawaii","2070","172","1898",
"1500000US150010210054","Block Group 4, Census Tract 210.05, Hawaii County, Hawaii","691","0","691",
"1500000US150010210101","Block Group 1, Census Tract 210.10, Hawaii County, Hawaii","1043","15","1028",
"1500000US150010210102","Block Group 2, Census Tract 210.10, Hawaii County, Hawaii","745","61","684",
"1500000US150010210103","Block Group 3, Census Tract 210.10, Hawaii County, Hawaii","896","137","759",
"1500000US150010210111","Block Group 1, Census Tract 210.11, Hawaii County, Hawaii","795","40","755",
"1500000US150010210112","Block Group 2, Census Tract 210.11, Hawaii County, Hawaii","758","110","648",
"1500000US150010210131","Block Group 1, Census Tract 210.13, Hawaii County, Hawaii","549","43","506",
"1500000US150010210132","Block Group 2, Census Tract 210.13, Hawaii County, Hawaii","639","37","602",
"1500000US150010210133","Block Group 3, Census Tract 210.13, Hawaii County, Hawaii","1134","130","1004",
"1500000US150010211011","Block Group 1, Census Tract 211.01, Hawaii County, Hawaii","916","118","798",
"1500000US150010211012","Block Group 2, Census Tract 211.01, Hawaii County, Hawaii","175","55","120",
"1500000US150010211061","Block Group 1, Census Tract 211.06, Hawaii County, Hawaii","218","44","174",
"1500000US150010211062","Block Group 2, Census Tract 211.06, Hawaii County, Hawaii","692","31","661",
"1500000US150010211063","Block Group 3, Census Tract 211.06, Hawaii County, Hawaii","919","18","901",
"1500000US150010211064","Block Group 4, Census Tract 211.06, Hawaii County, Hawaii","645","48","597",
"1500000US150010212021","Block Group 1, Census Tract 212.02, Hawaii County, Hawaii","494","54","440",
"1500000US150010212022","Block Group 2, Census Tract 212.02, Hawaii County, Hawaii","1239","201","1038",
"1500000US150010212023","Block Group 3, Census Tract 212.02, Hawaii County, Hawaii","420","28","392",
"1500000US150010212024","Block Group 4, Census Tract 212.02, Hawaii County, Hawaii","425","17","408",
"1500000US150010213001","Block Group 1, Census Tract 213, Hawaii County, Hawaii","1205","80","1125",
"1500000US150010213002","Block Group 2, Census Tract 213, Hawaii County, Hawaii","1262","30","1232",
"1500000US150010213003","Block Group 3, Census Tract 213, Hawaii County, Hawaii","463","34","429",
"1500000US150010214021","Block Group 1, Census Tract 214.02, Hawaii County, Hawaii","715","40","675",
"1500000US150010214022","Block Group 2, Census Tract 214.02, Hawaii County, Hawaii","286","56","230",
"1500000US150010214023","Block Group 3, Census Tract 214.02, Hawaii County, Hawaii","981","125","856",
"1500000US150010215021","Block Group 1, Census Tract 215.02, Hawaii County, Hawaii","1522","159","1363",
"1500000US150010215022","Block Group 2, Census Tract 215.02, Hawaii County, Hawaii","907","71","836",
"1500000US150010215041","Block Group 1, Census Tract 215.04, Hawaii County, Hawaii","1525","100","1425",
"1500000US150010215042","Block Group 2, Census Tract 215.04, Hawaii County, Hawaii","846","58","788",
"1500000US150010215071","Block Group 1, Census Tract 215.07, Hawaii County, Hawaii","2608","193","2415",
"1500000US150010215072","Block Group 2, Census Tract 215.07, Hawaii County, Hawaii","539","46","493",
"1500000US150010215073","Block Group 3, Census Tract 215.07, Hawaii County, Hawaii","2490","273","2217",
"1500000US150010215091","Block Group 1, Census Tract 215.09, Hawaii County, Hawaii","453","0","453",
"1500000US150010215092","Block Group 2, Census Tract 215.09, Hawaii County, Hawaii","909","50","859",
"1500000US150010215093","Block Group 3, Census Tract 215.09, Hawaii County, Hawaii","627","91","536",
"1500000US150010216011","Block Group 1, Census Tract 216.01, Hawaii County, Hawaii","487","39","448",
"1500000US150010216012","Block Group 2, Census Tract 216.01, Hawaii County, Hawaii","1196","65","1131",
"1500000US150010216013","Block Group 3, Census Tract 216.01, Hawaii County, Hawaii","903","33","870",
"1500000US150010216014","Block Group 4, Census Tract 216.01, Hawaii County, Hawaii","501","34","467",
"1500000US150010216015","Block Group 5, Census Tract 216.01, Hawaii County, Hawaii","1079","86","993",
"1500000US150010216041","Block Group 1, Census Tract 216.04, Hawaii County, Hawaii","114","0","114",
"1500000US150010216042","Block Group 2, Census Tract 216.04, Hawaii County, Hawaii","1323","176","1147",
"1500000US150010216043","Block Group 3, Census Tract 216.04, Hawaii County, Hawaii","410","131","279",
"1500000US150010216044","Block Group 4, Census Tract 216.04, Hawaii County, Hawaii","1168","254","914",
"1500000US150010216045","Block Group 5, Census Tract 216.04, Hawaii County, Hawaii","1061","121","940",
"1500000US150010217021","Block Group 1, Census Tract 217.02, Hawaii County, Hawaii","1844","118","1726",
"1500000US150010217022","Block Group 2, Census Tract 217.02, Hawaii County, Hawaii","1237","83","1154",
"1500000US150010217023","Block Group 3, Census Tract 217.02, Hawaii County, Hawaii","1877","158","1719",
"1500000US150010217041","Block Group 1, Census Tract 217.04, Hawaii County, Hawaii","515","43","472",
"1500000US150010217042","Block Group 2, Census Tract 217.04, Hawaii County, Hawaii","962","86","876",
"1500000US150010217043","Block Group 3, Census Tract 217.04, Hawaii County, Hawaii","1199","53","1146",
"1500000US150010217044","Block Group 4, Census Tract 217.04, Hawaii County, Hawaii","1321","96","1225",
"1500000US150010218001","Block Group 1, Census Tract 218, Hawaii County, Hawaii","673","25","648",
"1500000US150010218002","Block Group 2, Census Tract 218, Hawaii County, Hawaii","986","60","926",
"1500000US150010218003","Block Group 3, Census Tract 218, Hawaii County, Hawaii","1005","0","1005",
"1500000US150010218004","Block Group 4, Census Tract 218, Hawaii County, Hawaii","389","20","369",
"1500000US150010219021","Block Group 1, Census Tract 219.02, Hawaii County, Hawaii","1034","56","978",
"1500000US150010219022","Block Group 2, Census Tract 219.02, Hawaii County, Hawaii","269","0","269",
"1500000US150010219023","Block Group 3, Census Tract 219.02, Hawaii County, Hawaii","771","3","768",
"1500000US150010220001","Block Group 1, Census Tract 220, Hawaii County, Hawaii","689","28","661",
"1500000US150010220002","Block Group 2, Census Tract 220, Hawaii County, Hawaii","911","15","896",
"1500000US150010221021","Block Group 1, Census Tract 221.02, Hawaii County, Hawaii","214","6","208",
"1500000US150010221022","Block Group 2, Census Tract 221.02, Hawaii County, Hawaii","451","9","442",
"1500000US150019900000","Block Group 0, Census Tract 9900, Hawaii County, Hawaii","0","0","0",
"1500000US150019901000","Block Group 0, Census Tract 9901, Hawaii County, Hawaii","0","0","0",
"1500000US150019903000","Block Group 0, Census Tract 9903, Hawaii County, Hawaii","0","0","0",
"1500000US150019904000","Block Group 0, Census Tract 9904, Hawaii County, Hawaii","0","0","0",
"1500000US150019905000","Block Group 0, Census Tract 9905, Hawaii County, Hawaii","0","0","0",
"1500000US150019906000","Block Group 0, Census Tract 9906, Hawaii County, Hawaii","0","0","0",
"1500000US150019907000","Block Group 0, Census Tract 9907, Hawaii County, Hawaii","0","0","0",
"1500000US150019908000","Block Group 0, Census Tract 9908, Hawaii County, Hawaii","0","0","0",
"1500000US150019909000","Block Group 0, Census Tract 9909, Hawaii County, Hawaii","0","0","0",
"1500000US150019910000","Block Group 0, Census Tract 9910, Hawaii County, Hawaii","0","0","0",
"1500000US150019911000","Block Group 0, Census Tract 9911, Hawaii County, Hawaii","0","0","0",
"1500000US150019912000","Block Group 0, Census Tract 9912, Hawaii County, Hawaii","0","0","0",
"1500000US150019913000","Block Group 0, Census Tract 9913, Hawaii County, Hawaii","0","0","0",
"1500000US150019914000","Block Group 0, Census Tract 9914, Hawaii County, Hawaii","0","0","0",
"1500000US150019915000","Block Group 0, Census Tract 9915, Hawaii County, Hawaii","0","0","0",
"1500000US150019916000","Block Group 0, Census Tract 9916, Hawaii County, Hawaii","0","0","0",
"1500000US150019917000","Block Group 0, Census Tract 9917, Hawaii County, Hawaii","0","0","0",
"1500000US150030001061","Block Group 1, Census Tract 1.06, Honolulu County, Hawaii","578","110","468",
"1500000US150030001062","Block Group 2, Census Tract 1.06, Honolulu County, Hawaii","1549","111","1438",
"1500000US150030001063","Block Group 3, Census Tract 1.06, Honolulu County, Hawaii","841","33","808",
"1500000US150030001064","Block Group 4, Census Tract 1.06, Honolulu County, Hawaii","1262","99","1163",
"1500000US150030001071","Block Group 1, Census Tract 1.07, Honolulu County, Hawaii","739","72","667",
"1500000US150030001072","Block Group 2, Census Tract 1.07, Honolulu County, Hawaii","356","22","334",
"1500000US150030001073","Block Group 3, Census Tract 1.07, Honolulu County, Hawaii","253","19","234",
"1500000US150030001081","Block Group 1, Census Tract 1.08, Honolulu County, Hawaii","945","96","849",
"1500000US150030001082","Block Group 2, Census Tract 1.08, Honolulu County, Hawaii","631","143","488",
"1500000US150030001101","Block Group 1, Census Tract 1.10, Honolulu County, Hawaii","566","69","497",
"1500000US150030001102","Block Group 2, Census Tract 1.10, Honolulu County, Hawaii","625","15","610",
"1500000US150030001103","Block Group 3, Census Tract 1.10, Honolulu County, Hawaii","1051","155","896",
"1500000US150030001111","Block Group 1, Census Tract 1.11, Honolulu County, Hawaii","1061","30","1031",
"1500000US150030001112","Block Group 2, Census Tract 1.11, Honolulu County, Hawaii","1183","146","1037",
"1500000US150030001113","Block Group 3, Census Tract 1.11, Honolulu County, Hawaii","276","0","276",
"1500000US150030001121","Block Group 1, Census Tract 1.12, Honolulu County, Hawaii","455","61","394",
"1500000US150030001122","Block Group 2, Census Tract 1.12, Honolulu County, Hawaii","1155","79","1076",
"1500000US150030001123","Block Group 3, Census Tract 1.12, Honolulu County, Hawaii","719","76","643",
"1500000US150030001141","Block Group 1, Census Tract 1.14, Honolulu County, Hawaii","638","30","608",
"1500000US150030002001","Block Group 1, Census Tract 2, Honolulu County, Hawaii","656","81","575",
"1500000US150030002002","Block Group 2, Census Tract 2, Honolulu County, Hawaii","274","0","274",
"1500000US150030002003","Block Group 3, Census Tract 2, Honolulu County, Hawaii","381","43","338",
"1500000US150030002004","Block Group 4, Census Tract 2, Honolulu County, Hawaii","759","88","671",
"1500000US150030002005","Block Group 5, Census Tract 2, Honolulu County, Hawaii","776","60","716",
"1500000US150030003011","Block Group 1, Census Tract 3.01, Honolulu County, Hawaii","399","14","385",
"1500000US150030003012","Block Group 2, Census Tract 3.01, Honolulu County, Hawaii","1021","118","903",
"1500000US150030003021","Block Group 1, Census Tract 3.02, Honolulu County, Hawaii","612","93","519",
"1500000US150030003022","Block Group 2, Census Tract 3.02, Honolulu County, Hawaii","306","30","276",
"1500000US150030003023","Block Group 3, Census Tract 3.02, Honolulu County, Hawaii","690","50","640",
"1500000US150030004011","Block Group 1, Census Tract 4.01, Honolulu County, Hawaii","1235","178","1057",
"1500000US150030004021","Block Group 1, Census Tract 4.02, Honolulu County, Hawaii","1436","249","1187",
"1500000US150030004022","Block Group 2, Census Tract 4.02, Honolulu County, Hawaii","793","93","700",
"1500000US150030005001","Block Group 1, Census Tract 5, Honolulu County, Hawaii","292","27","265",
"1500000US150030005002","Block Group 2, Census Tract 5, Honolulu County, Hawaii","172","25","147",
"1500000US150030005003","Block Group 3, Census Tract 5, Honolulu County, Hawaii","454","27","427",
"1500000US150030005004","Block Group 4, Census Tract 5, Honolulu County, Hawaii","372","30","342",
"1500000US150030005005","Block Group 5, Census Tract 5, Honolulu County, Hawaii","340","19","321",
"1500000US150030006001","Block Group 1, Census Tract 6, Honolulu County, Hawaii","0","0","0",
"1500000US150030006002","Block Group 2, Census Tract 6, Honolulu County, Hawaii","618","42","576",
"1500000US150030007001","Block Group 1, Census Tract 7, Honolulu County, Hawaii","687","43","644",
"1500000US150030007002","Block Group 2, Census Tract 7, Honolulu County, Hawaii","479","77","402",
"1500000US150030007003","Block Group 3, Census Tract 7, Honolulu County, Hawaii","295","17","278",
"1500000US150030008001","Block Group 1, Census Tract 8, Honolulu County, Hawaii","744","138","606",
"1500000US150030008002","Block Group 2, Census Tract 8, Honolulu County, Hawaii","544","49","495",
"1500000US150030008003","Block Group 3, Census Tract 8, Honolulu County, Hawaii","492","70","422",
"1500000US150030008004","Block Group 4, Census Tract 8, Honolulu County, Hawaii","236","18","218",
"1500000US150030009011","Block Group 1, Census Tract 9.01, Honolulu County, Hawaii","479","44","435",
"1500000US150030009012","Block Group 2, Census Tract 9.01, Honolulu County, Hawaii","694","20","674",
"1500000US150030009021","Block Group 1, Census Tract 9.02, Honolulu County, Hawaii","1506","146","1360",
"1500000US150030009022","Block Group 2, Census Tract 9.02, Honolulu County, Hawaii","469","71","398",
"1500000US150030009031","Block Group 1, Census Tract 9.03, Honolulu County, Hawaii","780","66","714",
"1500000US150030009032","Block Group 2, Census Tract 9.03, Honolulu County, Hawaii","945","63","882",
"1500000US150030010001","Block Group 1, Census Tract 10, Honolulu County, Hawaii","705","96","609",
"1500000US150030010002","Block Group 2, Census Tract 10, Honolulu County, Hawaii","1132","200","932",
"1500000US150030011001","Block Group 1, Census Tract 11, Honolulu County, Hawaii","650","75","575",
"1500000US150030011002","Block Group 2, Census Tract 11, Honolulu County, Hawaii","1254","237","1017",
"1500000US150030012011","Block Group 1, Census Tract 12.01, Honolulu County, Hawaii","443","50","393",
"1500000US150030012012","Block Group 2, Census Tract 12.01, Honolulu County, Hawaii","1109","149","960",
"1500000US150030012021","Block Group 1, Census Tract 12.02, Honolulu County, Hawaii","960","95","865",
"1500000US150030012022","Block Group 2, Census Tract 12.02, Honolulu County, Hawaii","650","86","564",
"1500000US150030013001","Block Group 1, Census Tract 13, Honolulu County, Hawaii","701","75","626",
"1500000US150030013002","Block Group 2, Census Tract 13, Honolulu County, Hawaii","810","175","635",
"1500000US150030013003","Block Group 3, Census Tract 13, Honolulu County, Hawaii","550","50","500",
"1500000US150030013004","Block Group 4, Census Tract 13, Honolulu County, Hawaii","496","75","421",
"1500000US150030014001","Block Group 1, Census Tract 14, Honolulu County, Hawaii","824","110","714",
"1500000US150030014002","Block Group 2, Census Tract 14, Honolulu County, Hawaii","656","94","562",
"1500000US150030015001","Block Group 1, Census Tract 15, Honolulu County, Hawaii","939","163","776",
"1500000US150030015002","Block Group 2, Census Tract 15, Honolulu County, Hawaii","438","47","391",
"1500000US150030015003","Block Group 3, Census Tract 15, Honolulu County, Hawaii","530","91","439",
"1500000US150030016001","Block Group 1, Census Tract 16, Honolulu County, Hawaii","1092","50","1042",
"1500000US150030016002","Block Group 2, Census Tract 16, Honolulu County, Hawaii","388","38","350",
"1500000US150030016003","Block Group 3, Census Tract 16, Honolulu County, Hawaii","497","52","445",
"1500000US150030017001","Block Group 1, Census Tract 17, Honolulu County, Hawaii","313","52","261",
"1500000US150030017002","Block Group 2, Census Tract 17, Honolulu County, Hawaii","726","34","692",
"1500000US150030018011","Block Group 1, Census Tract 18.01, Honolulu County, Hawaii","359","69","290",
"1500000US150030018012","Block Group 2, Census Tract 18.01, Honolulu County, Hawaii","213","13","200",
"1500000US150030018031","Block Group 1, Census Tract 18.03, Honolulu County, Hawaii","851","215","636",
"1500000US150030018032","Block Group 2, Census Tract 18.03, Honolulu County, Hawaii","343","0","343",
"1500000US150030018033","Block Group 3, Census Tract 18.03, Honolulu County, Hawaii","657","64","593",
"1500000US150030018041","Block Group 1, Census Tract 18.04, Honolulu County, Hawaii","903","87","816",
"1500000US150030019011","Block Group 1, Census Tract 19.01, Honolulu County, Hawaii","114","5","109",
"1500000US150030019031","Block Group 1, Census Tract 19.03, Honolulu County, Hawaii","1052","61","991",
"1500000US150030019032","Block Group 2, Census Tract 19.03, Honolulu County, Hawaii","385","32","353",
"1500000US150030019041","Block Group 1, Census Tract 19.04, Honolulu County, Hawaii","1016","133","883",
"1500000US150030019042","Block Group 2, Census Tract 19.04, Honolulu County, Hawaii","579","23","556",
"1500000US150030020031","Block Group 1, Census Tract 20.03, Honolulu County, Hawaii","565","150","415",
"1500000US150030020032","Block Group 2, Census Tract 20.03, Honolulu County, Hawaii","625","59","566",
"1500000US150030020041","Block Group 1, Census Tract 20.04, Honolulu County, Hawaii","806","102","704",
"1500000US150030020051","Block Group 1, Census Tract 20.05, Honolulu County, Hawaii","390","34","356",
"1500000US150030020052","Block Group 2, Census Tract 20.05, Honolulu County, Hawaii","756","56","700",
"1500000US150030020061","Block Group 1, Census Tract 20.06, Honolulu County, Hawaii","796","36","760",
"1500000US150030020062","Block Group 2, Census Tract 20.06, Honolulu County, Hawaii","300","11","289",
"1500000US150030021001","Block Group 1, Census Tract 21, Honolulu County, Hawaii","1103","107","996",
"1500000US150030021002","Block Group 2, Census Tract 21, Honolulu County, Hawaii","1107","152","955",
"1500000US150030022011","Block Group 1, Census Tract 22.01, Honolulu County, Hawaii","892","109","783",
"1500000US150030022012","Block Group 2, Census Tract 22.01, Honolulu County, Hawaii","1115","270","845",
"1500000US150030022021","Block Group 1, Census Tract 22.02, Honolulu County, Hawaii","94","0","94",
"1500000US150030022022","Block Group 2, Census Tract 22.02, Honolulu County, Hawaii","1974","122","1852",
"1500000US150030023001","Block Group 1, Census Tract 23, Honolulu County, Hawaii","849","110","739",
"1500000US150030023002","Block Group 2, Census Tract 23, Honolulu County, Hawaii","315","31","284",
"1500000US150030023003","Block Group 3, Census Tract 23, Honolulu County, Hawaii","507","0","507",
"1500000US150030023004","Block Group 4, Census Tract 23, Honolulu County, Hawaii","813","69","744",
"1500000US150030023005","Block Group 5, Census Tract 23, Honolulu County, Hawaii","622","28","594",
"1500000US150030024011","Block Group 1, Census Tract 24.01, Honolulu County, Hawaii","501","56","445",
"1500000US150030024012","Block Group 2, Census Tract 24.01, Honolulu County, Hawaii","770","104","666",
"1500000US150030024013","Block Group 3, Census Tract 24.01, Honolulu County, Hawaii","585","132","453",
"1500000US150030024021","Block Group 1, Census Tract 24.02, Honolulu County, Hawaii","1186","207","979",
"1500000US150030024022","Block Group 2, Census Tract 24.02, Honolulu County, Hawaii","862","41","821",
"1500000US150030025001","Block Group 1, Census Tract 25, Honolulu County, Hawaii","1156","120","1036",
"1500000US150030025002","Block Group 2, Census Tract 25, Honolulu County, Hawaii","1359","95","1264",
"1500000US150030026001","Block Group 1, Census Tract 26, Honolulu County, Hawaii","505","48","457",
"1500000US150030026002","Block Group 2, Census Tract 26, Honolulu County, Hawaii","531","36","495",
"1500000US150030026003","Block Group 3, Census Tract 26, Honolulu County, Hawaii","601","32","569",
"1500000US150030026004","Block Group 4, Census Tract 26, Honolulu County, Hawaii","537","74","463",
"1500000US150030027011","Block Group 1, Census Tract 27.01, Honolulu County, Hawaii","337","104","233",
"1500000US150030027012","Block Group 2, Census Tract 27.01, Honolulu County, Hawaii","711","519","192",
"1500000US150030027013","Block Group 3, Census Tract 27.01, Honolulu County, Hawaii","638","43","595",
"1500000US150030027021","Block Group 1, Census Tract 27.02, Honolulu County, Hawaii","1134","101","1033",
"1500000US150030027022","Block Group 2, Census Tract 27.02, Honolulu County, Hawaii","647","23","624",
"1500000US150030027023","Block Group 3, Census Tract 27.02, Honolulu County, Hawaii","1093","53","1040",
"1500000US150030028001","Block Group 1, Census Tract 28, Honolulu County, Hawaii","893","80","813",
"1500000US150030028002","Block Group 2, Census Tract 28, Honolulu County, Hawaii","1148","127","1021",
"1500000US150030029001","Block Group 1, Census Tract 29, Honolulu County, Hawaii","1155","28","1127",
"1500000US150030030001","Block Group 1, Census Tract 30, Honolulu County, Hawaii","729","138","591",
"1500000US150030030002","Block Group 2, Census Tract 30, Honolulu County, Hawaii","493","23","470",
"1500000US150030030003","Block Group 3, Census Tract 30, Honolulu County, Hawaii","602","69","533",
"1500000US150030030004","Block Group 4, Census Tract 30, Honolulu County, Hawaii","681","84","597",
"1500000US150030031011","Block Group 1, Census Tract 31.01, Honolulu County, Hawaii","764","38","726",
"1500000US150030031012","Block Group 2, Census Tract 31.01, Honolulu County, Hawaii","1278","97","1181",
"1500000US150030031021","Block Group 1, Census Tract 31.02, Honolulu County, Hawaii","1349","110","1239",
"1500000US150030031022","Block Group 2, Census Tract 31.02, Honolulu County, Hawaii","356","6","350",
"1500000US150030032001","Block Group 1, Census Tract 32, Honolulu County, Hawaii","439","56","383",
"1500000US150030033001","Block Group 1, Census Tract 33, Honolulu County, Hawaii","644","55","589",
"1500000US150030034031","Block Group 1, Census Tract 34.03, Honolulu County, Hawaii","1000","180","820",
"1500000US150030034032","Block Group 2, Census Tract 34.03, Honolulu County, Hawaii","644","29","615",
"1500000US150030034033","Block Group 3, Census Tract 34.03, Honolulu County, Hawaii","782","133","649",
"1500000US150030034034","Block Group 4, Census Tract 34.03, Honolulu County, Hawaii","810","43","767",
"1500000US150030034041","Block Group 1, Census Tract 34.04, Honolulu County, Hawaii","1040","121","919",
"1500000US150030034042","Block Group 2, Census Tract 34.04, Honolulu County, Hawaii","1104","101","1003",
"1500000US150030034043","Block Group 3, Census Tract 34.04, Honolulu County, Hawaii","746","78","668",
"1500000US150030034051","Block Group 1, Census Tract 34.05, Honolulu County, Hawaii","1330","19","1311",
"1500000US150030034052","Block Group 2, Census Tract 34.05, Honolulu County, Hawaii","718","79","639",
"1500000US150030034061","Block Group 1, Census Tract 34.06, Honolulu County, Hawaii","871","43","828",
"1500000US150030034062","Block Group 2, Census Tract 34.06, Honolulu County, Hawaii","1046","125","921",
"1500000US150030034063","Block Group 3, Census Tract 34.06, Honolulu County, Hawaii","844","48","796",
"1500000US150030034064","Block Group 4, Census Tract 34.06, Honolulu County, Hawaii","622","16","606",
"1500000US150030034071","Block Group 1, Census Tract 34.07, Honolulu County, Hawaii","332","17","315",
"1500000US150030035011","Block Group 1, Census Tract 35.01, Honolulu County, Hawaii","439","57","382",
"1500000US150030035012","Block Group 2, Census Tract 35.01, Honolulu County, Hawaii","794","147","647",
"1500000US150030035021","Block Group 1, Census Tract 35.02, Honolulu County, Hawaii","529","50","479",
"1500000US150030035022","Block Group 2, Census Tract 35.02, Honolulu County, Hawaii","766","98","668",
"1500000US150030035023","Block Group 3, Census Tract 35.02, Honolulu County, Hawaii","568","104","464",
"1500000US150030036011","Block Group 1, Census Tract 36.01, Honolulu County, Hawaii","556","32","524",
"1500000US150030036012","Block Group 2, Census Tract 36.01, Honolulu County, Hawaii","1472","197","1275",
"1500000US150030036031","Block Group 1, Census Tract 36.03, Honolulu County, Hawaii","673","199","474",
"1500000US150030036032","Block Group 2, Census Tract 36.03, Honolulu County, Hawaii","619","78","541",
"1500000US150030036041","Block Group 1, Census Tract 36.04, Honolulu County, Hawaii","359","9","350",
"1500000US150030036042","Block Group 2, Census Tract 36.04, Honolulu County, Hawaii","908","133","775",
"1500000US150030037001","Block Group 1, Census Tract 37, Honolulu County, Hawaii","168","13","155",
"1500000US150030037002","Block Group 2, Census Tract 37, Honolulu County, Hawaii","1405","114","1291",
"1500000US150030037003","Block Group 3, Census Tract 37, Honolulu County, Hawaii","0","0","0",
"1500000US150030037004","Block Group 4, Census Tract 37, Honolulu County, Hawaii","149","38","111",
"1500000US150030037005","Block Group 5, Census Tract 37, Honolulu County, Hawaii","725","87","638",
"1500000US150030037006","Block Group 6, Census Tract 37, Honolulu County, Hawaii","284","61","223",
"1500000US150030037007","Block Group 7, Census Tract 37, Honolulu County, Hawaii","758","15","743",
"1500000US150030038001","Block Group 1, Census Tract 38, Honolulu County, Hawaii","1701","174","1527",
"1500000US150030038002","Block Group 2, Census Tract 38, Honolulu County, Hawaii","240","30","210",
"1500000US150030038003","Block Group 3, Census Tract 38, Honolulu County, Hawaii","377","0","377",
"1500000US150030039001","Block Group 1, Census Tract 39, Honolulu County, Hawaii","118","8","110",
"1500000US150030040001","Block Group 1, Census Tract 40, Honolulu County, Hawaii","336","13","323",
"1500000US150030040002","Block Group 2, Census Tract 40, Honolulu County, Hawaii","306","22","284",
"1500000US150030041001","Block Group 1, Census Tract 41, Honolulu County, Hawaii","975","40","935",
"1500000US150030041002","Block Group 2, Census Tract 41, Honolulu County, Hawaii","936","70","866",
"1500000US150030041003","Block Group 3, Census Tract 41, Honolulu County, Hawaii","498","0","498",
