"GEO_ID","NAME","B99241_001E","B99241_002E","B99241_003E",
"Geography","Geographic Area Name","Estimate!!Total:","Estimate!!Total:!!Allocated","Estimate!!Total:!!Not Allocated",
"1500000US150030002004","Block Group 4, Census Tract 2, Honolulu County, Hawaii","398","54","344",
"1500000US150030002005","Block Group 5, Census Tract 2, Honolulu County, Hawaii","495","52","443",
"1500000US150030002006","Block Group 6, Census Tract 2, Honolulu County, Hawaii","317","40","277",
"1500000US150030003011","Block Group 1, Census Tract 3.01, Honolulu County, Hawaii","933","115","818",
"1500000US150030003012","Block Group 2, Census Tract 3.01, Honolulu County, Hawaii","905","98","807",
"1500000US150030003021","Block Group 1, Census Tract 3.02, Honolulu County, Hawaii","653","52","601",
"1500000US150030003022","Block Group 2, Census Tract 3.02, Honolulu County, Hawaii","536","42","494",
"1500000US150030004011","Block Group 1, Census Tract 4.01, Honolulu County, Hawaii","196","15","181",
"1500000US150030004012","Block Group 2, Census Tract 4.01, Honolulu County, Hawaii","987","189","798",
"1500000US150030004021","Block Group 1, Census Tract 4.02, Honolulu County, Hawaii","367","37","330",
"1500000US150030004022","Block Group 2, Census Tract 4.02, Honolulu County, Hawaii","1294","92","1202",
"1500000US150030004023","Block Group 3, Census Tract 4.02, Honolulu County, Hawaii","294","15","279",
"1500000US150030005001","Block Group 1, Census Tract 5, Honolulu County, Hawaii","317","61","256",
"1500000US150030005002","Block Group 2, Census Tract 5, Honolulu County, Hawaii","360","20","340",
"1500000US150030005003","Block Group 3, Census Tract 5, Honolulu County, Hawaii","256","45","211",
"1500000US150030005004","Block Group 4, Census Tract 5, Honolulu County, Hawaii","255","23","232",
"1500000US150030005005","Block Group 5, Census Tract 5, Honolulu County, Hawaii","407","34","373",
"1500000US150030006001","Block Group 1, Census Tract 6, Honolulu County, Hawaii","0","0","0",
"1500000US150030006002","Block Group 2, Census Tract 6, Honolulu County, Hawaii","673","123","550",
"1500000US150030007001","Block Group 1, Census Tract 7, Honolulu County, Hawaii","346","0","346",
"1500000US150030007002","Block Group 2, Census Tract 7, Honolulu County, Hawaii","331","21","310",
"1500000US150030007003","Block Group 3, Census Tract 7, Honolulu County, Hawaii","638","21","617",
"1500000US150030007004","Block Group 4, Census Tract 7, Honolulu County, Hawaii","584","244","340",
"1500000US150030008001","Block Group 1, Census Tract 8, Honolulu County, Hawaii","587","110","477",
"1500000US150030008002","Block Group 2, Census Tract 8, Honolulu County, Hawaii","433","59","374",
"1500000US150030008003","Block Group 3, Census Tract 8, Honolulu County, Hawaii","881","152","729",
"1500000US150030009011","Block Group 1, Census Tract 9.01, Honolulu County, Hawaii","587","99","488",
"1500000US150030009012","Block Group 2, Census Tract 9.01, Honolulu County, Hawaii","606","21","585",
"1500000US150030009031","Block Group 1, Census Tract 9.03, Honolulu County, Hawaii","656","78","578",
"1500000US150030009032","Block Group 2, Census Tract 9.03, Honolulu County, Hawaii","1040","118","922",
"1500000US150030009041","Block Group 1, Census Tract 9.04, Honolulu County, Hawaii","1141","373","768",
"1500000US150030009051","Block Group 1, Census Tract 9.05, Honolulu County, Hawaii","762","73","689",
"1500000US150030009052","Block Group 2, Census Tract 9.05, Honolulu County, Hawaii","448","126","322",
"1500000US150030010001","Block Group 1, Census Tract 10, Honolulu County, Hawaii","663","142","521",
"1500000US150030010002","Block Group 2, Census Tract 10, Honolulu County, Hawaii","675","78","597",
"1500000US150030011011","Block Group 1, Census Tract 11.01, Honolulu County, Hawaii","447","90","357",
"1500000US150030011012","Block Group 2, Census Tract 11.01, Honolulu County, Hawaii","461","173","288",
"1500000US150030011021","Block Group 1, Census Tract 11.02, Honolulu County, Hawaii","400","87","313",
"1500000US150030011022","Block Group 2, Census Tract 11.02, Honolulu County, Hawaii","476","46","430",
"1500000US150030012011","Block Group 1, Census Tract 12.01, Honolulu County, Hawaii","813","67","746",
"1500000US150030012012","Block Group 2, Census Tract 12.01, Honolulu County, Hawaii","731","78","653",
"1500000US150030012021","Block Group 1, Census Tract 12.02, Honolulu County, Hawaii","920","159","761",
"1500000US150030012022","Block Group 2, Census Tract 12.02, Honolulu County, Hawaii","723","106","617",
"1500000US150030013001","Block Group 1, Census Tract 13, Honolulu County, Hawaii","484","10","474",
"1500000US150030013002","Block Group 2, Census Tract 13, Honolulu County, Hawaii","485","73","412",
"1500000US150030013003","Block Group 3, Census Tract 13, Honolulu County, Hawaii","660","106","554",
"1500000US150030013004","Block Group 4, Census Tract 13, Honolulu County, Hawaii","363","89","274",
"1500000US150030014001","Block Group 1, Census Tract 14, Honolulu County, Hawaii","562","78","484",
"1500000US150030014002","Block Group 2, Census Tract 14, Honolulu County, Hawaii","992","258","734",
"1500000US150030015011","Block Group 1, Census Tract 15.01, Honolulu County, Hawaii","1013","287","726",
"1500000US150030015021","Block Group 1, Census Tract 15.02, Honolulu County, Hawaii","799","214","585",
