"GEO_ID","NAME","B99241_001E","B99241_002E","B99241_003E",
"Geography","Geographic Area Name","Estimate!!Total:","Estimate!!Total:!!Allocated","Estimate!!Total:!!Not Allocated",
"1500000US150030001222","Block Group 2; Census Tract 1.22; Honolulu County; Hawaii","390","29","361",
"1500000US150030001223","Block Group 3; Census Tract 1.22; Honolulu County; Hawaii","507","110","397",
"1500000US150030002001","Block Group 1; Census Tract 2; Honolulu County; Hawaii","291","86","205",
"1500000US150030002002","Block Group 2; Census Tract 2; Honolulu County; Hawaii","617","40","577",
"1500000US150030002003","Block Group 3; Census Tract 2; Honolulu County; Hawaii","796","98","698",
"1500000US150030002004","Block Group 4; Census Tract 2; Honolulu County; Hawaii","441","64","377",
"1500000US150030002005","Block Group 5; Census Tract 2; Honolulu County; Hawaii","566","12","554",
"1500000US150030002006","Block Group 6; Census Tract 2; Honolulu County; Hawaii","348","154","194",
"1500000US150030003011","Block Group 1; Census Tract 3.01; Honolulu County; Hawaii","1161","466","695",
"1500000US150030003012","Block Group 2; Census Tract 3.01; Honolulu County; Hawaii","667","62","605",
"1500000US150030003021","Block Group 1; Census Tract 3.02; Honolulu County; Hawaii","683","33","650",
"1500000US150030003022","Block Group 2; Census Tract 3.02; Honolulu County; Hawaii","632","80","552",
"1500000US150030004011","Block Group 1; Census Tract 4.01; Honolulu County; Hawaii","257","38","219",
"1500000US150030004012","Block Group 2; Census Tract 4.01; Honolulu County; Hawaii","1048","205","843",
"1500000US150030004021","Block Group 1; Census Tract 4.02; Honolulu County; Hawaii","494","65","429",
"1500000US150030004022","Block Group 2; Census Tract 4.02; Honolulu County; Hawaii","1224","121","1103",
"1500000US150030004023","Block Group 3; Census Tract 4.02; Honolulu County; Hawaii","248","20","228",
"1500000US150030005001","Block Group 1; Census Tract 5; Honolulu County; Hawaii","236","68","168",
"1500000US150030005002","Block Group 2; Census Tract 5; Honolulu County; Hawaii","428","49","379",
"1500000US150030005003","Block Group 3; Census Tract 5; Honolulu County; Hawaii","227","57","170",
