X,Y,objectid,name,address,city,zip,island_dist,type,source
-158.024812500205,21.3785730001594,240,New Hope Christian School,"94-050 Farrington Highway, Suite C-2",Waipahu,96797,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.915906148377,21.6183734400463,241,Bright Beginning Preschool,54-113 Kawaipuna St.,Hauula,96717,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.476983904351,20.8847910542205,242,Imua Inclusion Preschool,161 South Wakea Avenue,Kahului,96732,Maui,Licensed Group Child Care (Preschools),PATCH
-158.018899499709,21.4332839997914,243,The Cole Academy - Mililani,94-359 Makohilani Street,Mililani,96789,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.007186623267,21.3881013740764,244,Na Maka Kindergarten Prep School,"94-450 Mokuola Street, Ste 102",Waipahu,96797,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.98151611884,21.3189869938503,245,HCAP Head Start Iroquois Point,5553 Cormorant Ave,Ewa Beach,96706,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.172661739851,21.416797763088,246,Kamaaina Kids Maili Preschool,87-227 St John's Road,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.033501884065,21.3433263298545,247,St. Francis Preschool,91-1758 Oohao St,Ewa Beach,96706,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.861530000252,21.3065640003311,248,Strode Montessori Preschool,810 Richards Street #124,Honolulu,96813,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.877545499731,21.322206000372,249,Metro Christian Academy,429 Waiakamilo Road,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.451560940527,20.7744458936317,250,Little Monk Seal Montessori,300 Ohukai Rd Ste B206,Kihei,96753,Maui,Licensed Group Child Care (Preschools),PATCH
-157.809677278379,21.3075798762436,251,Moo School,"2752 Woodlawn Drive, Ste 5-114",Honolulu,96822,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.326214944187,20.7972571472232,252,Waipuna Chapel Preschool,17 Omaopio Road,Kula,96790,Maui,Licensed Group Child Care (Preschools),PATCH
-157.85072129001,21.3231605059535,253,Kamaaina Kids Judd Street Preschool,45 Judd Street,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.792862457548,21.415854479795,254,Kulaniakea Preschool,45-114 Waikapoki Road,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.014489365932,21.4582151838665,255,Na Maka Kindergarten Prep School - Mililani,"95-390 Kuahelani Ave, Ste 3f",Mililani,96789,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.454112292942,20.7392108940666,256,Kihei Baptist Preschool,1655 South Kihei Road,Kihei,96753,Maui,Licensed Group Child Care (Preschools),PATCH
-156.473882721295,20.8815329758935,257,Kamaaina Kids Maui Evangelical Preschool,256 Hina Avenue,Kahului,96732,Maui,Licensed Group Child Care (Preschools),PATCH
-156.332544850772,20.8346937466697,258,Kamaaina Kids Makawao Preschool,55 Makawao Avenue,Pukalani,96768,Maui,Licensed Group Child Care (Preschools),PATCH
-158.00971050036,21.3157620003946,259,HCAP Head Start Pohakea II,91-750 Ft. Weaver Rd. C3,Ewa Beach,96706,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.929921751332,21.376211582231,260,St Elizabeth Preschool,99-312 Moanalua Road,Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.860480354127,21.3027078812168,261,Children With Aloha Academy,550 Halekauwila Street #102-107,Honolulu,96813,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.931679685903,21.3790933732901,262,The Growing Patch 24-Hour Children's Academy ,"99-080 Kauhale St, Ste D14-15",Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.844340517074,21.3304507526517,263,Jumpstart Preschool,2550 Pali Highway,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.826731499644,21.2847300000173,264,Ala Wai Elementary Head Start,503 Kamoku St E-33,Honolulu,96826,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.850154043471,19.9452893289607,265,The Cole Acadamy - Mauna Lani,68-148 Hoohana Street,Kamuela,96743,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.847108763973,21.3009289180106,266,Kamaaina Kids King Street,1054 South King Street,Honolulu,96814,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.708999084632,21.2938403410415,267,Kinder Kids International Preschool,6660 Hawaii Kai Drive,Honolulu,96825,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.951943999647,21.3903000003825,268,Sunshine Works Preschool,98-1277 Kaahumanu Street #116,Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.863896999751,21.3098130003112,269,The Cole Academy Queen's Court,800 Bethel Street,Honolulu,96813,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.070090216603,19.7155979163973,270,Hauoli Haven Early Childhood Education Center ,"500 Manono St., Suite 104",Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.979415494974,21.3203649491174,271,Iroquois Point Preschool,5111 Iroquois Ave.,Ewa Beach,96706,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.812805059436,21.2686909408003,272,Unity School,3608 Diamond Head Circle,Honolulu,96815,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.497094112858,20.8934425092711,273,St Anthony Preschool,1627-B Mill Street,Wailuku,96793,Maui,Licensed Group Child Care (Preschools),PATCH
-157.810666500415,21.2706450002493,274,Kapahulu Bible Church Preschool,3221 Makini Street,Honolulu,96815,Oahu,Licensed Group Child Care (Preschools),PATCH
-154.969272538745,19.5568600664224,275,Malamalama Waldorf School Kinderhale ,15-1834 Makuu Drive,Keaau,96749,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.952580541917,21.3917627064136,276,Stepping Stones Academy Preschool,"98-761 Oihana Place, Ste. 1",Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.802559741249,21.2804292477496,277,The Toddler Program,3509 Pahoa Avenue,Honolulu,96816,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.014480499901,21.4592939997219,278,Mililani Presbyterian Preschool,95-410 Kuahelani Avenue,Mililani,96789,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.822749519236,21.2969052632441,279,University of Hawaii at Manoa Childrens Center,2320 Dole Street,Honolulu,96822,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.811584557803,21.3065603067414,280,University of Hawaii at Manoa Children's Center Noelani,"2655 Woodlawn Drive, Room Po 2",Honolulu,96822,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.819778999611,21.2892120001334,281,University of Hawaii at Manoa Children's Center Kuhio,"2759 South King St, #c1",Honolulu,96826,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.789286921102,21.4041207958587,282,Windward Nazarene Academy Preschool,45-232 Puaae Road,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.951424331611,21.3847823700623,283,Sounds Of Success Preschool And Learning Center,"98-029 Hekaha St, Bldg 5, Ste 44",Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.747720499751,21.4001910002379,284,KCAA Atherton Preschool,410 Oneawa Street,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.852055793272,21.295878220123,285,KCAA Muriel Preschool,1045 Kawaiahao Street,Honolulu,96814,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.006025000441,21.3862589999627,286,Stepping Stones Academy - Waipahu,94-905 Waipahu Street #200,Waipahu,96797,Oahu,Licensed Group Child Care (Preschools),PATCH
-156.453808000717,20.7786384835901,287,"Little Hoku Montessori Academy, LLC",220 Moi Place,Kihei,96753,Maui,Licensed Group Child Care (Preschools),PATCH
-157.795835062931,21.4137292510201,288,Rainbow School Kaneohe,45-211 Waikalua Road,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.807421999657,21.289878000444,289,L. Robert Allen Montessori Center,"3140 Waialae Avenue, Bldg. 20",Honolulu,96816,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.171755012999,21.4094199851073,290,Keiki O Ka Aina Family Learning Center Ka Pua Preschool,87-790 Kulauku St.,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.929009914228,21.3778313419028,291,Aiea Hongwanji Preschool,99-186 Puakala Street,Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.800302999598,21.2707170004464,292,Alani Childrens Center,4303 Diamond Head Road,Honolulu,96816,Oahu,Licensed Group Child Care (Preschools),PATCH
-159.466117361116,21.8989854203526,293,Koloa Head Start ,3223 Poipu Road,Koloa,96756,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.707055175809,21.9632922695945,294,Kekaha Head Start ,8563 Elepaio Road,Kekaha,96752,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.313892071886,22.0889890131358,295,Kapaa Head Start ,4886 Kawaihau Road,Kapaa,96746,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.316702878255,22.0921099669861,296,St. Catherine Preschool,5021 Kawaihau Road,Kapaa,96746,Kauai,Licensed Group Child Care (Preschools),PATCH
-157.742734606676,21.4030624600946,297,A Caring Place Montessori Preschool,260 North Kainalu Drive,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-159.711126350963,21.9645591981197,298,St. Theresa Early Learning Academy (S.T.E.L.A.),8311 Kaumualii Hwy,Kekaha,96752,Kauai,Licensed Group Child Care (Preschools),PATCH
-157.869083921772,21.3283044493528,299,Love A Keiki Learning Center,1239 Olomea Street,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.007144357036,21.3828544228368,300,"Faith, Hope & Love Child Care & Learning Center",94-133 Pahu Street,Waipahu,96797,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.920540015704,19.5149570509233,301,Sonshine Preschool & Day Care Center,81-6614 Mamalahoa Highway,Kealakekua,96750,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-158.035828500425,21.3406739996448,302,Friendship Christian Schools at Youth Center Campus,91-1207 Renton Road,Ewa Beach,96706,Oahu,Licensed Group Child Care (Preschools),PATCH
-159.50061774284,22.2017003120954,303,Aloha School Early Learning Center,5-5344 Kuhio Highway,Hanalei,96714,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.396300548162,21.9668214748283,304,Island School Na Pua Keiki,3-1875 Kaumualii Hwy,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.620376166689,21.9185057723191,305,Kamehameha Schools Preschool - Kaumakani,2201 Kaumakani Road,Kaumakani,96747,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.366185726953,21.990344581271,306,Lihue Hongwanji Preschool,3-3560 B Kuhio Hwy,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.403815856295,22.2172954169359,307,Kauai Christian Academy Preschool,4000 Kilauea Road,Kilauea,96754,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.319420366741,22.0697278950312,308,Kahili Adventist Preschool,4-1132 Kuhio Highway,Kapaa,96746,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.585867945284,21.902754700087,309,Haloalaunuiakea Early Learning Center,4402 Waialo Road,Eleele,96705,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.450159113323,21.8874109038542,310,KCF Keiki Preschool,2731 Ala Kinoiki Street,Koloa,96756,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.363502492383,21.9713992268475,311,OCA Preschool,4212 Rice Street,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-157.842485999856,21.2994899999201,312,Na Maka Kindergarten Prep School Honolulu,1254 South King Street,Honolulu,96814,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.860612000123,21.3246539996775,313,Saint Theresa School,712 N School St,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-159.367463435056,21.9774386892441,314,A Room To Grow Preschool Too,3116 Akahi Street,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-159.366009612002,21.9793863027882,315,A Room To Grow Preschool One,3195 Elua Street,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-157.853673817521,21.3041609319196,316,The Early Education Center,1130 Alapai Street,Honolulu,96813,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.089125022634,19.723352740123,317,YWCA of Hawaii Island Developmental Preschool ,145 Ululani Street,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-159.370748047066,21.9848433731313,318,Lihue Head Start,3343 Kanakolu Street,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-154.964265922898,19.5689992859849,319,Kamehameha Preschool - Keaau ,15-1906 20th Avenue,Keaau,96749,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-154.905081928019,19.5126684247279,320,Kamehameha Preschool - Pahoa ,15-3022 Puna Road,Pahoa,96778,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.090884912351,19.7447691246309,321,PACT Head Start (Puueo),145 Wainaku Street,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-154.902471528559,19.548166370909,322,PACT Head Start Hawaiian Beaches,15-360 North Puni Makai Street,Pahoa,96778,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.138231774752,19.7145606541898,323,PACT Head Start Hilo Child Development Center ,2133 Waianuenue Avenue,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.093156249105,19.7791286746535,324,PACT Head Start Kalanianaole Inclusion ,27-330 Old Mamalahoa Hwy,Papaikou,96781,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-154.929108807707,19.5260990657492,325,PACT Head Start Keonepoko Pre-Plus Inclusion ,15-890 Kahakai Blvd,Pahoa,96778,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.102735007846,19.5550930773658,326,PACT Head Start Mt. View Pre-Plus ,18-1235 Volcano Highway,Mountain View,96771,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-159.31942811088,22.0678749173832,327,All Saints Preschool,4-1065 Kuhio Hwy,Kapaa,96746,Kauai,Licensed Group Child Care (Preschools),PATCH
-155.082808462011,19.7200209243148,328,Hilo Hongwanji Preschool ,398 Kilauea Avenue,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-159.406715273353,22.2099834031282,329,Natural Bridges School,2414 Oka Street,Kilauea,96754,Kauai,Licensed Group Child Care (Preschools),PATCH
-158.194124012955,21.4520381481357,330,HCAP Head Start 442,85-555 B Farrington Hwy,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.927945500185,21.3757650001284,331,HCAP Head Start Aiea Elementary I,99-370 Moanalua Road,Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.927945500185,21.3757650001284,332,HCAP Head Start Aiea Elementary Pre-plus,99-370 Moanalua Road,Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.798993028451,21.4135286003193,333,HCAP Head Start Ben Parker Elementary II,45-259 Waikalua Road A5,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.798993028451,21.4135286003193,334,HCAP Head Start Benjamin Parker,45-259 Waikalua Road,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.05846800036,21.4991009999118,335,HCAP Head Start Daniel K. Inouye Elementary,"1 Waianae Ave & Ayers Ave, Rm G1",Wahiawa,96786,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.731526032623,21.3840367398809,336,Enchanted Lake Head Start,770 Keolu Drive,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.916632499839,21.3736679998477,337,HCAP Head Start Halawa,99-795 Iwaiwa Street,Aiea,96701,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.907718000384,21.6057690004276,338,HCAP Head Start Hauula Elementary School,54-046 Kamehameha Highway,Hauula,96717,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.809104455279,21.4192014483483,339,HCAP Head Start Heeia,46-202 Haiku Road,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.171755012999,21.4094199851073,340,HCAP Head Start Ka Pua I & II,87-790 Kulauku Street,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.036876999615,21.4941689996625,341,HCAP Head Start Kaala Elementary Pre-plus,130 California Avenue,Wahiawa,96786,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.868936999577,21.3448949997725,342,Kaewai Head Start,1929 Kamehameha Road Iv,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.845352893319,21.4577418551338,343,HCAP Head Start Kahaluu,47-280 Waihee Road,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.191731464543,21.4541178988357,344,HCAP Head Start Kahikolu,85-296 Ala Hema Street,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.74113611784,21.3959679952035,345,Kailua Elementary Pre-Plus Head Start,315 Kuulei Road,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.748133640364,21.4139873423741,346,Kainalu Elementary Head Start,165 Kaiholu Street,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.867169507683,21.3217198348145,347,Kaiulani I & II Head Start,783 North King Street,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.878648000327,21.3272729997324,348,Kalihi Kai Head Start HCAP,626 Mcneill St,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.795650000254,21.3959969997463,349,HCAP Head Start Kaneohe Elementary,45-495 Kamehameha Highway,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.868707877919,21.335074464376,350,HCAP Head Start Kapalama,1601 North School Street,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.16679200004,21.4062929996222,351,HCAP Head Start Keiki Country I,87-412 Kaukama Road,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.16679200004,21.4062929996222,352,HCAP Head Start Keiki Country II,87-412 Kaukama Road,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.011938000314,21.4608420003249,353,HCAP Head Start Kipapa Elementary,95-076 Kipapa Drive,Mililani,96789,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.758715979665,21.4502261215862,354,HCAP Head Start KMCBH,257 Reed Road #3,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.059144470135,21.4566841108176,355,HCAP Head Start Kunia,92-1750 Kunia Drive,Kunia,96759,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.059144470135,21.4566841108176,356,HCAP Head Start Kunia III,92-1750 Kunia Drive,Kunia,96759,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.925862000265,21.6491580000327,357,HCAP Head Start Laie Elementary,55-109 Kulanui St,Laie,96762,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.212462970411,21.46928638256,358,HCAP Head Start Makaha Elementary,84-200 Ala Naauao Place,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.752201168896,21.3777252362377,359,HCAP Head Start Maunawili Elementary,1465 Ulupi'i St,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.144482965674,21.3805235103083,360,HCAP Head Start Nanakuli I & II,89-195 Farrington Hwy,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.693828903015,21.3278807007894,361,HCAP Head Start Pope,41-133 Huli St,Waimanalo,96795,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.076323925703,19.7039422002452,362,ABC Fun Preschool ,97-a Olona Street #101,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.789896814135,21.4093823023731,363,HCAP Head Start Puohala Elementary,45-233 Kulauli Street,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.884516000438,21.3273450002986,364,HCAP Head Start Puuhale Elementary,345 Puuhale Road,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.912395260757,21.3508745913008,365,HCAP Head Start Salt Lake Elementary Pre-plus,1131 Ala Lilikoi St,Honolulu,96818,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.170436999542,21.4127370000295,366,HCAP Head Start Ulu Ke Kukui I & II,87-576 Kulaaupuni Street,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.014340999974,21.5021789995571,367,HCAP Head Start Wahiawa UMC 1,1445 California Ave.,Wahiawa,96786,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.017868494585,21.5041394857722,368,HCAP Head Start Wahiawa Elementary Pre-plus,1402 Glen Ave,Wahiawa,96786,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.714985203571,21.3469004067497,369,HCAP Head Start Waimanalo Elementary Pre-plus,41-1330 Kalanianaole Hwy,Waimanalo,96795,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.014349903639,21.4574497125535,370,St Johns Catholic Preschool,95-370 Kuahelani Avenue,Mililani,96789,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.749705764183,21.2775640066032,371,Calvary By The Sea School,5339 Kalanianaole Highway,Honolulu,96821,Oahu,Licensed Group Child Care (Preschools),PATCH
-159.463210215208,21.9052926651752,372,The Koloa Early School,5521 Koloa Rd.,Koloa,96756,Kauai,Licensed Group Child Care (Preschools),PATCH
-157.961940551255,21.4150800676904,373,The Childrens House Preschool,1840 Komo Mai Drive,Pearl City,96782,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.055089445812,19.6010741652574,374,Aloha Keiki Preschool ,17-4021 Kuaaina Road ,Keaau,96749,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.702860000111,21.2779169996565,375,Hawaii Kai Church Early Learning Center,265 Lunalilo Home Road,Honolulu,96825,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.656075833927,20.0161741183659,376,Malamapoki`i Early Childhood Education Program,"64-1043 Hiiaka Street; Bldg. B",Kamuela,96743,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.790754944929,21.2760437020991,377,Waialae Baptist Preschool,1047 21st Avenue,Honolulu,96816,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.755094336838,21.3820684662304,378,Seagull School Of Kailua,1300 Kailua Road,Kailua,96734,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.876637186747,21.3381369651751,379,PACT KPT Head Start I,1485 Linapuni Street,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.882017041161,21.3391946185695,380,PACT Fern Preplus Head Start ,1121 Middle Street,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.860936000158,21.352860000154,381,PACT Kalihi Elementary Head Start A Licensed DP,"2471 Kula Kolea Drive, # A15, A16",Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.877863264293,21.3387476951724,382,PACT Linapuni Head Start,1434 Linapuni Street,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.891439637916,21.3328853821478,383,PACT Kahauiki Village Head Start,2625 North Nimitz Highway,Honolulu,96819,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.752026999957,21.2786010001589,384,Holy Nativity School,5286 Kalanianaole Highway,Honolulu,96821,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.83620628513,20.207301207864,385,Kamehameha Schools- Kohala Preschool,55-1999 Kohala Mountain Road,Hawi,96719,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.641957956835,20.0296845861478,386,Kamehameha Schools- Waimea Preschool,64-780 Mamalahoa Highway,Kamuela,96743,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-156.330952177852,20.8273271100305,387,Carden Academy Of Maui,55 Makaena Place,Pukalani,96768,Maui,Licensed Group Child Care (Preschools),PATCH
-158.171755012999,21.4094199851073,388,Punana Leo O Waianae,"87-790 Kulauku St, Pod A, Classroom 2",Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.789896814135,21.4093823023731,389,Punana Leo O Ko'olau Poko,"45-233 Kulauli St #C-5, C-6",Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.821802438866,21.3000031271833,390,Punana Leo O Manoa,2331 Seaview Ave,Honolulu,96822,Oahu,Licensed Group Child Care (Preschools),PATCH
-155.91968367477,19.5084156726669,391,Punana Leo O Kona,81-1004 Konawaena School Road,Kealakekua,96750,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.640477123343,20.0301177672425,392,Punana Leo O Waimea,64-756 Mamalahoa Highway,Kamuela,96743,West Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.028099569118,19.6048142509331,393,Punana Leo O Hilo ,16-120 Opukahaia Street,Keaau,96749,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.984444873344,20.7539724306828,394,Punana Leo O Hana,5060 Uakea Road,Hana,96713,Maui,Licensed Group Child Care (Preschools),PATCH
-156.504749298145,20.8859202269573,395,Punana Leo O Maui,103 South High Street,Wailuku,96793,Maui,Licensed Group Child Care (Preschools),PATCH
-156.673455808553,20.8703991438383,396,Punana Leo O Lahaina,547 Wainee Street,Lahaina,96761,Maui,Licensed Group Child Care (Preschools),PATCH
-157.050699819456,21.1632773803291,397,Punana Leo O Molokai,2200 Farrington Avenue,Hoolehua,96729,Molokai,Licensed Group Child Care (Preschools),PATCH
-159.397879880647,21.9661000359302,398,Punana Leo O Kauai ,3-1821 Kaumualii Highway,Lihue,96766,Kauai,Licensed Group Child Care (Preschools),PATCH
-155.116454248798,19.7171434385575,399,Kamehameha Preschool - Piihonua ,1350 Waianuenue Ave,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.080132652031,19.7041840660175,400,Kamehameha Preschool - Hilo ,300 W. Lanikaula Street,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.091836484158,19.7235543207664,401,Kamehameha Preschool - Waianuenue ,374 Waianuenue Avenue,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-155.043621408374,19.7276600457852,402,Kamehameha Preschool - Keaukaha ,162 Baker Avenue,Hilo,96720,East Hawaii,Licensed Group Child Care (Preschools),PATCH
-157.698375290963,21.330616495057,403,Kamehameha Schools Preschool - Waimanalo,41-235 Ilauhole Street,Waimanalo,96795,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.188215997757,21.4512420442423,404,Kamehameha Schools Preschool - Puu Kahea,85-179 Ala Hema Street,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.110316999698,21.5900729997134,405,Kamehameha Schools Preschool - Haleiwa I & II,66-279 A Haleiwa Rd,Haleiwa,96712,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.160200903281,21.3979985625822,406,Kamehameha Schools Preschool - Hoaliku Drake,87-115 Waiolu Street,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.954238999904,21.6763289998831,407,Kamehameha Schools Preschool - Kahuku,56-117 Pualalea St #17,Kahuku,96731,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.866282216611,21.339098982851,408,Kamehameha Schools Preschool - Kalihi- Palama,1850 Makuakane Street,Honolulu,96817,Oahu,Licensed Group Child Care (Preschools),PATCH
-157.844873781298,21.4578621074485,409,Kamehameha Schools Preschool - Kahaluu,47-253 Waihee Rd,Kaneohe,96744,Oahu,Licensed Group Child Care (Preschools),PATCH
-158.144482965674,21.3805235103083,410,Kamehameha Schools Preschool - Nanakuli,89-101 Farrington Hwy.,Waianae,96792,Oahu,Licensed Group Child Care (Preschools),PATCH
