"GEO_ID","NAME","B25046_001E","B25046_001M","B25046_002E","B25046_002M","B25046_003E","B25046_003M",
"Geography","Geographic Area Name","Estimate!!Aggregate number of vehicles available","Margin of Error!!Aggregate number of vehicles available","Estimate!!Aggregate number of vehicles available!!Owner occupied","Margin of Error!!Aggregate number of vehicles available!!Owner occupied","Estimate!!Aggregate number of vehicles available!!Renter occupied","Margin of Error!!Aggregate number of vehicles available!!Renter occupied",
"1500000US150010201001","Block Group 1, Census Tract 201, Hawaii County, Hawaii","1087","228","768","181","319","140",
"1500000US150010201002","Block Group 2, Census Tract 201, Hawaii County, Hawaii","576","177","482","169","94","54",
"1500000US150010201003","Block Group 3, Census Tract 201, Hawaii County, Hawaii","688","223","554","196","134","103",
"1500000US150010201004","Block Group 4, Census Tract 201, Hawaii County, Hawaii","763","180","519","143","244","108",
"1500000US150010202021","Block Group 1, Census Tract 202.02, Hawaii County, Hawaii","295","79","218","72","77","50",
"1500000US150010202022","Block Group 2, Census Tract 202.02, Hawaii County, Hawaii","800","114","641","104","159","79",
"1500000US150010203001","Block Group 1, Census Tract 203, Hawaii County, Hawaii","724","143","555","141","169","110",
"1500000US150010203002","Block Group 2, Census Tract 203, Hawaii County, Hawaii","419","149","71","44","348","154",
"1500000US150010203003","Block Group 3, Census Tract 203, Hawaii County, Hawaii","802","212","513","182","289","122",
"1500000US150010204001","Block Group 1, Census Tract 204, Hawaii County, Hawaii","582","189","96","67","486","179",
"1500000US150010204002","Block Group 2, Census Tract 204, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010204003","Block Group 3, Census Tract 204, Hawaii County, Hawaii","705","169","319","136","386","141",
"1500000US150010204004","Block Group 4, Census Tract 204, Hawaii County, Hawaii","448","181","290","153","158","78",
"1500000US150010205001","Block Group 1, Census Tract 205, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010205002","Block Group 2, Census Tract 205, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010205003","Block Group 3, Census Tract 205, Hawaii County, Hawaii","168","70","90","71","78","60",
"1500000US150010205004","Block Group 4, Census Tract 205, Hawaii County, Hawaii","322","145","152","105","170","100",
"1500000US150010205005","Block Group 5, Census Tract 205, Hawaii County, Hawaii","981","251","408","244","573","192",
"1500000US150010206001","Block Group 1, Census Tract 206, Hawaii County, Hawaii","352","94","232","86","120","56",
"1500000US150010206002","Block Group 2, Census Tract 206, Hawaii County, Hawaii","891","148","785","147","106","55",
"1500000US150010206003","Block Group 3, Census Tract 206, Hawaii County, Hawaii","522","72","474","72","48","25",
"1500000US150010206004","Block Group 4, Census Tract 206, Hawaii County, Hawaii","1594","171","1370","166","224","88",
"1500000US150010207011","Block Group 1, Census Tract 207.01, Hawaii County, Hawaii","1233","202","842","178","391","142",
"1500000US150010207012","Block Group 2, Census Tract 207.01, Hawaii County, Hawaii","925","210","672","214","253","115",
"1500000US150010207013","Block Group 3, Census Tract 207.01, Hawaii County, Hawaii","833","169","742","166","91","61",
"1500000US150010207021","Block Group 1, Census Tract 207.02, Hawaii County, Hawaii","1044","186","860","192","184","101",
"1500000US150010207022","Block Group 2, Census Tract 207.02, Hawaii County, Hawaii","1702","309","1503","311","199","96",
"1500000US150010207023","Block Group 3, Census Tract 207.02, Hawaii County, Hawaii","1159","253","1013","242","146","87",
"1500000US150010208011","Block Group 1, Census Tract 208.01, Hawaii County, Hawaii","1964","251","1622","286","342","148",
"1500000US150010208012","Block Group 2, Census Tract 208.01, Hawaii County, Hawaii","1219","177","1035","188","184","107",
"1500000US150010208021","Block Group 1, Census Tract 208.02, Hawaii County, Hawaii","578","161","436","158","142","84",
"1500000US150010208022","Block Group 2, Census Tract 208.02, Hawaii County, Hawaii","1760","311","1565","330","195","134",
"1500000US150010208023","Block Group 3, Census Tract 208.02, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010208024","Block Group 4, Census Tract 208.02, Hawaii County, Hawaii","1747","362","1112","366","635","250",
"1500000US150010209001","Block Group 1, Census Tract 209, Hawaii County, Hawaii","621","185","477","178","144","110",
"1500000US150010209002","Block Group 2, Census Tract 209, Hawaii County, Hawaii","752","184","640","154","112","119",
"1500000US150010209003","Block Group 3, Census Tract 209, Hawaii County, Hawaii","2042","252","1631","287","411","155",
"1500000US150010210031","Block Group 1, Census Tract 210.03, Hawaii County, Hawaii","1016","266","666","199","350","188",
"1500000US150010210032","Block Group 2, Census Tract 210.03, Hawaii County, Hawaii","1078","373","977","370","101","73",
"1500000US150010210033","Block Group 3, Census Tract 210.03, Hawaii County, Hawaii","2024","302","1384","271","640","207",
"1500000US150010210051","Block Group 1, Census Tract 210.05, Hawaii County, Hawaii","null","null","null","null","null","null",
"1500000US150010210052","Block Group 2, Census Tract 210.05, Hawaii County, Hawaii","1321","490","1191","492","130","126",
"1500000US150010210053","Block Group 3, Census Tract 210.05, Hawaii County, Hawaii","3698","718","2825","776","873","387",
"1500000US150010210054","Block Group 4, Census Tract 210.05, Hawaii County, Hawaii","1401","501","1214","499","187","179",
"1500000US150010210101","Block Group 1, Census Tract 210.10, Hawaii County, Hawaii","1390","303","1088","269","302","212",
"1500000US150010210102","Block Group 2, Census Tract 210.10, Hawaii County, Hawaii","1509","291","992","203","517","224",
"1500000US150010210103","Block Group 3, Census Tract 210.10, Hawaii County, Hawaii","1496","317","1320","329","176","83",
"1500000US150010210111","Block Group 1, Census Tract 210.11, Hawaii County, Hawaii","1538","367","1216","365","322","170",
"1500000US150010210112","Block Group 2, Census Tract 210.11, Hawaii County, Hawaii","900","273","683","249","217","145",
