"GEO_ID","NAME","B25046_001E","B25046_001M","B25046_002E","B25046_002M","B25046_003E","B25046_003M",
"1500000US150030005002","Block Group 2, Census Tract 5, Honolulu County, Hawaii","232","81","207","81","25","20",
"1500000US150030005003","Block Group 3, Census Tract 5, Honolulu County, Hawaii","800","172","716","176","84","71",
"1500000US150030005004","Block Group 4, Census Tract 5, Honolulu County, Hawaii","752","216","611","201","141","100",
"1500000US150030005005","Block Group 5, Census Tract 5, Honolulu County, Hawaii","537","175","379","153","158","114",
"1500000US150030006001","Block Group 1, Census Tract 6, Honolulu County, Hawaii","-","**","-","**","-","**",
"1500000US150030006002","Block Group 2, Census Tract 6, Honolulu County, Hawaii","1106","142","854","122","252","115",
"1500000US150030007001","Block Group 1, Census Tract 7, Honolulu County, Hawaii","1005","163","761","165","244","105",
"1500000US150030007002","Block Group 2, Census Tract 7, Honolulu County, Hawaii","656","143","438","122","218","140",
"1500000US150030007003","Block Group 3, Census Tract 7, Honolulu County, Hawaii","434","178","353","188","81","64",
"1500000US150030008001","Block Group 1, Census Tract 8, Honolulu County, Hawaii","732","165","537","163","195","100",
"1500000US150030008002","Block Group 2, Census Tract 8, Honolulu County, Hawaii","653","160","585","166","68","49",
"1500000US150030008003","Block Group 3, Census Tract 8, Honolulu County, Hawaii","514","156","399","146","115","70",
"1500000US150030008004","Block Group 4, Census Tract 8, Honolulu County, Hawaii","308","157","197","102","111","127",
"1500000US150030009011","Block Group 1, Census Tract 9.01, Honolulu County, Hawaii","869","173","659","183","210","126",
"1500000US150030009012","Block Group 2, Census Tract 9.01, Honolulu County, Hawaii","837","213","398","102","439","207",
"1500000US150030009021","Block Group 1, Census Tract 9.02, Honolulu County, Hawaii","2025","262","1439","291","586","244",
"1500000US150030009022","Block Group 2, Census Tract 9.02, Honolulu County, Hawaii","600","215","410","211","190","105",
"1500000US150030009031","Block Group 1, Census Tract 9.03, Honolulu County, Hawaii","1015","241","678","225","337","152",
"1500000US150030009032","Block Group 2, Census Tract 9.03, Honolulu County, Hawaii","1065","283","641","223","424","243",
"1500000US150030010001","Block Group 1, Census Tract 10, Honolulu County, Hawaii","739","154","569","143","170","77",
"1500000US150030010002","Block Group 2, Census Tract 10, Honolulu County, Hawaii","1216","246","998","257","218","104",
"1500000US150030011001","Block Group 1, Census Tract 11, Honolulu County, Hawaii","612","156","321","123","291","144",
"1500000US150030011002","Block Group 2, Census Tract 11, Honolulu County, Hawaii","1015","208","618","184","397","159",
"1500000US150030012011","Block Group 1, Census Tract 12.01, Honolulu County, Hawaii","671","202","314","121","357","190",
"1500000US150030012012","Block Group 2, Census Tract 12.01, Honolulu County, Hawaii","1463","277","937","209","526","234",
"1500000US150030012021","Block Group 1, Census Tract 12.02, Honolulu County, Hawaii","1036","164","665","146","371","128",
"1500000US150030012022","Block Group 2, Census Tract 12.02, Honolulu County, Hawaii","753","184","519","191","234","108",
"1500000US150030013001","Block Group 1, Census Tract 13, Honolulu County, Hawaii","869","187","537","164","332","175",
"1500000US150030013002","Block Group 2, Census Tract 13, Honolulu County, Hawaii","849","193","562","181","287","138",
"1500000US150030013003","Block Group 3, Census Tract 13, Honolulu County, Hawaii","572","181","335","141","237","142",
"1500000US150030013004","Block Group 4, Census Tract 13, Honolulu County, Hawaii","452","127","248","105","204","98",
"1500000US150030014001","Block Group 1, Census Tract 14, Honolulu County, Hawaii","984","162","654","132","330","138",
"1500000US150030014002","Block Group 2, Census Tract 14, Honolulu County, Hawaii","779","123","584","122","195","67",
"1500000US150030015001","Block Group 1, Census Tract 15, Honolulu County, Hawaii","1052","241","783","231","269","131",
"1500000US150030015002","Block Group 2, Census Tract 15, Honolulu County, Hawaii","513","173","431","173","82","57",
"1500000US150030015003","Block Group 3, Census Tract 15, Honolulu County, Hawaii","618","130","365","97","253","135",
"1500000US150030016001","Block Group 1, Census Tract 16, Honolulu County, Hawaii","1212","255","869","243","343","168",
"1500000US150030016002","Block Group 2, Census Tract 16, Honolulu County, Hawaii","698","187","425","175","273","137",
"1500000US150030016003","Block Group 3, Census Tract 16, Honolulu County, Hawaii","589","186","242","114","347","175",
"1500000US150030017001","Block Group 1, Census Tract 17, Honolulu County, Hawaii","653","203","550","203","103","53",
"1500000US150030017002","Block Group 2, Census Tract 17, Honolulu County, Hawaii","919","161","679","161","240","92",
"1500000US150030018011","Block Group 1, Census Tract 18.01, Honolulu County, Hawaii","175","80","118","69","57","32",
"1500000US150030018012","Block Group 2, Census Tract 18.01, Honolulu County, Hawaii","176","42","47","21","129","38",
"1500000US150030018031","Block Group 1, Census Tract 18.03, Honolulu County, Hawaii","626","143","182","88","444","132",
"1500000US150030018032","Block Group 2, Census Tract 18.03, Honolulu County, Hawaii","230","117","126","106","104","63",
"1500000US150030018033","Block Group 3, Census Tract 18.03, Honolulu County, Hawaii","334","120","159","80","175","99",
"1500000US150030018041","Block Group 1, Census Tract 18.04, Honolulu County, Hawaii","732","164","329","111","403","123",
"1500000US150030019011","Block Group 1, Census Tract 19.01, Honolulu County, Hawaii","143","55","95","44","48","29",
"1500000US150030019031","Block Group 1, Census Tract 19.03, Honolulu County, Hawaii","1206","162","693","150","513","138",
"1500000US150030019032","Block Group 2, Census Tract 19.03, Honolulu County, Hawaii","344","138","80","54","264","132",
"1500000US150030019041","Block Group 1, Census Tract 19.04, Honolulu County, Hawaii","1075","208","521","159","554","160",
"1500000US150030019042","Block Group 2, Census Tract 19.04, Honolulu County, Hawaii","751","281","259","150","492","240",
"1500000US150030020031","Block Group 1, Census Tract 20.03, Honolulu County, Hawaii","196","79","75","50","121","67",
"1500000US150030020032","Block Group 2, Census Tract 20.03, Honolulu County, Hawaii","533","144","323","123","210","89",
"1500000US150030020041","Block Group 1, Census Tract 20.04, Honolulu County, Hawaii","596","106","270","78","326","89",
"1500000US150030020051","Block Group 1, Census Tract 20.05, Honolulu County, Hawaii","292","110","96","47","196","98",
"1500000US150030020052","Block Group 2, Census Tract 20.05, Honolulu County, Hawaii","619","201","198","103","421","185",
"1500000US150030020061","Block Group 1, Census Tract 20.06, Honolulu County, Hawaii","500","116","293","92","207","71",
"1500000US150030020062","Block Group 2, Census Tract 20.06, Honolulu County, Hawaii","226","74","103","48","123","65",
"1500000US150030021001","Block Group 1, Census Tract 21, Honolulu County, Hawaii","949","162","266","125","683","144",
"1500000US150030021002","Block Group 2, Census Tract 21, Honolulu County, Hawaii","1079","208","360","120","719","203",
"1500000US150030022011","Block Group 1, Census Tract 22.01, Honolulu County, Hawaii","1007","211","472","139","535","181",
"1500000US150030022012","Block Group 2, Census Tract 22.01, Honolulu County, Hawaii","969","205","223","108","746","198",
"1500000US150030022021","Block Group 1, Census Tract 22.02, Honolulu County, Hawaii","null","null","null","null","null","null",
"1500000US150030022022","Block Group 2, Census Tract 22.02, Honolulu County, Hawaii","1882","201","890","160","992","223",
"1500000US150030023001","Block Group 1, Census Tract 23, Honolulu County, Hawaii","811","232","282","110","529","240",
"1500000US150030023002","Block Group 2, Census Tract 23, Honolulu County, Hawaii","463","212","233","124","230","169",
"1500000US150030023003","Block Group 3, Census Tract 23, Honolulu County, Hawaii","353","136","137","90","216","153",
"1500000US150030023004","Block Group 4, Census Tract 23, Honolulu County, Hawaii","735","271","104","57","631","272",
"1500000US150030023005","Block Group 5, Census Tract 23, Honolulu County, Hawaii","705","236","222","114","483","229",
"1500000US150030024011","Block Group 1, Census Tract 24.01, Honolulu County, Hawaii","319","112","96","82","223","87",
"1500000US150030024012","Block Group 2, Census Tract 24.01, Honolulu County, Hawaii","713","192","248","180","465","147",
"1500000US150030024013","Block Group 3, Census Tract 24.01, Honolulu County, Hawaii","395","136","61","38","334","127",
"1500000US150030024021","Block Group 1, Census Tract 24.02, Honolulu County, Hawaii","856","181","70","39","786","177",
"1500000US150030024022","Block Group 2, Census Tract 24.02, Honolulu County, Hawaii","701","166","245","83","456","159",
"1500000US150030025001","Block Group 1, Census Tract 25, Honolulu County, Hawaii","796","181","230","118","566","159",
"1500000US150030025002","Block Group 2, Census Tract 25, Honolulu County, Hawaii","935","247","306","150","629","213",
"1500000US150030026001","Block Group 1, Census Tract 26, Honolulu County, Hawaii","345","114","245","102","100","62",
"1500000US150030026002","Block Group 2, Census Tract 26, Honolulu County, Hawaii","442","182","156","117","286","160",
"1500000US150030026003","Block Group 3, Census Tract 26, Honolulu County, Hawaii","424","97","278","96","146","63",
"1500000US150030026004","Block Group 4, Census Tract 26, Honolulu County, Hawaii","473","116","62","52","411","117",
"1500000US150030027011","Block Group 1, Census Tract 27.01, Honolulu County, Hawaii","173","89","101","51","72","75",
"1500000US150030027012","Block Group 2, Census Tract 27.01, Honolulu County, Hawaii","63","31","-","**","63","31",
"1500000US150030027013","Block Group 3, Census Tract 27.01, Honolulu County, Hawaii","631","125","324","107","307","102",
"1500000US150030027021","Block Group 1, Census Tract 27.02, Honolulu County, Hawaii","1009","227","682","239","327","148",
"1500000US150030027022","Block Group 2, Census Tract 27.02, Honolulu County, Hawaii","578","149","395","135","183","126",
"1500000US150030027023","Block Group 3, Census Tract 27.02, Honolulu County, Hawaii","858","176","250","98","608","169",
"1500000US150030028001","Block Group 1, Census Tract 28, Honolulu County, Hawaii","1109","218","949","216","160","92",
"1500000US150030028002","Block Group 2, Census Tract 28, Honolulu County, Hawaii","1487","232","1047","209","440","220",
"1500000US150030029001","Block Group 1, Census Tract 29, Honolulu County, Hawaii","1376","121","737","97","639","99",
"1500000US150030030001","Block Group 1, Census Tract 30, Honolulu County, Hawaii","710","157","574","155","136","100",
"1500000US150030030002","Block Group 2, Census Tract 30, Honolulu County, Hawaii","720","177","564","177","156","76",
"1500000US150030030003","Block Group 3, Census Tract 30, Honolulu County, Hawaii","757","199","478","179","279","140",
"1500000US150030030004","Block Group 4, Census Tract 30, Honolulu County, Hawaii","898","184","708","165","190","102",
"1500000US150030031011","Block Group 1, Census Tract 31.01, Honolulu County, Hawaii","1203","161","1031","162","172","87",
"1500000US150030031012","Block Group 2, Census Tract 31.01, Honolulu County, Hawaii","1732","195","1370","224","362","161",
"1500000US150030031021","Block Group 1, Census Tract 31.02, Honolulu County, Hawaii","1816","197","1567","177","249","156",
"1500000US150030031022","Block Group 2, Census Tract 31.02, Honolulu County, Hawaii","710","128","598","126","112","94",
"1500000US150030032001","Block Group 1, Census Tract 32, Honolulu County, Hawaii","665","110","602","117","63","46",
"1500000US150030033001","Block Group 1, Census Tract 33, Honolulu County, Hawaii","871","85","772","97","99","55",
"1500000US150030034031","Block Group 1, Census Tract 34.03, Honolulu County, Hawaii","1168","211","702","231","466","155",
"1500000US150030034032","Block Group 2, Census Tract 34.03, Honolulu County, Hawaii","571","160","214","113","357","141",
"1500000US150030034033","Block Group 3, Census Tract 34.03, Honolulu County, Hawaii","752","168","531","162","221","113",
