"GEO_ID","NAME","B09019_001E","B09019_001M","B09019_002E","B09019_002M","B09019_003E","B09019_003M","B09019_004E","B09019_004M","B09019_005E","B09019_005M","B09019_006E","B09019_006M","B09019_007E","B09019_007M","B09019_008E","B09019_008M","B09019_009E","B09019_009M","B09019_010E","B09019_010M","B09019_011E","B09019_011M","B09019_012E","B09019_012M","B09019_013E","B09019_013M","B09019_014E","B09019_014M","B09019_015E","B09019_015M","B09019_016E","B09019_016M","B09019_017E","B09019_017M","B09019_018E","B09019_018M","B09019_019E","B09019_019M","B09019_020E","B09019_020M","B09019_021E","B09019_021M","B09019_022E","B09019_022M","B09019_023E","B09019_023M","B09019_024E","B09019_024M","B09019_025E","B09019_025M","B09019_026E","B09019_026M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In households:","Margin of Error!!Total:!!In households:","Estimate!!Total:!!In households:!!Householder:","Margin of Error!!Total:!!In households:!!Householder:","Estimate!!Total:!!In households:!!Householder:!!Male:","Margin of Error!!Total:!!In households:!!Householder:!!Male:","Estimate!!Total:!!In households:!!Householder:!!Male:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Estimate!!Total:!!In households:!!Householder:!!Female:","Margin of Error!!Total:!!In households:!!Householder:!!Female:","Estimate!!Total:!!In households:!!Householder:!!Female:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Estimate!!Total:!!In households:!!Opposite-sex spouse","Margin of Error!!Total:!!In households:!!Opposite-sex spouse","Estimate!!Total:!!In households:!!Same-sex spouse","Margin of Error!!Total:!!In households:!!Same-sex spouse","Estimate!!Total:!!In households:!!Opposite-sex unmarried partner","Margin of Error!!Total:!!In households:!!Opposite-sex unmarried partner","Estimate!!Total:!!In households:!!Same-sex unmarried partner","Margin of Error!!Total:!!In households:!!Same-sex unmarried partner","Estimate!!Total:!!In households:!!Child:","Margin of Error!!Total:!!In households:!!Child:","Estimate!!Total:!!In households:!!Child:!!Biological child","Margin of Error!!Total:!!In households:!!Child:!!Biological child","Estimate!!Total:!!In households:!!Child:!!Adopted child","Margin of Error!!Total:!!In households:!!Child:!!Adopted child","Estimate!!Total:!!In households:!!Child:!!Stepchild","Margin of Error!!Total:!!In households:!!Child:!!Stepchild","Estimate!!Total:!!In households:!!Grandchild","Margin of Error!!Total:!!In households:!!Grandchild","Estimate!!Total:!!In households:!!Brother or sister","Margin of Error!!Total:!!In households:!!Brother or sister","Estimate!!Total:!!In households:!!Parent","Margin of Error!!Total:!!In households:!!Parent","Estimate!!Total:!!In households:!!Parent-in-law","Margin of Error!!Total:!!In households:!!Parent-in-law","Estimate!!Total:!!In households:!!Son-in-law or daughter-in-law","Margin of Error!!Total:!!In households:!!Son-in-law or daughter-in-law","Estimate!!Total:!!In households:!!Other relatives","Margin of Error!!Total:!!In households:!!Other relatives","Estimate!!Total:!!In households:!!Foster child","Margin of Error!!Total:!!In households:!!Foster child","Estimate!!Total:!!In households:!!Other nonrelatives","Margin of Error!!Total:!!In households:!!Other nonrelatives","Estimate!!Total:!!In group quarters","Margin of Error!!Total:!!In group quarters",
"1500000US150010201001","Block Group 1, Census Tract 201, Hawaii County, Hawaii","1876","341","1853","342","758","120","377","77","92","36","285","69","381","82","127","37","254","68","276","62","0","11","55","34","16","24","432","128","391","124","4","3","37","32","72","59","20","14","83","70","0","11","15","16","57","57","0","11","69","53","23","13",
"1500000US150010201002","Block Group 2, Census Tract 201, Hawaii County, Hawaii","752","198","752","198","332","100","142","62","19","16","123","61","190","83","99","70","91","45","146","61","0","11","4","6","0","11","116","52","111","50","5","8","0","11","19","18","67","63","4","6","0","11","4","6","39","47","0","11","21","19","0","11",
"1500000US150010201003","Block Group 3, Census Tract 201, Hawaii County, Hawaii","681","233","681","233","210","61","125","49","14","16","111","48","85","43","21","24","64","38","111","46","0","11","24","26","0","11","211","121","211","121","0","11","0","11","22","29","16","25","6","7","15","23","0","11","0","11","0","11","66","61","0","11",
"1500000US150010201004","Block Group 4, Census Tract 201, Hawaii County, Hawaii","971","297","971","297","320","82","166","56","52","32","114","45","154","58","50","35","104","48","129","47","0","11","25","34","0","11","291","127","291","127","0","11","0","11","80","100","28","29","48","48","0","11","0","11","45","63","0","11","5","7","0","11",
"1500000US150010202021","Block Group 1, Census Tract 202.02, Hawaii County, Hawaii","1348","344","529","131","241","51","78","33","23","17","55","30","163","55","58","35","105","46","84","31","16","24","24","15","0","11","102","58","102","58","0","11","0","11","0","11","0","11","27","37","0","11","0","11","0","11","0","11","35","36","819","314",
"1500000US150010202022","Block Group 2, Census Tract 202.02, Hawaii County, Hawaii","1301","225","1275","219","410","70","215","79","35","18","180","78","195","45","62","25","133","37","197","36","0","11","4","5","0","11","355","103","346","104","0","11","9","12","51","37","59","59","26","16","0","11","11","11","132","111","0","11","30","35","26","28",
"1500000US150010203001","Block Group 1, Census Tract 203, Hawaii County, Hawaii","858","221","732","196","258","60","155","50","34","31","121","43","103","45","37","29","66","39","117","53","0","11","0","11","0","11","196","97","196","97","0","11","0","11","63","81","15","22","0","11","0","11","0","11","15","22","0","11","68","82","126","75",
"1500000US150010203002","Block Group 2, Census Tract 203, Hawaii County, Hawaii","1218","341","1179","345","560","133","289","107","101","60","188","98","271","104","81","64","190","100","127","79","0","11","88","60","10","16","320","176","320","176","0","11","0","11","0","11","8","13","0","11","0","11","0","11","20","30","0","11","46","47","39","37",
"1500000US150010203003","Block Group 3, Census Tract 203, Hawaii County, Hawaii","2234","420","2102","422","880","130","422","123","224","100","198","94","458","127","106","71","352","121","231","96","0","11","64","52","14","22","496","231","496","231","0","11","0","11","55","70","0","11","15","23","0","11","0","11","180","173","0","11","167","131","132","45",
"1500000US150010204001","Block Group 1, Census Tract 204, Hawaii County, Hawaii","924","434","894","434","350","128","72","32","56","30","16","17","278","128","64","38","214","126","54","38","0","11","43","45","0","11","57","71","57","71","0","11","0","11","0","11","130","117","120","128","0","11","0","11","19","29","0","11","121","115","30","68",
"1500000US150010204002","Block Group 2, Census Tract 204, Hawaii County, Hawaii","568","269","547","273","259","103","120","95","16","18","104","96","139","71","85","62","54","49","6","10","0","11","65","75","0","11","197","152","197","152","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","20","32","21","13",
"1500000US150010204003","Block Group 3, Census Tract 204, Hawaii County, Hawaii","1407","663","1407","663","461","140","166","59","71","28","95","55","295","134","54","41","241","128","170","79","0","11","43","38","0","11","440","286","385","255","46","68","9","17","184","201","17","28","0","11","0","11","33","56","0","11","0","11","59","65","0","11",
"1500000US150010204004","Block Group 4, Census Tract 204, Hawaii County, Hawaii","411","134","411","134","230","73","115","47","50","38","65","36","115","61","56","49","59","40","62","34","0","11","0","11","0","11","60","61","60","61","0","11","0","11","0","11","18","24","8","14","0","11","0","11","0","11","0","11","33","46","0","11",
"1500000US150010205001","Block Group 1, Census Tract 205, Hawaii County, Hawaii","778","299","778","299","443","144","190","101","102","102","88","91","253","126","170","114","83","77","93","98","0","11","48","74","0","11","143","114","143","114","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","51","62","0","11",
"1500000US150010205002","Block Group 2, Census Tract 205, Hawaii County, Hawaii","486","264","486","264","182","70","56","52","28","41","28","35","126","66","67","52","59","58","54","46","0","11","31","27","0","11","157","171","157","171","0","11","0","11","18","30","0","11","0","11","0","11","0","11","0","11","0","11","44","55","0","11",
"1500000US150010205003","Block Group 3, Census Tract 205, Hawaii County, Hawaii","716","585","716","585","254","145","0","11","0","11","0","11","254","145","101","72","153","131","41","45","0","11","77","94","0","11","272","260","272","260","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","72","108","0","11",
"1500000US150010205004","Block Group 4, Census Tract 205, Hawaii County, Hawaii","1714","611","1710","610","616","165","98","84","41","48","57","74","518","151","186","121","332","142","19","30","0","11","46","57","30","51","590","391","590","391","0","11","0","11","166","160","0","11","132","208","0","11","0","11","0","11","0","11","111","105","4","10",
"1500000US150010205005","Block Group 5, Census Tract 205, Hawaii County, Hawaii","2556","501","1829","449","635","137","339","131","198","127","141","75","296","96","116","78","180","77","106","75","23","41","56","38","0","11","680","233","563","184","0","11","117","74","57","39","0","11","0","11","0","11","0","11","0","11","0","11","272","209","727","188",
"1500000US150010206001","Block Group 1, Census Tract 206, Hawaii County, Hawaii","595","149","595","149","344","84","183","59","114","58","69","39","161","74","89","61","72","36","101","44","0","11","9","13","8","11","133","81","122","77","11","15","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150010206002","Block Group 2, Census Tract 206, Hawaii County, Hawaii","1592","194","1592","194","496","73","265","74","49","20","216","75","231","43","31","17","200","41","251","57","0","11","42","34","1","4","506","95","488","95","16","13","2","3","108","42","13","10","38","25","12","12","47","27","34","24","4","4","40","23","0","11",
"1500000US150010206003","Block Group 3, Census Tract 206, Hawaii County, Hawaii","1119","138","1119","138","302","37","115","27","22","11","93","28","187","29","18","12","169","29","162","25","0","11","6","7","0","11","324","75","312","73","0","11","12","12","156","54","23","13","25","19","6","8","29","18","47","20","2","4","37","24","0","11",
"1500000US150010206004","Block Group 4, Census Tract 206, Hawaii County, Hawaii","2343","224","2322","223","704","61","316","56","34","16","282","54","388","60","105","40","283","57","318","61","15","20","47","29","2","3","785","148","711","144","23","27","51","45","171","54","29","16","61","32","0","11","39","20","99","47","0","11","52","33","21","13",
"1500000US150010207011","Block Group 1, Census Tract 207.01, Hawaii County, Hawaii","2277","427","2267","427","928","120","457","117","225","98","232","81","471","128","194","84","277","95","333","84","0","11","24","24","10","17","647","211","596","190","0","11","51","58","78","75","0","11","16","24","0","11","16","27","105","90","0","11","110","108","10","12",
"1500000US150010207012","Block Group 2, Census Tract 207.01, Hawaii County, Hawaii","1065","307","1065","307","425","92","173","71","53","58","120","49","252","85","47","38","205","78","138","57","0","11","21","26","0","11","272","113","272","113","0","11","0","11","8","13","0","11","0","11","0","11","0","11","0","11","0","11","201","175","0","11",
"1500000US150010207013","Block Group 3, Census Tract 207.01, Hawaii County, Hawaii","1107","308","1107","308","425","81","232","70","52","53","180","61","193","70","101","57","92","48","188","62","0","11","14","23","0","11","247","160","247","160","0","11","0","11","71","72","29","35","18","27","27","33","0","11","59","76","0","11","29","35","0","11",
"1500000US150010207021","Block Group 1, Census Tract 207.02, Hawaii County, Hawaii","1280","243","1280","243","498","80","314","85","66","47","248","72","184","68","41","35","143","59","286","73","0","11","47","36","0","11","290","98","255","96","0","11","35","43","56","51","14","23","0","11","13","20","53","42","0","11","0","11","23","24","0","11",
"1500000US150010207022","Block Group 2, Census Tract 207.02, Hawaii County, Hawaii","2149","362","2130","363","774","105","402","94","105","75","297","78","372","88","94","56","278","88","390","99","0","11","66","43","0","11","658","186","646","186","12","19","0","11","58","57","0","11","65","56","0","11","13","22","24","27","0","11","82","111","19","43",
"1500000US150010207023","Block Group 3, Census Tract 207.02, Hawaii County, Hawaii","1310","257","1288","258","439","62","243","59","31","24","212","58","196","63","44","33","152","58","279","66","0","11","9","14","0","11","356","136","346","135","10","17","0","11","86","78","25","21","0","11","6","9","0","11","30","38","0","11","58","67","22","17",
"1500000US150010208011","Block Group 1, Census Tract 208.01, Hawaii County, Hawaii","3260","531","3248","531","976","119","493","112","66","41","427","110","483","109","39","28","444","106","629","120","11","18","43","43","2","3","896","227","857","217","29","34","10","14","219","132","104","93","106","114","0","11","27","30","65","97","0","11","170","115","12","13",
"1500000US150010208012","Block Group 2, Census Tract 208.01, Hawaii County, Hawaii","1827","322","1756","322","550","69","283","68","29","27","254","66","267","79","69","60","198","63","415","75","0","11","28","30","0","11","618","221","606","221","0","11","12","19","55","48","0","11","0","11","14","21","12","19","0","11","0","11","64","70","71","39",
"1500000US150010208021","Block Group 1, Census Tract 208.02, Hawaii County, Hawaii","1305","327","1237","313","484","100","180","89","1","3","179","89","304","92","65","52","239","94","285","94","1","3","64","59","0","11","261","155","261","155","0","11","0","11","37","48","5","6","1","3","0","11","2","3","0","11","0","11","97","104","68","69",
"1500000US150010208022","Block Group 2, Census Tract 208.02, Hawaii County, Hawaii","2488","500","2488","500","782","152","321","115","73","67","248","105","461","150","60","57","401","152","521","162","0","11","110","75","0","11","957","302","957","302","0","11","0","11","0","11","52","71","0","11","0","11","0","11","36","50","0","11","30","51","0","11",
"1500000US150010208023","Block Group 3, Census Tract 208.02, Hawaii County, Hawaii","455","185","455","185","217","68","99","59","16","24","83","57","118","65","52","50","66","53","145","57","0","11","0","11","0","11","93","103","93","103","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150010208024","Block Group 4, Census Tract 208.02, Hawaii County, Hawaii","2412","469","2412","469","809","110","255","102","44","42","211","94","554","127","89","58","465","124","447","134","52","56","75","85","18","34","751","274","667","262","63","86","21","37","194","173","0","11","66","73","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150010209001","Block Group 1, Census Tract 209, Hawaii County, Hawaii","700","164","700","164","309","75","202","69","55","49","147","50","107","56","25","28","82","46","132","49","0","11","7","12","0","11","152","85","152","85","0","11","0","11","0","11","0","11","24","27","15","23","0","11","36","41","0","11","25","40","0","11",
"1500000US150010209002","Block Group 2, Census Tract 209, Hawaii County, Hawaii","1200","220","1200","220","484","87","296","95","122","68","174","74","188","67","37","37","151","56","242","87","0","11","25","26","0","11","282","101","282","101","0","11","0","11","77","64","0","11","0","11","0","11","9","14","67","59","0","11","14","21","0","11",
"1500000US150010209003","Block Group 3, Census Tract 209, Hawaii County, Hawaii","2634","431","2634","431","890","103","404","92","114","55","290","75","486","105","104","67","382","96","495","92","12","19","83","54","0","11","782","209","756","207","26","28","0","11","137","118","0","11","18","32","0","11","49","50","90","91","0","11","78","56","0","11",
"1500000US150010210031","Block Group 1, Census Tract 210.03, Hawaii County, Hawaii","2155","523","2155","523","703","136","292","118","42","34","250","117","411","129","134","93","277","86","259","110","0","11","14","17","0","11","721","277","721","277","0","11","0","11","177","129","33","50","0","11","0","11","24","38","171","157","0","11","53","49","0","11",
"1500000US150010210032","Block Group 2, Census Tract 210.03, Hawaii County, Hawaii","1644","413","1644","413","615","128","313","111","157","82","156","87","302","116","42","32","260","109","273","100","0","11","24","37","7","10","553","243","553","243","0","11","0","11","68","50","9","13","12","21","0","11","11","17","0","11","0","11","72","69","0","11",
"1500000US150010210033","Block Group 3, Census Tract 210.03, Hawaii County, Hawaii","3296","543","3296","543","1183","159","564","136","170","83","394","124","619","122","156","67","463","117","418","117","0","11","117","57","10","15","1130","332","1064","323","23","21","43","69","45","48","57","52","129","86","30","49","47","43","69","110","0","11","61","53","0","11",
"1500000US150010210051","Block Group 1, Census Tract 210.05, Hawaii County, Hawaii","2445","924","2445","924","825","265","374","185","107","121","267","146","451","215","47","52","404","223","472","213","18","28","114","130","0","11","819","493","755","483","0","11","64","102","0","11","0","11","0","11","0","11","51","80","0","11","0","11","146","161","0","11",
"1500000US150010210052","Block Group 2, Census Tract 210.05, Hawaii County, Hawaii","2524","895","2524","895","699","203","396","175","90","108","306","155","303","147","85","64","218","130","466","207","0","11","20","35","0","11","816","357","816","357","0","11","0","11","250","200","0","11","0","11","0","11","147","223","0","11","0","11","126","144","0","11",
"1500000US150010210053","Block Group 3, Census Tract 210.05, Hawaii County, Hawaii","4379","1143","4379","1143","1558","295","831","265","224","138","607","236","727","212","49","79","678","202","909","265","23","34","146","107","0","11","1001","419","971","411","0","11","30","46","278","347","0","11","139","155","0","11","131","141","130","206","0","11","64","102","0","11",
"1500000US150010210054","Block Group 4, Census Tract 210.05, Hawaii County, Hawaii","1519","585","1519","585","711","250","262","170","134","121","128","122","449","198","58","93","391","179","289","160","0","11","0","11","0","11","302","232","302","232","0","11","0","11","0","11","0","11","95","146","0","11","0","11","122","135","0","11","0","11","0","11",
"1500000US150010210101","Block Group 1, Census Tract 210.10, Hawaii County, Hawaii","3143","813","3143","813","1385","229","739","223","261","139","478","188","646","214","279","154","367","164","496","199","0","11","105","95","0","11","821","498","800","495","0","11","21","30","69","87","88","116","103","146","0","11","0","11","51","46","0","11","25","20","0","11",
"1500000US150010210102","Block Group 2, Census Tract 210.10, Hawaii County, Hawaii","2839","630","2839","630","1005","156","452","111","239","83","213","69","553","111","78","38","475","107","408","92","3","5","43","35","10","15","678","256","614","255","58","76","6","10","185","152","109","89","92","84","23","23","67","55","37","28","0","11","179","103","0","11",
"1500000US150010210103","Block Group 3, Census Tract 210.10, Hawaii County, Hawaii","2624","646","2624","646","910","176","495","135","164","83","331","114","415","123","129","71","286","110","418","128","0","11","56","50","0","11","805","308","798","307","7","11","0","11","121","88","0","11","26","41","0","11","64","65","33","51","0","11","191","140","0","11",
"1500000US150010210111","Block Group 1, Census Tract 210.11, Hawaii County, Hawaii","2562","732","2540","729","909","177","606","182","135","93","471","164","303","133","101","76","202","121","572","185","0","11","23","28","15","23","667","325","637","328","0","11","30","34","220","172","0","11","0","11","0","11","84","130","50","79","0","11","0","11","22","26",
"1500000US150010210112","Block Group 2, Census Tract 210.11, Hawaii County, Hawaii","1518","459","1518","459","554","154","208","102","63","58","145","100","346","134","110","94","236","97","167","96","0","11","28","44","0","11","593","340","549","291","0","11","44","70","0","11","38","63","69","72","0","11","0","11","69","62","0","11","0","11","0","11",
"1500000US150010210131","Block Group 1, Census Tract 210.13, Hawaii County, Hawaii","1104","282","1089","281","414","95","190","69","57","24","133","64","224","81","114","80","110","36","193","71","0","11","5","7","0","11","348","155","307","147","35","51","6","9","23","19","37","34","28","19","6","10","6","8","18","28","0","11","11","15","15","7",
"1500000US150010210132","Block Group 2, Census Tract 210.13, Hawaii County, Hawaii","1448","466","1448","466","513","120","329","115","55","55","274","105","184","75","73","60","111","51","286","104","11","18","32","23","5","9","413","298","413","298","0","11","0","11","25","25","25","29","18","21","15","17","0","11","98","80","0","11","7","11","0","11",
"1500000US150010210133","Block Group 3, Census Tract 210.13, Hawaii County, Hawaii","2500","466","2483","465","755","128","345","114","59","44","286","106","410","104","89","48","321","93","311","69","3","4","25","15","0","11","756","236","730","230","6","8","20","28","209","120","90","138","75","44","11","16","74","57","46","34","0","11","128","125","17","41",
"1500000US150010211011","Block Group 1, Census Tract 211.01, Hawaii County, Hawaii","2519","304","2519","304","1298","137","749","121","425","107","324","71","549","98","198","66","351","84","445","105","14","16","31","20","14","11","348","116","321","109","16","26","11","10","34","46","26","29","45","56","4","6","14","22","27","29","13","15","206","129","0","11",
"1500000US150010211012","Block Group 2, Census Tract 211.01, Hawaii County, Hawaii","535","258","535","258","245","103","123","76","27","43","96","65","122","76","61","55","61","52","66","41","0","11","0","11","0","11","104","115","104","115","0","11","0","11","0","11","0","11","12","17","0","11","0","11","0","11","0","11","108","118","0","11",
"1500000US150010211061","Block Group 1, Census Tract 211.06, Hawaii County, Hawaii","844","282","825","283","321","111","143","85","65","80","78","37","178","88","39","42","139","83","120","70","0","11","8","12","0","11","136","81","136","81","0","11","0","11","109","117","30","37","23","37","10","15","23","27","0","11","9","15","36","33","19","11",
"1500000US150010211062","Block Group 2, Census Tract 211.06, Hawaii County, Hawaii","2059","740","2059","740","737","181","299","167","40","47","259","158","438","168","156","97","282","133","346","145","0","11","48","78","0","11","640","476","640","476","0","11","0","11","104","112","23","35","0","11","0","11","67","78","22","33","0","11","72","85","0","11",
"1500000US150010211063","Block Group 3, Census Tract 211.06, Hawaii County, Hawaii","3292","836","3292","836","1207","243","544","205","220","146","324","145","663","223","141","109","522","212","465","161","15","25","178","140","0","11","921","374","699","327","71","107","151","194","153","133","136","126","31","45","0","11","12","22","129","131","0","11","45","78","0","11",
"1500000US150010211064","Block Group 4, Census Tract 211.06, Hawaii County, Hawaii","1819","452","1819","452","621","119","281","76","105","39","176","68","340","106","85","42","255","106","223","109","3","7","97","56","0","11","418","171","387","173","31","35","0","11","87","107","56","75","42","47","0","11","42","44","57","67","0","11","173","156","0","11",
"1500000US150010212021","Block Group 1, Census Tract 212.02, Hawaii County, Hawaii","2017","802","1987","802","466","121","152","69","35","32","117","59","314","104","103","54","211","101","181","71","0","11","52","35","0","11","542","261","422","182","120","118","0","11","238","141","0","11","0","11","28","46","111","76","272","379","38","59","59","56","30","13",
"1500000US150010212022","Block Group 2, Census Tract 212.02, Hawaii County, Hawaii","4576","1225","4573","1225","1532","290","907","240","479","217","428","183","625","221","178","107","447","203","435","171","3","5","114","107","0","11","1777","723","1777","723","0","11","0","11","508","437","0","11","0","11","0","11","104","113","0","11","0","11","100","125","3","4",
"1500000US150010212023","Block Group 3, Census Tract 212.02, Hawaii County, Hawaii","2150","691","2150","691","757","153","408","131","180","109","228","96","349","108","88","61","261","100","417","139","18","22","37","28","0","11","625","342","503","269","58","78","64","89","25","26","108","123","8","12","86","136","0","11","41","41","0","11","28","29","0","11",
"1500000US150010212024","Block Group 4, Census Tract 212.02, Hawaii County, Hawaii","1142","321","1142","321","376","77","158","51","31","18","127","48","218","55","71","30","147","48","163","53","0","11","11","16","0","11","380","150","375","150","5","8","0","11","89","85","18","22","22","19","11","19","6","10","18","24","0","11","48","47","0","11",
"1500000US150010213001","Block Group 1, Census Tract 213, Hawaii County, Hawaii","3067","849","3067","849","1040","204","413","114","95","74","318","106","627","180","100","95","527","164","638","184","7","10","46","38","0","11","634","284","580","265","32","38","22","24","225","208","21","32","90","84","0","11","73","113","93","87","0","11","200","200","0","11",
"1500000US150010213002","Block Group 2, Census Tract 213, Hawaii County, Hawaii","2879","747","2879","747","879","194","368","123","166","113","202","76","511","170","61","54","450","175","502","171","0","11","12","3","0","11","877","439","853","439","0","11","24","38","106","69","44","59","80","119","0","11","78","79","50","75","0","11","251","271","0","11",
"1500000US150010213003","Block Group 3, Census Tract 213, Hawaii County, Hawaii","1303","526","1303","526","455","136","288","131","110","101","178","89","167","65","6","11","161","63","238","81","0","11","42","47","0","11","373","220","373","220","0","11","0","11","21","22","0","11","0","11","0","11","18","27","0","11","0","11","156","207","0","11",
"1500000US150010214021","Block Group 1, Census Tract 214.02, Hawaii County, Hawaii","1302","373","1302","373","488","97","268","81","116","45","152","67","220","75","68","46","152","63","233","72","8","8","30","25","6","11","337","152","337","152","0","11","0","11","98","81","6","8","5","8","12","17","46","44","10","15","0","11","23","34","0","11",
"1500000US150010214022","Block Group 2, Census Tract 214.02, Hawaii County, Hawaii","668","211","640","211","327","94","118","54","43","38","75","38","209","87","90","42","119","72","147","79","5","7","10","12","0","11","77","55","77","55","0","11","0","11","0","11","24","29","0","11","8","14","0","11","42","68","0","11","0","11","28","14",
"1500000US150010214023","Block Group 3, Census Tract 214.02, Hawaii County, Hawaii","1808","704","1808","704","559","130","276","123","77","71","199","109","283","105","125","70","158","82","204","100","0","11","37","32","0","11","426","216","400","210","12","18","14","20","202","157","12","18","0","11","43","67","114","95","211","230","0","11","0","11","0","11",
"1500000US150010215021","Block Group 1, Census Tract 215.02, Hawaii County, Hawaii","3132","531","3132","531","1150","164","643","150","122","74","521","138","507","145","71","45","436","138","529","130","9","14","180","88","37","44","772","235","684","202","23","35","65","63","218","163","0","11","0","11","0","11","38","36","0","11","22","38","177","103","0","11",
"1500000US150010215022","Block Group 2, Census Tract 215.02, Hawaii County, Hawaii","1455","299","1422","295","573","101","309","93","120","68","189","78","264","75","29","24","235","77","281","87","0","11","57","38","0","11","264","124","236","115","28","33","0","11","143","98","18","21","8","12","13","19","22","34","7","12","0","11","36","38","33","37",
"1500000US150010215041","Block Group 1, Census Tract 215.04, Hawaii County, Hawaii","3476","535","3466","534","894","108","383","117","28","37","355","114","511","111","96","52","415","102","471","104","0","11","52","32","0","11","1118","289","1004","289","52","66","62","63","169","117","185","156","97","75","0","11","39","45","199","128","31","46","211","142","10","6",
"1500000US150010215042","Block Group 2, Census Tract 215.04, Hawaii County, Hawaii","1566","256","1566","256","513","85","165","39","25","19","140","37","348","77","72","44","276","69","309","67","0","11","16","16","0","11","431","94","418","92","9","12","4","5","72","34","22","14","56","43","0","11","19","13","74","40","2","3","52","40","0","11",
"1500000US150010215071","Block Group 1, Census Tract 215.07, Hawaii County, Hawaii","4604","937","4604","937","1492","197","791","179","90","71","701","172","701","171","132","85","569","180","883","203","0","11","143","116","0","11","1261","417","1192","414","45","51","24","37","332","350","0","11","58","68","0","11","22","34","0","11","0","11","413","269","0","11",
"1500000US150010215072","Block Group 2, Census Tract 215.07, Hawaii County, Hawaii","1450","547","1413","545","443","100","236","83","49","45","187","70","207","87","14","23","193","85","266","83","15","24","71","68","0","11","394","264","367","260","27","44","0","11","0","11","0","11","0","11","130","175","0","11","0","11","21","34","73","72","37","34",
"1500000US150010215073","Block Group 3, Census Tract 215.07, Hawaii County, Hawaii","4269","678","4266","678","1638","207","840","195","215","117","625","176","798","172","146","77","652","160","927","188","14","22","107","86","0","11","1077","318","932","278","40","65","105","99","137","197","128","100","0","11","0","11","57","91","79","83","0","11","102","87","3","4",
"1500000US150010215091","Block Group 1, Census Tract 215.09, Hawaii County, Hawaii","1972","314","1896","314","828","131","368","124","26","27","342","120","460","139","127","98","333","107","404","110","0","11","156","112","0","11","373","146","373","146","0","11","0","11","35","40","0","11","51","55","0","11","21","25","0","11","0","11","28","33","76","89",
"1500000US150010215092","Block Group 2, Census Tract 215.09, Hawaii County, Hawaii","2916","1063","2916","1063","979","151","554","137","101","99","453","117","425","126","115","65","310","116","536","138","21","35","33","34","51","56","478","282","442","288","36","40","0","11","287","339","0","11","42","46","0","11","198","278","176","156","0","11","115","89","0","11",
"1500000US150010215093","Block Group 3, Census Tract 215.09, Hawaii County, Hawaii","1967","673","1962","673","597","133","277","101","50","42","227","88","320","122","111","79","209","104","279","105","0","11","32","27","5","9","616","368","588","365","28","39","0","11","175","173","9","15","15","17","0","11","74","61","44","45","0","11","116","110","5","12",
"1500000US150010216011","Block Group 1, Census Tract 216.01, Hawaii County, Hawaii","1699","554","1689","554","526","141","259","117","18","28","241","114","267","138","16","24","251","137","326","125","0","11","66","69","31","37","314","180","314","180","0","11","0","11","144","151","93","118","19","31","0","11","42","49","15","23","0","11","113","124","10","12",
"1500000US150010216012","Block Group 2, Census Tract 216.01, Hawaii County, Hawaii","2255","597","1949","574","766","172","357","155","58","51","299","145","409","149","212","113","197","114","332","131","0","11","30","35","0","11","337","160","302","155","0","11","35","41","170","190","57","81","0","11","0","11","83","100","103","97","0","11","71","70","306","198",
"1500000US150010216013","Block Group 3, Census Tract 216.01, Hawaii County, Hawaii","1829","507","1829","507","646","116","278","101","32","38","246","99","368","131","75","56","293","127","455","118","0","11","82","91","0","11","564","322","564","322","0","11","0","11","22","34","0","11","21","35","0","11","0","11","16","27","0","11","23","37","0","11",
"1500000US150010216014","Block Group 4, Census Tract 216.01, Hawaii County, Hawaii","1360","628","1360","628","460","151","190","124","30","34","160","126","270","112","56","45","214","109","130","70","0","11","201","139","0","11","418","318","388","285","0","11","30","49","136","167","0","11","0","11","0","11","0","11","0","11","0","11","15","24","0","11",
"1500000US150010216015","Block Group 5, Census Tract 216.01, Hawaii County, Hawaii","2734","777","2489","771","914","205","570","190","171","124","399","147","344","158","87","81","257","138","364","141","0","11","160","128","15","24","397","248","381","242","0","11","16","25","0","11","38","63","17","27","0","11","0","11","259","218","0","11","325","237","245","64",
