"GEO_ID","NAME","B09019_001E","B09019_001M","B09019_002E","B09019_002M","B09019_003E","B09019_003M","B09019_004E","B09019_004M","B09019_005E","B09019_005M","B09019_006E","B09019_006M","B09019_007E","B09019_007M","B09019_008E","B09019_008M","B09019_009E","B09019_009M","B09019_010E","B09019_010M","B09019_011E","B09019_011M","B09019_012E","B09019_012M","B09019_013E","B09019_013M","B09019_014E","B09019_014M","B09019_015E","B09019_015M","B09019_016E","B09019_016M","B09019_017E","B09019_017M","B09019_018E","B09019_018M","B09019_019E","B09019_019M","B09019_020E","B09019_020M","B09019_021E","B09019_021M","B09019_022E","B09019_022M","B09019_023E","B09019_023M","B09019_024E","B09019_024M","B09019_025E","B09019_025M","B09019_026E","B09019_026M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!In households:","Margin of Error!!Total:!!In households:","Estimate!!Total:!!In households:!!Householder:","Margin of Error!!Total:!!In households:!!Householder:","Estimate!!Total:!!In households:!!Householder:!!Male:","Margin of Error!!Total:!!In households:!!Householder:!!Male:","Estimate!!Total:!!In households:!!Householder:!!Male:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Male:!!Not living alone","Estimate!!Total:!!In households:!!Householder:!!Female:","Margin of Error!!Total:!!In households:!!Householder:!!Female:","Estimate!!Total:!!In households:!!Householder:!!Female:!!Living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Living alone","Estimate!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Margin of Error!!Total:!!In households:!!Householder:!!Female:!!Not living alone","Estimate!!Total:!!In households:!!Opposite-sex spouse","Margin of Error!!Total:!!In households:!!Opposite-sex spouse","Estimate!!Total:!!In households:!!Same-sex spouse","Margin of Error!!Total:!!In households:!!Same-sex spouse","Estimate!!Total:!!In households:!!Opposite-sex unmarried partner","Margin of Error!!Total:!!In households:!!Opposite-sex unmarried partner","Estimate!!Total:!!In households:!!Same-sex unmarried partner","Margin of Error!!Total:!!In households:!!Same-sex unmarried partner","Estimate!!Total:!!In households:!!Child:","Margin of Error!!Total:!!In households:!!Child:","Estimate!!Total:!!In households:!!Child:!!Biological child","Margin of Error!!Total:!!In households:!!Child:!!Biological child","Estimate!!Total:!!In households:!!Child:!!Adopted child","Margin of Error!!Total:!!In households:!!Child:!!Adopted child","Estimate!!Total:!!In households:!!Child:!!Stepchild","Margin of Error!!Total:!!In households:!!Child:!!Stepchild","Estimate!!Total:!!In households:!!Grandchild","Margin of Error!!Total:!!In households:!!Grandchild","Estimate!!Total:!!In households:!!Brother or sister","Margin of Error!!Total:!!In households:!!Brother or sister","Estimate!!Total:!!In households:!!Parent","Margin of Error!!Total:!!In households:!!Parent","Estimate!!Total:!!In households:!!Parent-in-law","Margin of Error!!Total:!!In households:!!Parent-in-law","Estimate!!Total:!!In households:!!Son-in-law or daughter-in-law","Margin of Error!!Total:!!In households:!!Son-in-law or daughter-in-law","Estimate!!Total:!!In households:!!Other relatives","Margin of Error!!Total:!!In households:!!Other relatives","Estimate!!Total:!!In households:!!Foster child","Margin of Error!!Total:!!In households:!!Foster child","Estimate!!Total:!!In households:!!Other nonrelatives","Margin of Error!!Total:!!In households:!!Other nonrelatives","Estimate!!Total:!!In group quarters","Margin of Error!!Total:!!In group quarters",
"1500000US150030087013","Block Group 3, Census Tract 87.01, Honolulu County, Hawaii","1785","512","1709","491","336","61","159","58","9","16","150","60","177","56","18","19","159","56","188","61","0","11","0","11","0","11","488","166","480","167","8","13","0","11","107","99","67","32","37","37","37","36","104","67","130","138","0","11","215","105","76","117",
"1500000US150030087014","Block Group 4, Census Tract 87.01, Honolulu County, Hawaii","3459","816","3345","780","752","113","347","117","0","11","347","117","405","115","53","37","352","111","413","111","0","11","46","49","0","11","1085","332","1040","331","18","20","27","34","362","250","20","22","144","124","49","62","131","98","234","153","0","11","109","73","114","185",
"1500000US150030087021","Block Group 1, Census Tract 87.02, Honolulu County, Hawaii","3648","587","3557","586","1183","106","590","120","208","87","382","105","593","123","245","92","348","122","510","126","0","11","0","11","28","44","843","271","804","269","21","32","18","19","115","80","127","110","138","109","10","15","69","64","371","247","0","11","163","132","91","110",
"1500000US150030087022","Block Group 2, Census Tract 87.02, Honolulu County, Hawaii","1539","385","1511","381","419","97","276","93","95","64","181","75","143","66","29","36","114","61","179","60","0","11","53","49","9","14","422","172","422","172","0","11","0","11","110","106","21","22","59","49","29","26","15","24","97","108","0","11","98","71","28","42",
"1500000US150030087031","Block Group 1, Census Tract 87.03, Honolulu County, Hawaii","2602","681","2584","682","600","95","343","83","57","39","286","82","257","89","8","12","249","89","384","104","0","11","8","13","0","11","782","242","754","234","0","11","28","33","234","218","48","45","100","64","11","18","84","88","112","92","0","11","221","163","18","22",
"1500000US150030087032","Block Group 2, Census Tract 87.03, Honolulu County, Hawaii","1819","464","1819","464","440","99","262","94","8","12","254","94","178","79","22","21","156","77","237","80","0","11","36","43","19","30","559","218","559","218","0","11","0","11","41","66","65","43","58","40","24","37","35","42","242","131","0","11","63","63","0","11",
"1500000US150030087033","Block Group 3, Census Tract 87.03, Honolulu County, Hawaii","1002","532","1002","532","234","92","85","64","8","12","77","63","149","75","0","11","149","75","114","82","0","11","31","39","0","11","355","215","330","204","25","41","0","11","114","130","0","11","0","11","0","11","125","141","8","12","0","11","21","31","0","11",
"1500000US150030087034","Block Group 4, Census Tract 87.03, Honolulu County, Hawaii","1676","401","1617","396","392","85","198","80","21","20","177","76","194","71","22","33","172","71","167","82","0","11","18","31","11","16","570","206","508","206","0","11","62","73","103","83","52","62","32","39","0","11","11","17","142","92","0","11","119","99","59","31",
"1500000US150030088001","Block Group 1, Census Tract 88, Honolulu County, Hawaii","2023","897","1965","898","355","89","113","53","25","24","88","53","242","97","29","22","213","96","154","69","0","11","0","11","0","11","366","153","357","147","9","15","0","11","185","191","20","22","301","210","84","133","67","70","305","314","0","11","128","95","58","21",
"1500000US150030088002","Block Group 2, Census Tract 88, Honolulu County, Hawaii","2092","489","1796","492","327","75","172","65","0","11","172","65","155","73","37","41","118","61","202","59","0","11","43","44","0","11","333","109","326","109","7","11","0","11","260","192","92","51","59","52","21","25","61","62","254","173","0","11","144","105","296","202",
"1500000US150030088003","Block Group 3, Census Tract 88, Honolulu County, Hawaii","2956","911","2956","911","544","95","231","77","0","11","231","77","313","98","15","17","298","99","427","108","0","11","8","12","0","11","858","334","803","339","46","33","9","14","435","408","103","99","90","70","56","62","96","78","204","166","0","11","135","90","0","11",
"1500000US150030088004","Block Group 4, Census Tract 88, Honolulu County, Hawaii","1818","407","1634","396","325","79","167","72","23","37","144","67","158","69","11","17","147","70","256","89","0","11","8","13","0","11","477","159","465","156","0","11","12","20","118","102","62","44","80","50","0","11","54","37","72","59","0","11","182","203","184","183",
"1500000US150030089061","Block Group 1, Census Tract 89.06, Honolulu County, Hawaii","700","146","700","146","311","62","157","58","39","32","118","43","154","51","41","28","113","46","193","54","0","11","9","15","0","11","162","67","133","72","9","15","20","23","15","17","0","11","0","11","0","11","0","11","0","11","0","11","10","16","0","11",
"1500000US150030089062","Block Group 2, Census Tract 89.06, Honolulu County, Hawaii","862","193","862","193","251","51","126","47","0","11","126","47","125","47","18","23","107","42","193","63","8","12","0","11","0","11","303","120","292","122","0","11","11","13","42","64","0","11","37","42","12","19","8","14","8","14","0","11","0","11","0","11",
"1500000US150030089063","Block Group 3, Census Tract 89.06, Honolulu County, Hawaii","2137","432","2137","432","710","86","425","98","104","70","321","86","285","90","41","29","244","86","435","100","0","11","32","27","0","11","616","283","577","271","0","11","39","45","21","31","64","56","105","115","30","29","0","11","83","68","0","11","41","29","0","11",
"1500000US150030089071","Block Group 1, Census Tract 89.07, Honolulu County, Hawaii","1323","265","1323","265","413","62","150","44","27","18","123","40","263","65","26","30","237","62","217","55","0","11","11","14","0","11","440","94","440","94","0","11","0","11","90","74","0","11","9","14","0","11","9","16","9","13","0","11","125","114","0","11",
"1500000US150030089072","Block Group 2, Census Tract 89.07, Honolulu County, Hawaii","1244","241","1244","241","323","56","179","55","27","22","152","52","144","45","7","12","137","44","229","53","0","11","0","11","0","11","455","131","365","119","31","35","59","40","131","78","5","2","9","13","8","12","24","29","45","29","0","11","15","12","0","11",
"1500000US150030089073","Block Group 3, Census Tract 89.07, Honolulu County, Hawaii","958","267","958","267","320","70","118","68","64","53","54","44","202","73","52","39","150","70","108","57","0","11","9","14","0","11","364","165","364","165","0","11","0","11","21","22","36","47","60","88","0","11","0","11","40","50","0","11","0","11","0","11",
"1500000US150030089074","Block Group 4, Census Tract 89.07, Honolulu County, Hawaii","880","316","880","316","221","46","106","48","12","14","94","49","115","40","15","16","100","42","176","55","7","11","0","11","0","11","319","140","319","140","0","11","0","11","31","35","17","27","8","13","51","66","5","10","0","11","9","13","36","36","0","11",
"1500000US150030089081","Block Group 1, Census Tract 89.08, Honolulu County, Hawaii","2089","355","2089","355","591","72","429","77","71","57","358","70","162","57","8","13","154","55","453","79","0","11","0","11","0","11","841","248","786","247","44","32","11","18","99","52","11","17","21","32","10","16","10","15","21","23","0","11","32","25","0","11",
"1500000US150030089082","Block Group 2, Census Tract 89.08, Honolulu County, Hawaii","1338","351","1338","351","419","73","268","79","42","44","226","73","151","61","24","39","127","61","225","62","7","12","61","61","0","11","404","197","361","154","0","11","43","68","76","58","10","15","50","51","0","11","23","26","0","11","0","11","63","62","0","11",
"1500000US150030089083","Block Group 3, Census Tract 89.08, Honolulu County, Hawaii","2292","369","2292","369","756","82","447","92","111","72","336","82","309","74","23","24","286","71","469","89","0","11","0","11","0","11","557","139","549","138","0","11","8","13","104","66","10","15","74","65","9","14","38","29","23","26","0","11","252","319","0","11",
"1500000US150030089091","Block Group 1, Census Tract 89.09, Honolulu County, Hawaii","2798","315","2798","315","927","59","534","106","69","48","465","103","393","94","82","56","311","89","561","84","9","13","49","29","0","11","795","213","756","213","19","21","20","22","105","76","24","26","117","77","35","55","60","52","78","73","0","11","38","34","0","11",
"1500000US150030089092","Block Group 2, Census Tract 89.09, Honolulu County, Hawaii","1061","224","1061","224","323","52","186","48","18","20","168","50","137","52","9","14","128","50","208","54","0","11","56","40","0","11","320","127","309","126","11","17","0","11","68","37","10","15","10","16","0","11","10","15","0","11","0","11","56","72","0","11",
"1500000US150030089121","Block Group 1, Census Tract 89.12, Honolulu County, Hawaii","2955","483","2723","445","490","19","215","55","40","34","175","54","275","54","13","21","262","55","330","54","13","20","34","24","4","6","541","113","525","115","5","8","11","11","199","101","181","130","160","79","0","11","85","48","473","207","0","11","213","132","232","154",
"1500000US150030089131","Block Group 1, Census Tract 89.13, Honolulu County, Hawaii","2407","515","2278","509","450","61","198","51","13","14","185","50","252","63","37","24","215","62","273","68","6","9","12","13","0","11","714","214","695","213","5","9","14","15","182","116","67","64","117","57","34","34","31","24","166","114","0","11","226","149","129","42",
"1500000US150030089132","Block Group 2, Census Tract 89.13, Honolulu County, Hawaii","1699","551","1699","551","334","54","189","60","20","18","169","59","145","49","17","16","128","47","139","49","0","11","23","27","13","14","375","172","375","172","0","11","0","11","66","46","104","75","68","42","3","6","73","55","370","240","6","10","125","79","0","11",
"1500000US150030089141","Block Group 1, Census Tract 89.14, Honolulu County, Hawaii","3775","669","3618","674","747","103","221","86","0","11","221","86","526","104","17","19","509","104","292","90","0","11","88","71","0","11","1180","320","1141","320","39","38","0","11","276","162","186","113","144","97","9","13","84","55","293","240","0","11","319","189","157","76",
"1500000US150030089142","Block Group 2, Census Tract 89.14, Honolulu County, Hawaii","2155","467","2155","467","464","86","248","67","41","31","207","65","216","73","22","20","194","71","256","80","0","11","56","46","0","11","793","247","749","238","10","16","34","42","82","78","19","20","69","52","57","56","88","67","163","139","0","11","108","95","0","11",
"1500000US150030089151","Block Group 1, Census Tract 89.15, Honolulu County, Hawaii","2831","441","2831","441","770","108","364","116","75","67","289","101","406","95","26","23","380","97","467","98","1","19","0","11","9","14","814","184","774","173","21","23","19","30","324","172","107","75","79","63","18","26","58","44","73","54","0","11","111","47","0","11",
"1500000US150030089152","Block Group 2, Census Tract 89.15, Honolulu County, Hawaii","2620","471","2620","471","1057","129","522","139","164","77","358","129","535","114","200","77","335","96","518","140","8","12","78","56","0","11","762","239","696","228","0","11","66","55","55","82","10","15","25","21","0","11","12","19","44","41","0","11","51","45","0","11",
"1500000US150030089171","Block Group 1, Census Tract 89.17, Honolulu County, Hawaii","2210","312","2210","312","690","68","386","89","56","53","330","81","304","71","17","18","287","71","501","81","0","11","8","13","0","11","722","191","618","165","19","21","85","89","103","85","42","51","56","63","0","11","34","31","13","21","0","11","41","51","0","11",
"1500000US150030089172","Block Group 2, Census Tract 89.17, Honolulu County, Hawaii","2401","311","2401","311","793","80","475","90","80","54","395","82","318","74","86","42","232","73","428","88","0","11","36","31","0","11","841","198","750","194","38","36","53","36","117","58","47","61","0","11","12","18","66","37","11","19","0","11","50","43","0","11",
"1500000US150030089181","Block Group 1, Census Tract 89.18, Honolulu County, Hawaii","2029","326","2029","326","740","80","406","103","39","51","367","95","334","81","112","42","222","78","419","106","0","11","68","60","0","11","553","162","536","160","17","20","0","11","91","108","21","23","32","33","20","31","0","11","23","25","0","11","62","46","0","11",
"1500000US150030089182","Block Group 2, Census Tract 89.18, Honolulu County, Hawaii","608","191","608","191","169","45","103","45","7","12","96","45","66","28","7","12","59","28","129","51","0","11","0","11","8","13","222","75","212","76","0","11","10","15","21","33","0","11","0","11","0","11","13","20","25","40","0","11","21","32","0","11",
"1500000US150030089183","Block Group 3, Census Tract 89.18, Honolulu County, Hawaii","899","295","899","295","277","65","157","63","43","40","114","51","120","50","48","33","72","45","135","69","0","11","0","11","0","11","186","113","159","108","27","44","0","11","61","54","76","65","98","103","0","11","0","11","17","19","0","11","49","63","0","11",
"1500000US150030089184","Block Group 4, Census Tract 89.18, Honolulu County, Hawaii","1733","325","1733","325","515","67","294","58","26","15","268","56","221","87","24","22","197","88","308","59","0","11","46","48","8","13","559","203","538","202","21","24","0","11","63","48","34","33","11","16","0","11","34","31","20","22","0","11","135","129","0","11",
"1500000US150030089201","Block Group 1, Census Tract 89.20, Honolulu County, Hawaii","1718","406","1718","406","565","99","204","80","46","48","158","66","361","103","59","49","302","98","272","94","11","18","42","58","0","11","623","180","606","179","9","14","8","14","67","91","20","24","50","52","0","11","33","53","25","31","0","11","10","16","0","11",
"1500000US150030089202","Block Group 2, Census Tract 89.20, Honolulu County, Hawaii","863","191","863","191","338","58","154","56","25","19","129","55","184","63","33","26","151","62","202","63","0","11","9","15","0","11","214","87","194","83","0","11","20","22","20","23","0","11","0","11","0","11","15","24","36","56","9","15","20","22","0","11",
"1500000US150030089203","Block Group 3, Census Tract 89.20, Honolulu County, Hawaii","639","303","623","302","227","62","122","57","26","24","96","54","105","52","10","14","95","50","103","56","0","11","20","23","0","11","171","112","142","108","29","32","0","11","0","11","0","11","0","11","0","11","0","11","68","108","0","11","34","38","16","11",
"1500000US150030089204","Block Group 4, Census Tract 89.20, Honolulu County, Hawaii","1176","332","1176","332","359","65","169","54","45","31","124","50","190","61","48","37","142","51","164","53","0","11","17","18","0","11","227","84","208","77","19","29","0","11","167","158","19","22","16","24","23","25","85","56","99","97","0","11","0","11","0","11",
"1500000US150030089211","Block Group 1, Census Tract 89.21, Honolulu County, Hawaii","2626","250","2531","245","551","33","218","66","20","18","198","64","333","64","9","10","324","64","363","54","0","11","13","12","0","11","784","142","741","155","6","12","37","44","226","105","65","54","165","96","5","9","136","79","121","88","0","11","102","46","95","61",
"1500000US150030089221","Block Group 1, Census Tract 89.22, Honolulu County, Hawaii","1704","455","1704","455","750","162","482","157","43","40","439","156","268","94","77","52","191","98","437","156","0","11","115","91","0","11","292","157","292","157","0","11","0","11","0","11","15","23","0","11","0","11","0","11","62","79","0","11","33","37","0","11",
"1500000US150030089222","Block Group 2, Census Tract 89.22, Honolulu County, Hawaii","1724","444","1724","444","638","135","349","145","23","26","326","148","289","89","124","82","165","67","326","126","0","11","76","83","0","11","573","238","530","229","0","11","43","69","17","27","0","11","24","29","16","26","0","11","0","11","0","11","54","86","0","11",
"1500000US150030089223","Block Group 3, Census Tract 89.22, Honolulu County, Hawaii","1984","593","1984","593","572","111","194","74","24","27","170","71","378","131","27","31","351","131","379","127","0","11","44","41","0","11","648","256","648","256","0","11","0","11","32","36","0","11","104","105","18","27","70","111","57","92","0","11","60","91","0","11",
"1500000US150030089224","Block Group 4, Census Tract 89.22, Honolulu County, Hawaii","2030","344","2030","344","805","127","436","122","97","52","339","110","369","126","52","41","317","124","559","134","0","11","26","29","0","11","504","176","504","176","0","11","0","11","0","11","18","28","19","30","51","62","0","11","0","11","0","11","48","45","0","11",
"1500000US150030089231","Block Group 1, Census Tract 89.23, Honolulu County, Hawaii","3109","295","3109","295","1210","101","623","135","118","77","505","118","587","114","206","75","381","89","498","90","12","18","180","101","9","15","867","180","849","180","7","10","11","17","50","42","133","102","44","54","10","16","7","11","69","55","0","11","20","22","0","11",
"1500000US150030089232","Block Group 2, Census Tract 89.23, Honolulu County, Hawaii","873","215","873","215","337","69","197","64","38","29","159","64","140","65","28","27","112","60","209","62","0","11","11","16","0","11","153","69","132","67","12","19","9","15","6","10","11","16","12","18","20","31","0","11","24","34","0","11","90","126","0","11",
"1500000US150030089233","Block Group 3, Census Tract 89.23, Honolulu County, Hawaii","645","142","645","142","205","38","86","36","0","11","86","36","119","42","16","20","103","40","120","37","0","11","9","13","0","11","191","67","178","66","0","11","13","20","70","53","11","17","19","21","0","11","11","17","0","11","0","11","9","14","0","11",
"1500000US150030089241","Block Group 1, Census Tract 89.24, Honolulu County, Hawaii","3364","668","3364","668","918","132","427","102","12","20","415","102","491","150","65","55","426","143","746","148","13","22","12","21","0","11","1025","338","1008","338","0","11","17","28","193","251","73","94","134","156","0","11","101","104","92","95","0","11","57","51","0","11",
"1500000US150030089242","Block Group 2, Census Tract 89.24, Honolulu County, Hawaii","2033","561","2033","561","504","117","303","117","51","81","252","105","201","104","0","11","201","104","400","128","0","11","0","11","0","11","931","292","866","278","37","57","28","46","0","11","26","40","16","25","122","200","0","11","0","11","0","11","34","39","0","11",
"1500000US150030089243","Block Group 3, Census Tract 89.24, Honolulu County, Hawaii","2077","818","2077","818","571","122","302","96","52","54","250","92","269","128","101","95","168","104","354","120","0","11","13","20","0","11","380","208","380","208","0","11","0","11","358","404","95","150","0","11","55","50","116","112","76","92","0","11","59","71","0","11",
"1500000US150030089251","Block Group 1, Census Tract 89.25, Honolulu County, Hawaii","3419","549","3419","549","1017","110","518","109","74","51","444","106","499","114","101","46","398","108","679","108","0","11","63","41","26","43","863","212","835","210","0","11","28","45","183","154","43","52","86","64","20","23","137","97","184","146","9","14","109","80","0","11",
"1500000US150030089252","Block Group 2, Census Tract 89.25, Honolulu County, Hawaii","1943","532","1943","532","450","103","153","73","0","11","153","73","297","97","0","11","297","97","328","99","0","11","0","11","0","11","682","308","651","303","10","16","21","24","33","30","53","58","76","65","43","40","33","30","121","89","0","11","124","82","0","11",
"1500000US150030089253","Block Group 3, Census Tract 89.25, Honolulu County, Hawaii","1729","562","1729","562","403","95","180","85","10","15","170","83","223","82","9","14","214","83","260","91","0","11","28","46","8","13","482","151","482","151","0","11","0","11","41","46","120","137","161","118","17","29","10","17","189","146","10","15","0","11","0","11",
"1500000US150030089261","Block Group 1, Census Tract 89.26, Honolulu County, Hawaii","1654","170","1654","170","714","52","411","75","115","48","296","76","303","67","76","39","227","58","430","67","3","4","10","11","0","11","417","106","372","97","22","34","23","32","2","1","5","7","11","17","0","11","6","9","0","11","0","11","56","39","0","11",
"1500000US150030089271","Block Group 1, Census Tract 89.27, Honolulu County, Hawaii","4920","363","4920","363","1608","39","894","107","107","53","787","114","714","104","141","68","573","98","1013","125","14","22","91","57","0","11","1768","233","1733","222","9","15","26","32","184","219","0","11","50","40","22","23","46","44","14","22","0","11","110","74","0","11",
"1500000US150030089281","Block Group 1, Census Tract 89.28, Honolulu County, Hawaii","3898","214","3898","214","1152","27","620","101","66","35","554","102","532","97","18","21","514","97","853","80","0","11","37","23","10","15","1668","184","1567","192","68","60","33","29","20","17","20","24","47","63","0","11","0","11","0","11","0","11","91","73","0","11",
"1500000US150030089291","Block Group 1, Census Tract 89.29, Honolulu County, Hawaii","1794","348","1780","348","901","152","369","98","137","70","232","76","532","148","307","120","225","112","345","93","0","11","0","11","0","11","410","169","397","173","13","19","0","11","0","11","0","11","40","42","17","27","0","11","0","11","0","11","67","105","14","9",
"1500000US150030089292","Block Group 2, Census Tract 89.29, Honolulu County, Hawaii","2537","441","2537","441","1027","134","646","148","242","134","404","135","381","127","57","46","324","119","521","149","0","11","53","43","0","11","783","280","676","264","67","68","40","46","16","25","24","37","39","43","15","25","0","11","13","21","0","11","46","62","0","11",
"1500000US150030089301","Block Group 1, Census Tract 89.30, Honolulu County, Hawaii","2207","187","2207","187","773","48","478","61","25","15","453","58","295","58","69","33","226","56","648","52","0","11","6","11","0","11","630","113","600","113","9","10","21","18","68","36","0","11","24","25","8","11","30","21","0","11","0","11","20","20","0","11",
"1500000US150030089311","Block Group 1, Census Tract 89.31, Honolulu County, Hawaii","3080","220","3080","220","786","43","471","60","26","27","445","61","315","63","22","17","293","60","673","54","0","11","10","12","0","11","1380","145","1328","140","12","13","40","30","108","79","0","11","4","6","33","26","19","18","34","34","0","11","33","34","0","11",
"1500000US150030089312","Block Group 2, Census Tract 89.31, Honolulu County, Hawaii","435","156","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","435","156",
"1500000US150030090001","Block Group 1, Census Tract 90, Honolulu County, Hawaii","2331","325","2288","323","838","92","580","92","51","37","529","90","258","68","65","58","193","51","572","80","7","11","23","19","0","11","777","174","717","150","15","20","45","35","0","11","3","5","2","3","11","17","0","11","31","40","0","11","24","23","43","36",
"1500000US150030091001","Block Group 1, Census Tract 91, Honolulu County, Hawaii","3122","431","3085","434","772","72","372","83","95","45","277","73","400","81","107","50","293","71","350","69","0","11","62","40","4","9","829","167","799","164","7","13","23","27","268","168","156","73","124","63","12","17","90","54","309","117","0","11","109","70","37","53",
"1500000US150030091002","Block Group 2, Census Tract 91, Honolulu County, Hawaii","1684","320","1425","309","363","67","253","61","0","11","253","61","110","45","34","38","76","33","267","67","0","11","0","11","0","11","459","132","453","131","0","11","6","9","75","66","54","44","26","22","23","20","29","25","22","20","0","11","107","70","259","84",
"1500000US150030092001","Block Group 1, Census Tract 92, Honolulu County, Hawaii","2708","701","2698","703","854","175","517","167","57","75","460","172","337","140","167","137","170","85","413","149","0","11","37","37","0","11","744","318","623","298","48","52","73","76","191","113","31","34","11","21","0","11","118","110","129","129","0","11","170","188","10","30",
"1500000US150030092002","Block Group 2, Census Tract 92, Honolulu County, Hawaii","2825","712","2820","712","835","150","370","131","8","13","362","135","465","115","37","33","428","115","531","157","5","17","12","19","0","11","1187","441","1152","442","0","11","35","56","70","67","8","18","15","24","0","11","42","44","38","54","0","11","77","94","5","3",
"1500000US150030092003","Block Group 3, Census Tract 92, Honolulu County, Hawaii","2082","561","2082","561","698","167","207","112","13","20","194","112","491","179","44","39","447","176","481","168","0","11","0","11","0","11","707","270","696","264","0","11","11","19","66","75","19","33","70","110","19","33","0","11","0","11","0","11","22","37","0","11",
"1500000US150030093001","Block Group 1, Census Tract 93, Honolulu County, Hawaii","1398","293","1382","294","588","91","254","96","47","32","207","90","334","116","150","87","184","89","202","82","0","11","8","13","8","12","386","139","360","133","18","28","8","12","6","15","75","102","9","13","0","11","20","27","31","27","0","11","49","69","16","27",
"1500000US150030093002","Block Group 2, Census Tract 93, Honolulu County, Hawaii","339","138","339","138","199","74","152","78","96","72","56","54","47","28","25","20","22","18","60","53","0","11","10","15","0","11","30","38","30","38","0","11","0","11","0","11","0","11","7","12","7","14","0","11","7","12","0","11","19","23","0","11",
"1500000US150030093003","Block Group 3, Census Tract 93, Honolulu County, Hawaii","1633","449","1633","449","366","74","188","65","27","25","161","60","178","67","40","48","138","59","239","69","0","11","0","11","0","11","500","187","476","183","0","11","24","36","0","11","120","117","45","44","12","19","17","19","291","289","0","11","43","40","0","11",
"1500000US150030093004","Block Group 4, Census Tract 93, Honolulu County, Hawaii","1163","376","1063","365","417","100","173","94","59","53","114","80","244","94","115","76","129","69","54","44","0","11","16","22","29","46","325","233","325","233","0","11","0","11","100","117","16","24","0","11","0","11","0","11","8","13","0","11","98","158","100","77",
"1500000US150030094001","Block Group 1, Census Tract 94, Honolulu County, Hawaii","1039","334","1039","334","387","97","193","90","37","43","156","79","194","60","55","36","139","57","111","50","0","11","54","56","7","11","276","161","248","132","0","11","28","34","18","28","50","51","35","25","0","11","0","11","75","81","0","11","26","26","0","11",
"1500000US150030094002","Block Group 2, Census Tract 94, Honolulu County, Hawaii","1272","278","1272","278","553","85","274","83","132","61","142","63","279","77","131","59","148","54","129","54","0","11","14","17","6","10","335","152","319","153","7","11","9","13","49","48","72","105","46","54","8","12","22","36","8","13","0","11","30","29","0","11",
"1500000US150030094003","Block Group 3, Census Tract 94, Honolulu County, Hawaii","1054","309","1043","309","362","93","100","46","42","34","58","33","262","99","93","75","169","69","113","57","0","11","33","28","13","19","345","173","345","173","0","11","0","11","54","47","11","18","26","23","0","11","31","27","42","43","0","11","13","19","11","6",
"1500000US150030094004","Block Group 4, Census Tract 94, Honolulu County, Hawaii","1625","539","1602","546","446","105","199","86","65","54","134","76","247","93","40","27","207","92","169","90","0","11","98","77","0","11","636","295","627","295","0","11","9","15","164","182","43","67","0","11","0","11","33","52","0","11","0","11","13","22","23","18",
"1500000US150030095011","Block Group 1, Census Tract 95.01, Honolulu County, Hawaii","2137","531","2137","531","545","131","325","100","0","11","325","100","220","135","0","11","220","135","546","157","0","11","0","11","0","11","953","293","828","302","34","35","91","69","59","69","17","30","0","11","17","28","0","11","0","11","0","11","0","11","0","11",
"1500000US150030095012","Block Group 2, Census Tract 95.01, Honolulu County, Hawaii","3957","514","3957","514","1127","141","785","138","0","11","785","138","342","134","48","58","294","119","921","142","51","51","0","11","0","11","1763","301","1540","296","12","20","211","106","0","11","14","22","32","53","0","11","0","11","49","63","0","11","0","11","0","11",
"1500000US150030095021","Block Group 1, Census Tract 95.02, Honolulu County, Hawaii","978","483","978","483","310","114","276","112","26","31","250","106","34","35","0","11","34","35","256","95","0","11","0","11","0","11","412","312","344","298","0","11","68","60","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11",
"1500000US150030095022","Block Group 2, Census Tract 95.02, Honolulu County, Hawaii","3679","458","3679","458","1011","126","655","132","13","22","642","132","356","100","9","14","347","100","886","122","10","16","0","11","0","11","1669","261","1474","226","9","14","186","107","0","11","0","11","0","11","0","11","0","11","46","47","27","37","30","32","0","11",
"1500000US150030095031","Block Group 1, Census Tract 95.03, Honolulu County, Hawaii","4124","562","1275","178","307","35","189","72","28","39","161","60","118","68","4","7","114","65","268","47","0","11","6","11","0","11","675","141","647","154","0","11","28","43","0","11","0","11","0","11","19","24","0","11","0","11","0","11","0","11","2849","505",
"1500000US150030095041","Block Group 1, Census Tract 95.04, Honolulu County, Hawaii","1188","142","1188","142","385","43","247","54","54","40","193","49","138","42","12","14","126","38","323","45","0","11","7","10","0","11","454","93","443","92","7","12","4","8","2","6","0","11","11","12","0","11","0","11","0","11","0","11","6","9","0","11",
