objectid,totloss,st_areashape,st_perimetershape
368,1223.72781504,9791.45150413063,395.807054088503
369,357.59975009,9791.38739432954,395.805758307371
370,49.40194145,9791.36250066973,395.805255158198
371,125.98165303,9791.20427318539,395.802057057788
372,1012.24516232,9791.16471657941,395.801257533779
373,2742.16563163,9791.13982320459,395.800754384467
374,2096.76504168,9791.11015569708,395.80015473887
375,1038.4346123,9791.08048829355,395.799555094162
376,452.70583831,9791.05116187391,395.798962340811
377,2514.12726314,9791.02115374988,395.798355807649
378,4620.81049183,9790.99114567586,395.797749274669
379,2503.80567446,9790.95704526669,395.797060024953
380,40.01711969,9796.22247897274,395.903472659201
381,53.67812982,9796.19757927503,395.902969512077
382,37.2926418,9796.15801244247,395.902169985414
383,0.84547356,9796.09866255329,395.90097069966
384,3.67181907,9791.5660837823,395.809369950481
385,22.40466336,9791.54153084954,395.808873692395
386,18.97372206,9791.44297857039,395.806881770867
387,257.11887306,9791.41808478794,395.806378620465
388,1001.7301244,9791.38807609392,395.805772087248
389,217.91195528,9791.02729162865,395.798479868465
390,3746.70340291,9790.98773529693,395.797680342975
391,897.37993473,9790.96795701815,395.797280577242
392,20.39780855,9796.25283613912,395.904086084439
393,70.71691131,9796.21838552286,395.903389943211
394,5713.97942376,9791.41910764648,395.806399294483
395,2239.02782768,9791.38943972396,395.805799648847
396,579.691784,9790.98364302442,395.797597628423
397,3163.78991974,9790.96386493801,395.797197866595
398,367.31657304,9790.93419770367,395.79659822113
399,28.76339346,9796.23919179304,395.903810374147
400,42.66273947,9791.44945734492,395.807012719076
401,1311.98739654,9791.42013045974,395.806419967382
402,955.85140201,9791.3908035801,395.805827215014
403,2499.88617113,9790.9601136431,395.797122044135
404,62.32831726,9790.92567237552,395.79642590358
405,42.22432862,9796.25522299824,395.904134315496
406,10.09183863,9791.42115326537,395.806440640329
407,24.03842445,9791.38671125312,395.805744501137
408,2.96742402,9790.99591867174,395.797845748089
409,3184.95096945,9790.96591057454,395.797239213758
410,66.8964334,9796.28114562495,395.904658131423
411,63.91398893,9796.25147048036,395.904058488576
412,100.81548886,9791.05116109263,395.798962324981
413,51.03883373,9791.01637876144,395.79825929413
414,89.90613037,9790.99182646977,395.79776303507
415,2891.48355471,9790.95704428804,395.79706000511
416,31.73238324,9796.31661938264,395.905374944889
417,60.41834551,9796.28182784804,395.904671917027
418,271.01262037,9791.05729888618,395.79908638381
419,62.21043551,9791.02251671919,395.798383356421
420,16.10725537,9790.99796461354,395.797887101355
421,3190.19688496,9790.96318231971,395.797184069271
422,485.62562244,9790.93863020013,395.79668781242
423,48.03362674,9796.37221779479,395.906498411881
424,116.01046828,9796.34731791792,395.90599526506
425,153.35733558,9796.31286722796,395.905299125545
426,2542.27160199,9790.96420521723,395.797204744559
427,2887.2001534,9790.92976417019,395.796508608607
428,126.63685095,9790.87520409841,395.795405816722
429,18.16833325,9796.44248359021,395.90791825555
430,141.20199352,9796.41280820062,395.907318612993
431,101.33954162,9796.38313272125,395.906718967511
432,16.45330878,9796.34356567482,395.905919444099
433,409.7036015,9790.97000225738,395.797321916354
434,2009.2716341,9790.93556120852,395.7966257808
435,2229.86645024,9790.90112008493,395.795929642333
436,4572.35614137,9790.87622703775,395.795426492847
437,1098.86520667,9790.84178592389,395.794730352568
438,0.04518227,9796.49774138611,395.909034832785
439,146.47967289,9796.4680658244,395.908435188291
440,123.83210716,9796.44316572222,395.907932039301
441,6.1060108,9796.40393952991,395.907139405996
442,185.52866751,9790.90725809558,395.796053706424
443,3695.6617973,9790.87247608967,395.795350677133
444,3428.27922281,9790.83769418504,395.794647648259
445,292.46647933,9790.80802720651,395.794048004053
446,0,9796.56323222569,395.910358181863
447,121.85338625,9796.52878127921,395.909662044914
448,188.37096852,9796.50388113651,395.909158896664
449,27.81625622,9796.46943015208,395.908462756941
450,623.29838216,9790.8687252905,395.795274864037
451,4292.65744319,9790.84860619075,395.794868207132
452,3198.28937579,9790.81893928615,395.794268564755
453,64.56736306,9796.59393130961,395.910978505262
454,141.51871863,9796.56459662337,395.910385751693
455,38.58976907,9796.52980462512,395.909682723284
456,3296.363759,9790.83974038081,395.794689007094
457,3184.38208158,9790.81518850252,395.79419275184
458,0,9796.6890984159,395.912901500703
459,117.88689199,9796.65464717412,395.912205362484
460,154.55166997,9796.62019590657,395.911509222144
461,67.33742934,9796.59017913257,395.910902686768
462,1654.32700207,9790.83598964219,395.794613195272
463,3566.38569026,9790.81621171578,395.794213433664
464,152.51170037,9796.68022979202,395.912722297128
465,55.70760172,9796.65567047844,395.912226039781
466,8.89869349,9796.63042897684,395.911715996989
467,2235.44944554,9790.81723498222,395.794234116359
468,78.36594668,9790.79234191795,395.793730964423
469,0,9796.80984880426,395.915341431724
470,61.32278341,9796.77539745643,395.91464529535
471,69.19932659,9796.75083808368,395.914149039142
472,177.79512632,9796.72116210566,395.913549394083
473,34.32775721,9796.68602861535,395.912839470919
474,71.6874893,9790.80836924336,395.79405491742
475,356.35344144,9796.80609687881,395.915265618972
476,392.51385137,9796.78119634476,395.914762469861
477,47.86741186,9790.81450781713,395.794178993481
478,0,9796.87158913416,395.916588975754
479,114.44370362,9796.84702970588,395.916092720887
480,135.52791619,9796.81223699656,395.915389688244
481,5.6535393,9790.81041598988,395.794096287348
482,98.82132096,9796.86749611111,395.916506271029
483,63.90369845,9796.84293660388,395.916010014386
484,5.97686967,9790.8213284848,395.794316856365
485,68.04667971,9796.93298857751,395.917829627929
486,169.69482647,9796.90842900028,395.917333371607
487,45.87487276,9796.87363630439,395.916630341439
488,0.81109742,9790.81757807617,395.794241051268
489,3.00633816,9790.77802229336,395.793441528311
490,41.64687767,9796.96368859779,395.918449958592
491,39.34469704,9796.92889570977,395.917746926601
492,0,9790.81860156997,395.794261738556
493,26.77840846,9796.99472977324,395.919077181717
494,66.01653846,9796.96982892789,395.918574031235
495,27.79908268,9790.814509988,395.794179037398
496,10.64177381,9797.0598815684,395.920393646418
497,79.99391991,9797.02986395038,395.919787107548
498,27.12616583,9797.00052895521,395.919194360823
499,0.99114463,9790.82064892441,395.79430312075
500,15.6406415,9797.11036603211,395.921413738375
501,84.2043338,9797.09058186785,395.921013978654
502,83.52572119,9797.06090542613,395.920414334672
503,0.51688777,9797.03122912654,395.919814692451
504,79.2540774,9790.85645449966,395.795026841109
505,113.52667432,9790.81655732216,395.79422041919
506,0,9797.25022191305,395.924239660429
507,24.24374771,9797.2154284932,395.923536627895
508,82.50991463,9797.18575181883,395.922936982984
509,133.18004796,9797.15573403482,395.922330444505
510,81.77320846,9797.12639879253,395.921737696746
511,98.09021178,9790.82269631593,395.794344503688
512,22.81603711,9797.27068884615,395.924653212727
513,92.95098902,9797.24612898923,395.92415695923
514,47.51781726,9797.21133566333,395.923453928526
515,0.09914215,9797.18200040051,395.922861181882
516,34.59491372,9790.81894605128,395.794268701532
517,34.37719825,9797.30173101851,395.925280446218
518,76.46906461,9797.27205426361,395.924680802167
519,66.23100916,9790.81996996482,395.794289397304
520,8.03061587,9797.33720705164,395.925997268375
521,58.92010844,9797.30275485069,395.925301133498
522,30.74063353,9790.85066070768,395.794909734022
523,7.65387903,9790.82576765497,395.794406583178
524,40.63179722,9797.36824945082,395.926624504165
525,86.28051833,9797.33345570885,395.925921469435
526,9.79225146,9797.30855438531,395.925418317915
527,111.5139073,9790.8516847094,395.794930431746
528,9.45974251,9797.39895031919,395.927244838185
529,66.91025971,9797.36927347013,395.92664519536
530,5.63325479,9797.3443720553,395.926142042837
531,12.96508307,9790.84793465339,395.79485463369
532,67.52891408,9797.43442686606,395.927961667191
533,42.09596083,9797.39485755219,395.92716214086
534,61.27039939,9797.36552214703,395.926569396893
535,223.92863603,9790.8438436959,395.794771945278
536,80.70944498,9797.42555876612,395.92778248097
537,707.57881058,9790.85509796468,395.794999422119
538,356.7955826,9790.83020474223,395.794496267855
539,28.38130097,9797.43169976992,395.927906564374
540,49.15527152,9797.40713959056,395.927410308366
541,1.11167712,9790.85612207112,395.795020121752
542,522.27334455,9790.82133997757,395.794317088776
543,163.60926266,9790.80156199089,395.793917325549
544,102.66464479,9797.42760724452,395.927823871918
545,18.30647781,9797.40304725624,395.927327619892
546,5.11930522,9790.82236411583,395.794337789191
547,612.91311543,9790.79781249517,395.793841538803
548,3.67063599,9790.76303036188,395.793138502729
549,68.94699418,9797.46342538133,395.928547601903
550,37.82378339,9797.43374844227,395.927947959229
551,6.81737696,9790.76882830703,395.793255694172
552,72.51553417,9797.49924359549,395.929271332151
553,51.66652485,9797.4596743427,395.928471809699
554,8.01691201,9790.77019404317,395.793283299213
555,0.45865539,9790.73063830145,395.792483775151
556,97.0825286,9797.89630718121,395.937294170402
557,62.88370726,9797.86151254636,395.936591136499
558,56.12785521,9797.83695195095,395.93609488312
559,37.02205812,9797.80215751006,395.935391851007
560,71.10011819,9797.6735555579,395.932793399305
561,72.4436055,9797.64387821489,395.9321937549
562,37.46289597,9797.61385956588,395.931587213124
563,9.52919646,9797.58929932495,395.931090960585
564,0.05111149,9797.55484671316,395.930394826592
565,6.84054354,9797.52482824999,395.929788285916
566,110.53112804,9797.49037580404,395.929092152755
567,0.30793376,9790.76610305302,395.793200609735
568,4.07723388,9790.74155153237,395.792704359944
569,0.4302105,9790.7067695299,395.792001324695
570,116.95257255,9798.13475404104,395.942112012371
571,11.92494949,9798.07539817974,395.940912726932
572,7.42298687,9798.04572045092,395.940313086777
573,29.84987716,9797.96146242552,395.9386106442
574,146.09676451,9797.92189224911,395.937811122146
575,30.92316327,9797.89221465816,395.937211480027
576,0.85948815,9797.85742012363,395.936508448082
577,29.24151883,9797.79806500701,395.935309160717
578,103.05421339,9797.76872911185,395.934716419045
579,112.50821373,9797.7438270417,395.934213263767
580,274.54719732,9797.70425730528,395.933413741421
581,107.05103658,9797.67935550123,395.932910589786
582,0.00961789,9797.59032380139,395.931111660782
583,104.01213625,9797.55109587302,395.930319038601
584,79.94702691,9797.5309695869,395.929912375297
585,16.90447858,9797.49140018835,395.929112851194
586,1.45122782,9790.69790500441,395.79182214922
587,0.75869777,9790.6733535343,395.791325898571
588,14.89802472,9798.19513470955,395.943332000215
589,131.46431589,9798.17057362019,395.942835745228
590,204.82750635,9798.1357785793,395.942132713038
591,195.45676086,9798.09620804016,395.941333190566
592,88.89412689,9798.07642276565,395.940933428523
593,27.53351945,9798.05663745395,395.940533665528
594,123.07788753,9798.01706694456,395.939734140428
595,170.62805675,9797.97749674073,395.938934619888
596,147.78540387,9797.9525944959,395.938431466289
597,64.08880489,9797.92325829679,395.937838723201
598,1.57132647,9797.70528183672,395.933434442504
599,5.04979017,9797.68072145313,395.932938189449
600,0,9790.67437771837,395.791346600268
601,0.17022961,9790.6447111714,395.79074695953
602,65.32655741,9798.2558570549,395.944558887931
603,152.38770727,9798.23095444688,395.944055734141
604,181.87542907,9798.19650074146,395.943359600768
605,0.21175686,9798.16648111532,395.942753056405
606,2.32007429,9798.01809171026,395.939754846017
607,6.97973394,9790.64062042153,395.790664274429
