"GEO_ID","NAME","P5_001N","P5_002N","P5_003N","P5_004N","P5_005N","P5_006N","P5_007N","P5_008N","P5_009N","P5_010N","P5_011N","P5_012N","P5_013N","P5_014N","P5_015N","P5_016N","P5_017N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Not Hispanic or Latino:"," !!Total:!!Not Hispanic or Latino:!!White alone"," !!Total:!!Not Hispanic or Latino:!!Black or African American alone"," !!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone"," !!Total:!!Not Hispanic or Latino:!!Asian alone"," !!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Not Hispanic or Latino:!!Some Other Race alone"," !!Total:!!Not Hispanic or Latino:!!Two or More Races"," !!Total:!!Hispanic or Latino:"," !!Total:!!Hispanic or Latino:!!White alone"," !!Total:!!Hispanic or Latino:!!Black or African American alone"," !!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone"," !!Total:!!Hispanic or Latino:!!Asian alone"," !!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Hispanic or Latino:!!Some Other Race alone"," !!Total:!!Hispanic or Latino:!!Two or More Races",
"1000000US150010215122015","Block 2015, Block Group 2, Census Tract 215.12, Hawaii County, Hawaii","142","131","48","0","0","25","49","0","9","11","3","0","0","1","0","3","4",
"1000000US150010215131000","Block 1000, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","5","5","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0",
"1000000US150010215131001","Block 1001, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","5","3","0","0","0","0","3","0","0","2","2","0","0","0","0","0","0",
"1000000US150010215131002","Block 1002, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","7","5","5","0","0","0","0","0","0","2","0","0","0","0","0","0","2",
"1000000US150010215131003","Block 1003, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","74","72","71","0","0","0","0","0","1","2","1","0","0","0","0","0","1",
"1000000US150010215131004","Block 1004, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","31","31","29","0","0","0","0","0","2","0","0","0","0","0","0","0","0",
"1000000US150010215131005","Block 1005, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131006","Block 1006, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131007","Block 1007, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","3","3","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131008","Block 1008, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131009","Block 1009, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131010","Block 1010, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","9","5","3","0","0","0","2","0","0","4","1","0","0","0","0","0","3",
"1000000US150010215131011","Block 1011, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131012","Block 1012, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","13","11","4","0","0","0","0","0","7","2","0","0","0","0","0","0","2",
"1000000US150010215131013","Block 1013, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131014","Block 1014, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","8","8","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0",
"1000000US150010215131015","Block 1015, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131016","Block 1016, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","26","25","6","0","0","6","7","0","6","1","0","0","0","0","0","0","1",
"1000000US150010215131017","Block 1017, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131018","Block 1018, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","2","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","1",
"1000000US150010215131019","Block 1019, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131020","Block 1020, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131021","Block 1021, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131022","Block 1022, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131023","Block 1023, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131024","Block 1024, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","20","20","19","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131025","Block 1025, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","1572","1446","762","7","4","157","160","3","353","126","24","0","0","4","1","54","43",
"1000000US150010215131026","Block 1026, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131027","Block 1027, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131028","Block 1028, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","83","74","19","0","0","4","11","0","40","9","1","0","0","0","0","0","8",
"1000000US150010215131029","Block 1029, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","70","67","38","0","1","11","0","0","17","3","0","0","0","0","0","2","1",
"1000000US150010215131030","Block 1030, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","20","15","6","0","0","1","0","0","8","5","3","0","0","0","2","0","0",
"1000000US150010215131031","Block 1031, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","121","116","65","2","0","11","7","0","31","5","2","0","0","0","0","0","3",
"1000000US150010215131032","Block 1032, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","21","21","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131033","Block 1033, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131034","Block 1034, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131035","Block 1035, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","21","21","16","0","0","0","0","0","5","0","0","0","0","0","0","0","0",
"1000000US150010215131036","Block 1036, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131037","Block 1037, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131038","Block 1038, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131039","Block 1039, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131040","Block 1040, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131041","Block 1041, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131042","Block 1042, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131043","Block 1043, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131044","Block 1044, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215131045","Block 1045, Block Group 1, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215132000","Block 2000, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","138","116","63","1","0","16","1","0","35","22","1","0","0","0","0","3","18",
"1000000US150010215132001","Block 2001, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","146","138","80","0","0","38","8","0","12","8","0","0","0","0","1","0","7",
"1000000US150010215132002","Block 2002, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","1041","924","375","12","2","186","110","10","229","117","18","0","1","6","12","27","53",
"1000000US150010215132003","Block 2003, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","108","106","58","0","0","12","5","2","29","2","1","0","0","0","0","0","1",
"1000000US150010215132004","Block 2004, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","127","119","60","0","0","13","15","0","31","8","0","0","0","0","0","0","8",
"1000000US150010215132005","Block 2005, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","69","57","26","0","0","9","1","0","21","12","0","0","0","5","0","4","3",
"1000000US150010215132006","Block 2006, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","42","33","4","0","0","12","2","0","15","9","0","0","0","0","3","1","5",
"1000000US150010215132007","Block 2007, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010215132008","Block 2008, Block Group 2, Census Tract 215.13, Hawaii County, Hawaii","161","136","85","0","0","13","14","1","23","25","1","0","0","1","1","4","18",
"1000000US150010215133000","Block 3000, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","92","80","38","0","0","4","25","0","13","12","2","0","3","3","0","0","4",
"1000000US150010215133001","Block 3001, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","82","73","29","0","1","12","4","3","24","9","0","0","0","0","3","4","2",
"1000000US150010215133002","Block 3002, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","86","75","34","1","0","14","11","0","15","11","0","0","0","0","0","6","5",
"1000000US150010215133003","Block 3003, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","265","228","90","0","0","35","34","0","69","37","7","0","1","1","7","1","20",
"1000000US150010215133004","Block 3004, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","210","173","95","0","2","12","25","0","39","37","2","0","0","0","0","13","22",
"1000000US150010215133005","Block 3005, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","158","133","80","0","0","12","22","0","19","25","9","0","0","1","0","2","13",
"1000000US150010215133006","Block 3006, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","30","14","1","0","0","5","2","0","6","16","1","0","1","0","0","0","14",
"1000000US150010215133007","Block 3007, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","197","167","71","3","0","24","18","0","51","30","3","0","1","0","0","4","22",
"1000000US150010215133008","Block 3008, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","189","172","90","0","0","19","31","0","32","17","0","0","0","0","1","1","15",
"1000000US150010215133009","Block 3009, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","65","56","19","1","0","9","0","0","27","9","2","0","0","2","0","5","0",
"1000000US150010215133010","Block 3010, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","99","82","36","0","1","4","32","1","8","17","0","1","0","1","0","10","5",
"1000000US150010215133011","Block 3011, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","88","75","38","0","0","6","14","4","13","13","0","0","0","0","0","7","6",
"1000000US150010215133012","Block 3012, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","133","114","57","0","3","10","21","0","23","19","5","0","0","0","0","8","6",
"1000000US150010215133013","Block 3013, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","95","84","43","0","0","17","0","0","24","11","2","0","0","0","1","0","8",
"1000000US150010215133014","Block 3014, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","103","98","46","0","0","0","19","5","28","5","0","0","0","0","0","2","3",
"1000000US150010215133015","Block 3015, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","39","32","11","0","0","5","2","0","14","7","1","0","0","0","0","0","6",
"1000000US150010215133016","Block 3016, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","83","80","39","0","0","30","7","0","4","3","0","0","0","0","0","1","2",
"1000000US150010215133017","Block 3017, Block Group 3, Census Tract 215.13, Hawaii County, Hawaii","152","146","95","2","0","14","19","0","16","6","0","0","0","3","0","1","2",
"1000000US150010216051000","Block 1000, Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","709","652","246","6","0","183","52","11","154","57","0","0","3","0","9","10","35",
"1000000US150010216051001","Block 1001, Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","179","169","34","0","0","65","17","0","53","10","3","0","1","0","0","0","6",
"1000000US150010216051002","Block 1002, Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","48","35","15","0","0","0","12","1","7","13","0","0","0","0","1","0","12",
"1000000US150010216051003","Block 1003, Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","41","39","19","0","0","8","5","0","7","2","0","0","0","0","0","0","2",
"1000000US150010216051004","Block 1004, Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","148","140","81","0","0","27","14","0","18","8","0","0","0","0","0","4","4",
"1000000US150010216051005","Block 1005, Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","19","15","7","0","1","2","0","1","4","4","0","0","0","2","0","0","2",
"1000000US150010216051006","Block 1006, Block Group 1, Census Tract 216.05, Hawaii County, Hawaii","18","14","5","0","0","2","1","0","6","4","3","0","0","0","0","0","1",
"1000000US150010216052000","Block 2000, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","384","371","264","2","2","41","21","3","38","13","7","0","0","0","0","2","4",
"1000000US150010216052001","Block 2001, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","17","13","1","0","0","4","1","2","5","4","1","0","0","0","0","0","3",
"1000000US150010216052002","Block 2002, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","22","17","4","1","0","0","3","0","9","5","0","0","0","3","0","0","2",
"1000000US150010216052003","Block 2003, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","287","246","195","0","0","27","0","0","24","41","10","0","0","0","2","7","22",
"1000000US150010216052004","Block 2004, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","94","85","39","0","0","11","14","0","21","9","0","0","0","2","0","4","3",
"1000000US150010216052005","Block 2005, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216052006","Block 2006, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216052007","Block 2007, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216052008","Block 2008, Block Group 2, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053000","Block 3000, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053001","Block 3001, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053002","Block 3002, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","13","9","1","0","2","2","0","0","4","4","0","0","0","0","0","0","4",
"1000000US150010216053003","Block 3003, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053004","Block 3004, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","210","184","118","0","0","29","11","0","26","26","6","0","0","0","2","0","18",
"1000000US150010216053005","Block 3005, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","110","99","47","0","0","24","5","3","20","11","0","0","0","0","0","3","8",
"1000000US150010216053006","Block 3006, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053007","Block 3007, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","27","18","6","0","0","0","0","2","10","9","2","0","0","0","0","2","5",
"1000000US150010216053008","Block 3008, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053009","Block 3009, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","240","214","154","0","2","19","12","2","25","26","3","0","0","2","7","6","8",
"1000000US150010216053010","Block 3010, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053011","Block 3011, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","406","324","116","1","1","82","70","0","54","82","11","1","1","1","3","37","28",
"1000000US150010216053012","Block 3012, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","92","75","25","7","0","8","26","1","8","17","0","0","0","5","1","5","6",
"1000000US150010216053013","Block 3013, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","89","84","18","0","0","43","9","0","14","5","0","0","0","0","0","1","4",
"1000000US150010216053014","Block 3014, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","433","383","137","5","0","80","109","0","52","50","6","0","0","1","1","18","24",
"1000000US150010216053015","Block 3015, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053016","Block 3016, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","135","111","82","0","0","5","3","0","21","24","4","1","4","0","1","0","14",
"1000000US150010216053017","Block 3017, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","23","18","5","0","0","3","0","2","8","5","0","0","0","0","0","0","5",
"1000000US150010216053018","Block 3018, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","21","14","3","3","0","0","0","0","8","7","0","0","0","0","1","0","6",
"1000000US150010216053019","Block 3019, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053020","Block 3020, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","22","14","4","1","0","2","1","0","6","8","6","0","0","0","0","0","2",
"1000000US150010216053021","Block 3021, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216053022","Block 3022, Block Group 3, Census Tract 216.05, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216061000","Block 1000, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","114","106","58","5","0","29","4","1","9","8","2","0","0","0","1","0","5",
"1000000US150010216061001","Block 1001, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","35","28","16","0","0","2","2","0","8","7","1","0","0","0","0","0","6",
"1000000US150010216061002","Block 1002, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","402","380","159","0","0","107","31","3","80","22","1","0","0","1","2","3","15",
"1000000US150010216061003","Block 1003, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","46","37","19","2","0","1","3","4","8","9","0","0","0","0","2","0","7",
"1000000US150010216061004","Block 1004, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","92","84","52","0","0","9","9","0","14","8","4","0","1","0","0","3","0",
"1000000US150010216061005","Block 1005, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","137","123","77","0","0","31","6","0","9","14","0","0","0","0","0","3","11",
"1000000US150010216061006","Block 1006, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","603","580","173","9","0","146","157","0","95","23","7","0","1","0","0","8","7",
"1000000US150010216061007","Block 1007, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","612","567","224","1","0","152","83","0","107","45","4","0","0","0","6","8","27",
"1000000US150010216061008","Block 1008, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","37","29","10","4","1","2","5","0","7","8","0","0","0","0","0","0","8",
"1000000US150010216061009","Block 1009, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","73","63","13","2","0","12","23","1","12","10","6","0","0","0","0","0","4",
"1000000US150010216061010","Block 1010, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","95","76","46","0","2","11","0","3","14","19","1","1","0","0","0","6","11",
"1000000US150010216061011","Block 1011, Block Group 1, Census Tract 216.06, Hawaii County, Hawaii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1000000US150010216062000","Block 2000, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","77","63","36","0","0","2","0","1","24","14","4","0","0","5","0","0","5",
"1000000US150010216062001","Block 2001, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","364","345","215","0","0","87","6","5","32","19","3","0","0","2","0","5","9",
"1000000US150010216062002","Block 2002, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","104","96","37","4","0","13","0","1","41","8","0","0","0","0","2","0","6",
"1000000US150010216062003","Block 2003, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","195","179","99","1","3","33","14","1","28","16","0","0","0","0","0","5","11",
"1000000US150010216062004","Block 2004, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","29","19","12","0","0","5","0","0","2","10","0","0","1","0","0","5","4",
"1000000US150010216062005","Block 2005, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","374","359","229","0","1","45","17","0","67","15","8","0","0","0","0","1","6",
"1000000US150010216062006","Block 2006, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","130","123","79","0","0","18","0","1","25","7","0","0","0","0","0","1","6",
"1000000US150010216062007","Block 2007, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","133","126","58","4","0","18","8","8","30","7","0","0","0","2","0","1","4",
"1000000US150010216062008","Block 2008, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","117","108","60","2","0","27","2","0","17","9","2","0","0","0","1","0","6",
"1000000US150010216062009","Block 2009, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","108","93","51","0","0","13","9","3","17","15","9","0","0","0","0","0","6",
"1000000US150010216062010","Block 2010, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","18","14","5","0","0","0","0","0","9","4","0","0","0","0","1","0","3",
"1000000US150010216062011","Block 2011, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","107","100","38","0","0","24","8","0","30","7","1","0","0","0","0","3","3",
"1000000US150010216062012","Block 2012, Block Group 2, Census Tract 216.06, Hawaii County, Hawaii","118","111","93","0","0","4","7","0","7","7","3","0","0","0","0","1","3",
"1000000US150010216071000","Block 1000, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","23","18","4","1","0","4","2","0","7","5","0","0","1","0","0","0","4",
"1000000US150010216071001","Block 1001, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","113","112","85","0","1","13","3","0","10","1","0","0","0","0","1","0","0",
"1000000US150010216071002","Block 1002, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","109","91","59","0","1","23","2","0","6","18","5","0","0","0","0","0","13",
"1000000US150010216071003","Block 1003, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","60","58","34","0","0","13","0","0","11","2","0","0","0","0","0","2","0",
"1000000US150010216071004","Block 1004, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","72","58","46","0","0","8","1","0","3","14","7","0","0","0","0","0","7",
"1000000US150010216071005","Block 1005, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","35","29","12","1","2","5","0","0","9","6","2","0","0","0","0","4","0",
"1000000US150010216071006","Block 1006, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","42","40","31","0","0","1","1","0","7","2","1","0","0","0","0","0","1",
"1000000US150010216071007","Block 1007, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","181","178","131","0","0","18","0","4","25","3","0","0","0","0","0","0","3",
"1000000US150010216071008","Block 1008, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","65","62","47","0","0","4","7","0","4","3","1","0","0","0","0","0","2",
"1000000US150010216071009","Block 1009, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","65","55","36","0","0","10","0","3","6","10","0","0","0","0","0","0","10",
"1000000US150010216071010","Block 1010, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","169","163","132","0","5","19","0","0","7","6","0","0","0","2","0","3","1",
"1000000US150010216071011","Block 1011, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","117","106","74","0","0","16","0","0","16","11","0","0","0","1","0","4","6",
"1000000US150010216071012","Block 1012, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","47","34","23","0","0","0","0","0","11","13","1","0","0","0","0","2","10",
"1000000US150010216071013","Block 1013, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","66","64","36","0","2","4","0","1","21","2","0","0","0","0","1","0","1",
"1000000US150010216071014","Block 1014, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","139","127","95","1","0","13","3","0","15","12","4","0","0","0","0","6","2",
"1000000US150010216071015","Block 1015, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","99","90","46","0","0","8","24","0","12","9","0","0","0","0","0","4","5",
"1000000US150010216071016","Block 1016, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","13","11","0","0","0","4","2","0","5","2","0","0","0","0","0","0","2",
"1000000US150010216071017","Block 1017, Block Group 1, Census Tract 216.07, Hawaii County, Hawaii","18","16","6","0","0","5","1","0","4","2","0","0","0","0","0","1","1",
"1000000US150010216072000","Block 2000, Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","220","210","163","0","0","15","4","0","28","10","0","0","0","0","0","4","6",
"1000000US150010216072001","Block 2001, Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","291","285","162","0","0","71","6","0","46","6","0","0","0","0","0","2","4",
"1000000US150010216072002","Block 2002, Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","76","68","32","0","0","19","2","0","15","8","1","0","0","0","0","1","6",
"1000000US150010216072003","Block 2003, Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","76","71","22","3","1","17","3","0","25","5","4","0","0","0","0","0","1",
"1000000US150010216072004","Block 2004, Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","444","417","232","0","0","95","13","1","76","27","6","0","0","1","0","0","20",
"1000000US150010216072005","Block 2005, Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","42","38","17","0","0","10","0","0","11","4","3","0","0","0","0","0","1",
"1000000US150010216072006","Block 2006, Block Group 2, Census Tract 216.07, Hawaii County, Hawaii","29","27","11","0","4","6","1","0","5","2","0","0","0","0","0","1","1",
