X,Y,OBJECTID,ENABLED,ANCILLARYROLE,SEWERID,BASINID,PROJECTID,STATUS,OWNER,DATEINSTALLED,DATEDIGITIZED,DATEMODIFIED,ADDRESS,TANKCAPACITY,GLOBALID,PUMPTYPE,TMK,LPPUMPSUBTYPE,NO_PUMPS,NEIGHBORHOOD,GROUNDELEV
-157.926791013,21.6484102750001,238,1,0,4041476,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-601  MOANA ST,,{DB102392-01A6-4658-87BA-7495DB896880},LP,55015036,1,,LAIE,
-157.924905595,21.6483211610001,239,1,0,4041491,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-145  PUUAHI ST,,{36A602EA-07C9-4001-89ED-5D252B29B547},LP,55012078,1,,LAIE,
-157.92538746,21.6480147980001,240,1,0,4041494,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-157  PUUAHI ST,,{3E5A6B38-C223-4299-910C-CBC2D95B85B1},LP,55012108,1,,LAIE,
-157.925154774,21.645029783,241,1,0,4041533,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-502  MOANA ST,,{816C7651-466C-4BAB-A0E1-32C9BAC33CB4},LP,55012038,1,,LAIE,
-157.925219928,21.645074621,242,1,0,4041534,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-506  MOANA ST,,{D7F823B1-6B1D-41AE-B62B-0E473E50AE80},LP,55012037,1,,LAIE,
-157.925591461,21.645609757,243,1,0,4041536,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-511A MOANA ST,,{D25A2693-1726-4749-AB48-8A6896757067},LP,55012041,1,,LAIE,
-157.925641425,21.6455835130001,244,1,0,4041537,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-515  MOANA ST,,{0EC8CC70-2B41-4EDF-9A58-08CDD6FA71DF},LP,55012093,1,,LAIE,
-157.925665631,21.6469243940001,245,1,0,4041557,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-522  IOSEPA ST,,{97A0B21A-E86E-40C8-9C7C-25CF152E433E},LP,55012061,1,,LAIE,
-157.923612632,21.645045893,246,1,0,4041566,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-470  MOANA ST,,{21A77968-FA3A-4B6B-9F67-B3A484DC5D32},LP,55013014,1,,LAIE,
-157.922331107,21.644863726,247,1,0,4041573,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-446  MOANA ST,,{B40BA419-A29C-44CD-8501-7C67844919C9},LP,55013021,1,,LAIE,
-157.92550951,21.6475943670001,248,1,0,4041578,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-158A PUUAHI ST,,{AFBD93C0-0965-445E-8AE3-BE5D00666E10},LP,55012075,1,,LAIE,
-157.922108899,21.646836179,249,1,0,4041605,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/12/01 00:00:00+00,55-510  KAM HWY,,{BCE13166-40F5-459C-AAE0-485EADA72EAF},LP,55014001,1,,LAIE,
-157.922619661,21.6451757630001,250,1,0,4041650,LA,0,ACT,CITY,2020/04/16 00:00:00+00,,2022/08/11 09:58:54+00,55-451 MOANA ST,265,{2799BF61-F3CC-4AC4-A841-EB5A76357A39},LP,55013034,1,1,LAIE,0
-157.920919622,21.6441504530001,251,1,0,4041686,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-413  NANILOA LP,,{867C806B-DC68-4EE3-9E65-3DCDC75B34D3},LP,55014053,1,,LAIE,
-157.924854137,21.649012493,252,1,0,4041746,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-109  KULANUI ST,,{C00B5D85-A58E-400B-BC99-72F8ACBBE0D9},LP,55015033,1,,LAIE,
-157.900271343,21.337086646,253,1,0,4016199,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2003/07/23 00:00:00+00,659  PUULOA RD,,{B93CE93C-2D22-421D-B9F2-514BBF7DF865},LP,11005019,1,,AIRPORT,
-157.89897697,21.3378096490001,254,1,0,4016401,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2831B AWAAWALOA ST,,{F23B319D-B70D-4B70-9F2C-9EB30C9F9FB4},LP,11005048,1,,AIRPORT,
-157.899337107,21.3377550860001,255,1,0,4016414,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2847  AWAAWALOA ST,,{6B4A9649-C04D-454F-A283-75F9DF726268},LP,11005049,1,,AIRPORT,
-157.898748964,21.339658774,256,1,0,4016550,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2855  KAIHIKAPU ST,,{751728D6-423A-4418-8E0F-6B44BBE289AC},LP,11005064,1,,AIRPORT,
-157.89744953,21.336457228,257,1,0,4016769,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,669  AHUA ST,,{38BA7157-5809-4A9D-BA06-D2F2AD79431C},LP,11005094,1,,AIRPORT,
-157.993077948,21.3799451420001,258,1,0,4025248,HN,6336,ACT,PVT,1970/06/30 00:00:00+00,2004/01/21 00:00:00+00,2019/11/06 13:54:45+00,MAKALENA GOLF COURSE,,{96341B45-C75F-4E4C-BEA7-F844356486C9},IPS,93002034,1,,WAIPAHU,8.25
-157.927349471,21.6508700530001,259,1,0,4041385,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-652  WAHINEPEE ST,,{D47E628C-FDB9-4FE4-BD39-35CDFCA827AA},LP,55016031,1,,LAIE,
-157.925993066,21.6467475630001,260,1,0,4041553,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-516  IOSEPA ST,,{04EE0DB0-FD67-43AE-8894-583B50934298},LP,55012063,1,,LAIE,
-157.928813312,21.652016953,261,1,0,4041268,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-680  KAM HWY,,{FF68B772-01B3-4029-92F2-DE3283BDC295},LP,55009019,1,,LAIE,
-157.930465404,21.6516049620001,262,1,0,4041279,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-117A POOHAILI ST,,{A6E03FAC-43E3-4D96-BBE7-EA0BF74C332B},LP,55017067,1,,LAIE,
-157.930140848,21.6516687610001,263,1,0,4041280,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-113B POOHAILI ST,,{A2CAB472-DB07-425E-9F46-31D49ED8B44C},LP,55017032,1,,LAIE,
-157.929536671,21.651858512,264,1,0,4041285,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-690A WAHINEPEE ST,,{FB593DAD-8164-480B-AD8F-0DD7C8918EA2},LP,55017024,1,,LAIE,
-157.931992861,21.6502735170001,265,1,0,4041300,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-153  POOHAILI ST,,{5E0A33B8-874C-4AD7-B14D-280F3F51C39B},LP,55017048,1,,LAIE,
-157.929919101,21.6499069770001,266,1,0,4041321,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-89A LANIHULI ST,,{B5804E81-00E1-4133-81ED-DE5D52B7AB2A},LP,55017010,1,,LAIE,
-157.927310982,21.650827824,267,1,0,4041386,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-646  WAHINEPEE ST,,{C0E8538C-4E49-4DC2-8201-90DE17FBB81A},LP,55016062,1,,LAIE,
-157.922976716,21.6486583070001,268,1,0,4041418,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-561  KAM HWY,,{E083898A-54EB-475D-9796-B82052A3C391},LP,55003203,1,,LAIE,
-157.926815118,21.649059574,269,1,0,4041460,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-616B IOSEPA ST,,{F0AE03EB-5B88-48D9-A883-8A1C828564A3},LP,55015016,1,,LAIE,
-157.927955994,21.6482967000001,270,1,0,4041468,LA,0,ACT,PVT,2020/06/03 00:00:00+00,,2022/05/02 14:45:04+00,55-607A NANILOA LP,265,{B9B0C2A3-DDA0-423A-9562-F3E3E7FAB1F0},LP,55006035,1,1,LAIE,0
-157.925244947,21.644882866,271,1,0,4041531,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-508  MOANA ST,,{1DF6D550-4631-47C7-9E56-ED13A804EA57},LP,55012086,1,,LAIE,
-157.923885366,21.6474669350001,272,1,0,4041599,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2021/03/02 11:15:41+00,55-491  PALEKANA ST,118,{ADF18AA5-22EB-4029-A3E3-E2E138A8CC14},LP,55013070,1,1,LAIE,
-157.923465458,21.6473909430001,273,1,0,4041601,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-483  PALEKANA ST,,{51187354-F2B9-4AF5-95E8-1B853B92E3C7},LP,55013073,1,,LAIE,
-157.924281777,21.6465294230001,274,1,0,4041614,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-164  KULANUI ST,,{86734E8C-C572-47DD-9C03-00A8B214E337},LP,55013051,1,,LAIE,
-157.924314473,21.646323335,275,1,0,4041616,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-491  IOSEPA ST,,{62F5E162-A962-49C5-A2C2-8E17E977C7CF},LP,55013101,1,,LAIE,
-157.922811197,21.6456798450001,276,1,0,4041649,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-462  IOSEPA ST,,{600D8241-FBF6-46EA-9D64-6C9167FDF041},LP,55013042,1,,LAIE,
-157.921342203,21.644181798,277,1,0,4041673,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-421  NANILOA LP,,{62F9FC7A-C7E9-491A-AEB8-0D9BAA314307},LP,55014047,1,,LAIE,
-157.92092069,21.6470676650001,278,1,0,4041676,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,KAM HWY,,{509B09F7-1699-4A03-9BEB-CE6448AD5624},LP,55011007,1,,LAIE,
-157.920962334,21.646250207,279,1,0,4041679,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-437  IOSEPA ST,,{3ECA2B77-9DAC-4B8B-AF3D-1B7F6CA45BFC},LP,55014024,1,,LAIE,
-157.919016456,21.6451066290001,280,1,0,4041734,LA,0,ACT,CITY,2022/03/15 00:00:00+00,,2022/05/02 13:02:46+00,55-473  KAM HWY,265,{4F38FCE3-4668-4C3A-982F-93564DC2702C},LP,55002021,1,1,LAIE,0
-157.900775834,21.335536027,281,1,0,4016115,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2003/07/23 00:00:00+00,2845  KILIHAU ST,,{908DBA8D-0315-46C3-9B45-F65A7F486133},LP,11005011,1,,AIRPORT,
-157.900663578,21.3372927790001,282,1,0,4016200,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2003/07/23 00:00:00+00,666  MAPUNAPUNA ST,,{5F01A75E-6962-4133-A2C8-075FE7A08100},LP,11005020,1,,AIRPORT,
-157.90026229,21.3379614200001,283,1,0,4016202,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2003/07/23 00:00:00+00,689  PUULOA RD,,{8D1AD297-03BC-41A3-B531-E8E6117A1C65},LP,11005022,1,,AIRPORT,
-157.899436626,21.3402939150001,284,1,0,4016545,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2865  KAIHIKAPU ST,,{0EA4AC75-B212-42CA-86CD-DAEBDC9A0C4A},LP,11005065,1,,AIRPORT,
-157.928806051,21.652207457,285,1,0,4041267,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-680  KAM HWY,,{5D897010-4EF6-4817-B186-B3FBFD737C54},LP,55009019,1,,LAIE,
-157.930580688,21.6517256270001,286,1,0,4041278,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-706D WAHINEPEE ST,,{0C7D534A-B89C-41E4-97AA-3E51D7C81109},LP,55017039,1,,LAIE,
-157.927913784,21.652317386,287,1,0,4041289,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-645  KAM HWY,,{D3E722B5-BCEC-4889-B61D-281256A8AFC6},LP,55003021,1,,LAIE,
-157.931766627,21.64983699,288,1,0,4041305,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-651  LANIHULI PL,,{71F5D714-302A-4786-BA08-09909604B656},LP,55017002,1,,LAIE,
-157.931897991,21.6497073990001,289,1,0,4041306,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-652  LANIHULI PL,,{A1003DF0-C397-4CD0-990F-B80B7A246EEA},LP,55004011,1,,LAIE,
-157.931652383,21.64896394,290,1,0,4041309,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-630  LANIHULI PL,,{47E5A7AC-E6B5-4583-8FDB-3837EF09E4F8},LP,55004005,1,,LAIE,
-157.930405559,21.649739529,291,1,0,4041318,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-99  LANIHULI ST,,{676AC623-E705-4E16-BA58-97D084FF1B40},LP,55017008,1,,LAIE,
-157.9274661,21.651730216,292,1,0,4041330,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-657  KAM HWY,,{32FF900F-3D14-4B27-896D-FC265B9F62DD},LP,55003204,1,,LAIE,
-157.927001318,21.6516003260001,293,1,0,4041333,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-649  KAM HWY,,{14D97BEE-F36E-48F0-8566-47E406682392},LP,55003036,1,,LAIE,
-157.926242338,21.6513161030001,294,1,0,4041339,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-633  KAM HWY,,{FA4F07CC-2505-4AE5-8E4F-4D5216B99B3C},LP,55003030,1,,LAIE,
-157.928389299,21.6515494170001,295,1,0,4041345,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-667A WAHINEPEE ST,,{8C45F16F-BC27-41B0-9DAD-3A75F84DDB1D},LP,55016057,1,,LAIE,
-157.929025691,21.649844553,296,1,0,4041361,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-81  LANIHULI ST,,{9B19E7BB-31DE-4AD7-BACC-7FA655E8A4A2},LP,55017012,1,,LAIE,
-157.923641595,21.6496240270001,297,1,0,4041408,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-583  KAM HWY,,{68CE1D42-B418-4485-82E0-543ECD09485E},LP,55003046,1,,LAIE,
-157.92674552,21.6502202990001,298,1,0,4041431,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-40A LANIHULI ST,,{ACA4F8A7-CC1E-4A8F-9274-68D39F82A995},LP,55015010,1,,LAIE,
-157.928950101,21.6489802080001,299,1,0,4041440,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-600  NANILOA LP,,{9FDC125E-32FB-42F5-BAD9-BD410A14B066},LP,55004002,1,,LAIE,
-157.927625615,21.64926173,300,1,0,4041446,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2021/03/02 11:15:41+00,55-620A MOANA ST,118,{F08310C4-7E49-4837-BC87-8A3221CDF73F},LP,55016011,1,1,LAIE,
-157.926436337,21.649171887,301,1,0,4041459,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-616A1 IOSEPA ST,,{A6862C6A-3575-4FD3-9516-4BDB499B32CF},LP,55015015,1,,LAIE,
-157.927429294,21.6481351790001,302,1,0,4041472,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-604  MOANA ST,,{67CCF451-28D3-47C2-9880-EA4930DE606B},LP,55016016,1,,LAIE,
-157.926553684,21.648780432,303,1,0,4041479,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-612  IOSEPA ST,,{BDCB199A-FA15-4697-A48D-7CE695E7C83A},LP,55015017,1,,LAIE,
-157.923743551,21.6482277050001,304,1,0,4041486,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-125  PUUAHI ST,,{A15D10CE-3A84-4783-A848-34982AD31BFC},LP,55013090,1,,LAIE,
-157.924221511,21.6482244480001,305,1,0,4041488,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-130  KULANUI ST,,{904F08B6-4DFC-4760-BC55-DBE41A98E134},LP,55013088,1,,LAIE,
-157.926156278,21.6473546610001,306,1,0,4041551,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2014/12/11 14:18:31+00,55-170  PUUAHI ST,,{B98223F9-343F-4EA1-AA9E-1543F200987C},LP,55012058,1,,LAIE,
-157.925148074,21.6468721680001,307,1,0,4041584,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-515  IOSEPA ST,,{C96AC7BF-6292-4603-ACF7-69EE0B2BC192},LP,55012071,1,,LAIE,
-157.925234419,21.6467145020001,308,1,0,4041585,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-513  IOSEPA ST,,{2BE5A627-35E9-42B5-918D-296C8A11720D},LP,55012103,1,,LAIE,
-157.924749315,21.646923932,309,1,0,4041588,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-159  KULANUI ST,,{D0A7758D-3D15-415A-980F-75B78FBA4A80},LP,55012083,1,,LAIE,
-157.923598452,21.647203432,310,1,0,4041602,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-479A PALEKANA ST,,{A41FB1D3-724E-46A7-B429-DDE6BCE23D03},LP,55013072,1,,LAIE,
-157.923487534,21.64531248,311,1,0,4041644,LA,0,ACT,CITY,2020/08/25 00:00:00+00,,2022/05/02 13:43:32+00,55-467  MOANA ST,265,{310EAD14-18E7-47CF-80E5-39F5D7D57551},LP,55013106,1,1,LAIE,0
-157.921272967,21.6444252700001,312,1,0,4041672,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-422  MOANA ST,,{4B4D5BC3-C086-4ECE-85B3-51566FD54904},LP,55014046,1,,LAIE,
-157.920240249,21.643927519,313,1,0,4041682,LA,0,ACT,CITY,2018/12/27 00:00:00+00,,2021/03/02 12:49:22+00,55-405  NANILOA LP,265,{2E6178B8-C973-41AB-BC3B-73A1C40015AD},LP,55014017,1,1,LAIE,
-157.9201181,21.64508062,314,1,0,4041700,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-468  KAM HWY,,{6E17E3A4-55C2-4275-8ACF-74F501A24CE4},LP,55014013,1,,LAIE,
-157.898997375,21.336290493,315,1,0,4016049,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/03/31 00:00:00+00,2003/07/23 00:00:00+00,2814  KILIHAU ST,,{486512C8-22E1-4A83-B860-731B02FF2FDA},LP,11005041,1,,AIRPORT,
-157.899366117,21.3406587630001,316,1,0,4016543,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2928  KAIHIKAPU ST,,{D28DA998-028D-437A-B454-14CB14943363},LP,11005078,1,,AIRPORT,
-157.898337236,21.340521886,317,1,0,4016549,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2858  KAIHIKAPU ST,,{2214A6D1-860B-4936-9193-2A9AF10BAE5C},LP,11005074,1,,AIRPORT,
-157.897940871,21.3406838940001,318,1,0,4016552,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2844  KAIHIKAPU ST,,{9E9210F9-A222-410A-8F98-9057B6D12616},LP,11005073,1,,AIRPORT,
-157.897223951,21.3397301430001,319,1,0,4016559,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2003/07/23 00:00:00+00,2818  KAIHIKAPU ST,,{931C60AE-06CA-4687-9F56-244DCDA70215},LP,11005070,1,,AIRPORT,
-157.930995097,21.651815373,320,1,0,4041269,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-706E WAHINEPEE ST,,{2B5EE076-3531-4623-B851-1BD5B6DC6307},LP,55017038,1,,LAIE,
-157.930886466,21.6495755350001,321,1,0,4041316,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-103  LANIHULI ST,,{01FDC1FE-B126-47C2-98FC-F939288CD7E0},LP,55017054,1,,LAIE,
-157.927881479,21.651639247,322,1,0,4041341,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-662  KAM HWY,,{402A6080-7D70-4B15-9D29-00405162AAAF},LP,55016042,1,,LAIE,
-157.928392591,21.651273744,323,1,0,4041347,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-667A WAHINEPEE ST,,{726FA245-60CF-4A5C-9FCF-594B302966C7},LP,55016057,1,,LAIE,
-157.929630328,21.6504703890001,324,1,0,4041356,LA,0,ACT,CITY,2019/02/05 00:00:00+00,,2021/03/02 11:24:56+00,55-87B LANIHULI ST,265,{434C1E36-D2A1-47A4-9221-CFB9A08AFF61},LP,55017015,1,1,LAIE,
-157.927878576,21.651025819,325,1,0,4041379,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2021/03/02 11:15:41+00,55-660  WAHINEPEE ST,265,{6FAB0865-C5CB-475A-815A-EB69FA94A727},LP,55016028,1,1,LAIE,
-157.926980456,21.65065437,326,1,0,4041389,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-41  LANIHULI ST,,{BE5BF2AC-76EC-4CB3-91E7-A0DDF1E4D67B},LP,55016034,1,,LAIE,
-157.926102018,21.6508131910001,327,1,0,4041401,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-23  LANIHULI ST,,{C99A3925-0FE5-41AB-A43E-2AEFB6605B5F},LP,55016039,1,,LAIE,
-157.926233543,21.6501912790001,328,1,0,4041426,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-30A LANIHULI ST,,{E54A5140-AF74-4147-8EDE-F51F1913BBA1},LP,55015025,1,,LAIE,
-157.926017387,21.6493786820001,329,1,0,4041430,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-109  KULANUI ST,,{43C6EF23-7795-4004-8A69-2A77545AEAC7},LP,55015023,1,,LAIE,
-157.927982335,21.6495274480001,330,1,0,4041442,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-628  MOANA ST,,{33D323BB-A732-4234-BA7F-04D5964AEFEC},LP,55016009,1,,LAIE,
-157.928052364,21.6488238320001,331,1,0,4041450,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-613  NANILOA LP,,{15481269-74C3-4BE9-AE3F-FDEFC496B666},LP,55016053,1,,LAIE,
-157.926656471,21.6486199770001,332,1,0,4041478,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-610  IOSEPA ST,,{351677A5-B0ED-405D-B6BB-2B4483B1050A},LP,55015021,1,,LAIE,
-157.927410129,21.647504209,333,1,0,4041503,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-562A MOANA ST,,{D2E60B61-C0FA-4321-87D2-D18A3F634060},LP,55012021,1,,LAIE,
-157.926379388,21.6456648380001,334,1,0,4041527,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-524  MOANA ST,,{4507CDE7-118B-48CB-838C-19FABF1BCE43},LP,55012031,1,,LAIE,
-157.926016979,21.645865386,335,1,0,4041541,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-523  MOANA ST,,{6E79D3E8-B67A-4BEF-BB03-A0C2BF956B74},LP,55012044,1,,LAIE,
-157.926574258,21.6469696450001,336,1,0,4041547,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-543  MOANA ST,,{617F891D-1540-459B-A804-0B2A45E1DDC8},LP,55012050,1,,LAIE,
-157.926014427,21.647109137,337,1,0,4041552,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-547  MOANA ST,,{F9D9EFDB-9E9A-4EB2-A652-4AAC2195FA8C},LP,55012059,1,,LAIE,
-157.924718528,21.647142531,338,1,0,4041589,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-155  KULANUI ST,,{2B2B1A2E-A790-49F8-A431-E59B048DE69B},LP,55012082,1,,LAIE,
-157.922960592,21.647137264,339,1,0,4041603,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/12/01 00:00:00+00,55-475  PALEKANA ST,,{28ECE919-EADD-4FD0-B204-8F3657CF1C17},LP,55013074,1,,LAIE,
-157.922272463,21.6466437060001,340,1,0,4041606,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/12/01 00:00:00+00,55-510  KAM HWY,,{373EB90F-560C-41E5-BE85-6BDF79B88B64},LP,55014001,1,,LAIE,
-157.92295947,21.6467509130001,341,1,0,4041621,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-472  PALEKANA ST,,{7C94D9EC-075E-4A12-93D0-9B7C1BC55E6F},LP,55013062,1,,LAIE,
-157.922603474,21.6464475710001,342,1,0,4041632,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-456  PALEKANA ST,,{3E89F579-26BC-4547-85D0-3D0E4BFFE990},LP,55013059,1,,LAIE,
-157.924377844,21.6461100940001,343,1,0,4041634,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-492  IOSEPA ST,,{5F1B6363-86F0-479F-98E6-5A8BD1F19E2A},LP,55013050,1,,LAIE,
