X,Y,OBJECTID,ENABLED,ANCILLARYROLE,SEWERID,BASINID,PROJECTID,STATUS,OWNER,DATEINSTALLED,DATEDIGITIZED,DATEMODIFIED,ADDRESS,TANKCAPACITY,GLOBALID,PUMPTYPE,TMK,LPPUMPSUBTYPE,NO_PUMPS,NEIGHBORHOOD,GROUNDELEV
-157.930135198,21.6512265270001,510,1,0,4041323,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-115  POOHAILI ST,,{B301FBC0-E3AF-4C2F-9DEF-A23CA8B4CF30},LP,55017031,1,,LAIE,
-157.929668701,21.6511590710001,511,1,0,4041327,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-110  POOHAILI ST,,{BA2B912F-B932-4618-BC9C-0FD27DA07EA5},LP,55017020,1,,LAIE,
-157.929400443,21.6509644430001,512,1,0,4041350,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-660  NANILOA LP,,{37E21553-99BC-4512-AE88-6D2002DAA795},LP,55017051,1,,LAIE,
-157.929396574,21.650924452,513,1,0,4041351,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-654A NANILOA LP,,{13D92C98-006A-4F34-B29E-DEDE1C8A9448},LP,55017017,1,,LAIE,
-157.92946232,21.649892924,514,1,0,4041359,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-83  LANIHULI ST,,{1FFC7D3F-79EF-4760-B49E-4C065FC49D8D},LP,55017050,1,,LAIE,
-157.92925877,21.6503917970001,515,1,0,4041363,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-648  NANILOA LP,,{5E7E257D-300F-41F6-A3B6-5A96F5CA9067},LP,55017013,1,,LAIE,
-157.92701624,21.6509075980001,516,1,0,4041388,LA,0,ACT,CITY,2019/11/05 00:00:00+00,,2022/08/12 10:10:01+00,55-646A WAHINEPEE ST,265,{423740B6-C40A-43CB-9F0E-94BEB33600A2},LP,55016063,1,1,LAIE,0
-157.923615378,21.64957846,517,1,0,4041409,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-579  KAM HWY,,{2BC039D9-0179-4D8D-A7AE-6820CC766F5F},LP,55003047,1,,LAIE,
-157.926864687,21.649409113,518,1,0,4041454,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-620D IOSEPA ST,,{4A5B851D-19D1-4E7B-863D-5926AC72A53A},LP,55015011,1,,LAIE,
-157.927905921,21.6482048610001,519,1,0,4041470,LA,0,ACT,PVT,2020/06/03 00:00:00+00,,2022/05/02 14:45:03+00,55-603A NANILOA LP,265,{243475B6-C47D-46AE-9BDA-2BD44E713C1C},LP,55006035,1,1,LAIE,0
-157.926621228,21.648498455,520,1,0,4041477,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-604  IOSEPA ST,,{0C6707C6-8051-47B9-B8CB-DE4D78945239},LP,55015042,1,,LAIE,
-157.92755179,21.647221648,521,1,0,4041505,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-575  NANILOA LP,,{FB889E07-5484-43F5-94B2-DB1CFCF56100},LP,55012018,1,,LAIE,
-157.927378455,21.6472336140001,522,1,0,4041506,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-573  NANILOA LP,,{7E7740F5-ECD8-4312-9A1A-CA6137D1BCA9},LP,55012097,1,,LAIE,
-157.927237921,21.647048587,523,1,0,4041508,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-550  MOANA ST,,{E115F367-EFF0-499B-A96A-61B30533F88E},LP,55012114,1,,LAIE,
-157.92548255,21.6450765440001,524,1,0,4041530,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-510  MOANA ST,,{DEAAA300-201A-4377-8A7D-352E533AA911},LP,55012036,1,,LAIE,
-157.923783081,21.647910606,525,1,0,4041594,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-124  PUUAHI ST,,{E3E80C26-9A95-49B2-9BAF-A8E86E1F790F},LP,55013083,1,,LAIE,
-157.923921765,21.6479422150001,526,1,0,4041595,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-126  PUUAHI ST,,{F792DB96-3139-4B8F-BCDE-3296529D97FA},LP,55013100,1,,LAIE,
-157.924154849,21.647303516,527,1,0,4041598,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-495  PALEKANA ST,,{14B618B2-A9D2-489B-8CDD-E731B51DB586},LP,55013069,1,,LAIE,
-157.922666953,21.647029037,528,1,0,4041604,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-471  PALEKANA ST,,{752CDB95-3EDB-4008-8F00-279CA1E5B08F},LP,55013077,1,,LAIE,
-157.923742084,21.647004747,529,1,0,4041611,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-484  PALEKANA ST,,{66CE6FA6-1ECC-4B97-924A-44B4B7BE700B},LP,55013065,1,,LAIE,
-157.923570754,21.646808381,530,1,0,4041619,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2022/08/11 09:10:13+00,55-480  PALEKANA ST,,{DEF77DFD-BD56-46FF-823E-C6EB8087A947},LP,55013064,1,,LAIE,
-157.923517888,21.646254221,531,1,0,4041627,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-477  IOSEPA ST,,{15ACD1D7-C326-4E97-A833-BA80F97AC5F9},LP,55013055,1,,LAIE,
-157.921794592,21.645620853,532,1,0,4041658,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2021/03/02 11:15:42+00,55-444A IOSEPA ST,118,{85C5929B-6901-4B48-9E85-A05979473FDE},LP,55014036,1,1,LAIE,
-157.92154416,21.644442063,533,1,0,4041674,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-428  MOANA ST,,{71587A56-6F52-451F-A7D3-8081DAAD0D33},LP,55014045,1,,LAIE,
-157.920636528,21.6442111430001,534,1,0,4041684,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-409  NANILOA LP,,{1B55F2DA-D7D1-4716-B6C5-2435525EE09F},LP,55014018,1,,LAIE,
-157.920085747,21.6470394420001,535,1,0,4041693,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-501A KAM HWY,,{89AAB21E-0661-4458-8216-7A791B600750},LP,55011006,1,,LAIE,
-157.919468057,21.645600476,536,1,0,4041698,LA,6539,ACT,LIC,2005/12/30 00:00:00+00,,2008/09/05 00:00:00+00,55-479  KAM HWY,,{03989191-FDC5-4016-AAE0-270B18A9EA0D},LP,55002022,1,,LAIE,
-158.025239187,21.3674937170001,537,1,0,4052662,HN,6622,ACT,PVT,,,2023/02/24 11:12:52+00,West Loch Golf Course Clubhouse,,{8BEC0E68-E434-490C-8D78-2F22B1756C22},IPS,91017006,1,,EWA,30.67
-158.075638832,21.366186574,538,1,0,4053424,HN,6629,ACT,PVT,2005/12/23 00:00:00+00,,2019/11/07 14:30:08+00,1443 PUNAWAI ST,,{597CC8F5-DF05-4D6B-94A4-40A897FA39C1},IPS,92038083,1,,MAKAKILO,662.5
-158.071995881,21.366714254,539,1,0,4053436,HN,6629,ACT,PVT,2005/12/23 00:00:00+00,,2019/11/08 13:07:45+00,1535 PUNAWAINUI ST,,{08635841-7925-408D-A21E-4598DCA39A9A},IPS,92038082,1,,MAKAKILO,552
-157.929233298,21.651773926,540,1,0,4055657,LA,0,ACT,LIC,2007/10/26 00:00:00+00,,2021/03/02 11:15:42+00,55-689  WAHINEPEE ST,118,{3AD10383-FFA1-4CD9-8785-C614AD717047},LP,55009063,1,1,LAIE,
-157.96881264,21.3999102660001,541,1,0,4061262,HN,6670,ACT,PVT,2001/06/30 00:00:00+00,2008/10/03 00:00:00+00,2019/11/06 15:56:12+00,MANANA BUS FACILITY,,{1599407E-95B5-4E67-A6BC-C6C34A1B6DC6},IPS,97024047,1,,PEARL CITY,112.48
-157.84175427,21.330469997,542,1,0,4065745,SI,0,ACT,CITY,2004/11/01 00:00:00+00,2009/07/23 00:00:00+00,2009/07/23 00:00:00+00,2506  KLEBAHN PL,,{02071AEE-C3CD-4EB4-A247-C5390F27D97D},LP,22032011,1,,NUUANU,245
-157.916003496,21.367299046,543,1,0,4065754,HN,0,ACT,CITY,2004/11/15 00:00:00+00,2009/07/23 00:00:00+00,2019/12/23 14:22:17+00,1702  PIIKEA ST,,{810C158E-C317-41DC-8CA7-F594AF271CB2},LP,99065096,1,,ALIAMANU,
-157.915790261,21.3673554440001,544,1,0,4065759,HN,0,ACT,CITY,2004/11/15 00:00:00+00,2009/07/23 00:00:00+00,2019/12/23 14:22:17+00,1708  PIIKEA ST,,{A8355344-68D6-4BCB-85CA-1B80F1AF732A},LP,99065097,1,,ALIAMANU,
-157.915622152,21.3674118650001,545,1,0,4065764,HN,0,ACT,PVT,2004/11/15 00:00:00+00,2009/07/23 00:00:00+00,2020/06/25 11:13:50+00,1716  PIIKEA ST,,{DAC8C393-049C-4B77-BAE2-3E738F03B889},LP,99065098,1,,ALIAMANU,
-157.915567353,21.3674135630001,546,1,0,4065769,HN,0,ACT,CITY,2004/11/15 00:00:00+00,2009/07/23 00:00:00+00,2019/12/23 14:22:17+00,1718  PIIKEA ST,,{A9DB380D-D282-49CB-A2E3-CD4D2D554FFA},LP,99065099,1,,ALIAMANU,
-157.973683028,21.395640042,547,1,0,4065774,HN,0,ACT,CITY,2008/05/01 00:00:00+00,2009/07/23 00:00:00+00,2023/12/06 14:17:54+00,950  KAM HWY,,{0821FCD6-AF74-4CB9-8895-70827DE834A0},LP,97024045,1,1,PEARL CITY,0
-157.92542404,21.6466022590001,548,1,0,4065827,LA,0,ACT,LIC,2008/06/04 00:00:00+00,2009/09/08 00:00:00+00,2021/03/02 11:15:42+00,55-512A IOSEPA ST,265,{B159ED48-B507-424D-AC8D-706B815F77C9},LP,55012116,1,1,LAIE,
-157.927949004,21.651905389,549,1,0,4065832,LA,0,ACT,LIC,,2009/09/08 00:00:00+00,2009/09/08 00:00:00+00,55-665A KAM HWY,,{7E8BB859-B3AB-490E-BB85-74425B8E08B4},LP,55003031,1,,LAIE,
-157.929365899,21.6528827060001,550,1,0,4067106,LA,0,ACT,LIC,2009/11/06 00:00:00+00,2010/02/12 00:00:00+00,2021/03/02 11:15:42+00,55-700  KAM HWY,265,{B31DE9D3-027B-46A6-9FEB-3032ED22A57F},LP,55009035,1,1,LAIE,
-157.785373089,21.3824531970001,551,1,0,4067112,KK,6764,ACT,PVT,2009/11/24 00:00:00+00,2010/02/16 00:00:00+00,2010/02/16 00:00:00+00,HPU HAWAII LOA CAMPUS,,{A99AEAE1-40C8-435D-8828-E37A30FDC6E7},IPS,45035010,1,,KANEOHE,253.8
-157.853504385,21.3068028820001,552,1,0,4067337,SI,6775,ACT,PVT,1979/01/15 00:00:00+00,2010/04/07 00:00:00+00,2010/04/07 00:00:00+00,CANCER CENTER - LAUHALA ST,,{B1E97673-D9C8-4F1A-8520-9C87F7B6C2CA},IPS,21035003,1,,DOWNTOWN,6
-157.899129987,21.3355309900001,553,1,0,4016042,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/03/31 00:00:00+00,2012/04/19 00:00:00+00,2815  KILIHAU ST,,{67442996-53C6-4CF2-AFEA-27F103BEEC24},LP,11005006,1,,AIRPORT,
-157.898568093,21.34212252,554,1,0,4016638,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2889  MOKUMOA ST,,{B4347DCF-23B0-4F2F-9671-0E50532AF248},LP,11005089,1,,AIRPORT,
-157.897490756,21.336169399,555,1,0,4016766,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,659  AHUA ST,,{2A79E4B3-0AFB-42F5-8393-7796E235E614},LP,11005093,1,,AIRPORT,
-157.897769529,21.3372584320001,556,1,0,4016771,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,685  AHUA ST,,{CB5A4793-BDF8-4583-B091-F08A2FAA1079},LP,11005096,1,,AIRPORT,
-157.90074935,21.336111766,557,1,0,4016153,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,2880  KILIHAU ST,,{3DB01984-4126-49BD-92DE-D91407939660},LP,11005016,1,,AIRPORT,
-157.900519471,21.3418414760001,558,1,0,4016330,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,822  MAPUNAPUNA ST,,{89255453-960E-4900-BC02-BBC729106576},LP,11005035,1,,AIRPORT,
-157.899582147,21.337318345,559,1,0,4016415,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2847  AWAAWALOA ST,,{73C647C4-854F-46F3-9E45-EF2E9A94BE08},LP,11005049,1,,AIRPORT,
-157.898090988,21.3394791260001,560,1,0,4016553,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2831  KAIHIKAPU ST,,{5C427DFD-A6BE-4D49-A21D-D98CF81ECBF0},LP,11005062,1,,AIRPORT,
-157.896846925,21.339027177,561,1,0,4016805,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,761  AHUA ST,,{833B1335-FD25-4EAA-ACDB-AF7A4AEC68E7},LP,11005102,1,,AIRPORT,
-157.817754484,21.26798419,562,1,0,4025336,SI,6344,ACT,PVT,1990/06/30 00:00:00+00,2004/01/26 00:00:00+00,2020/05/07 15:33:02+00,KAPIOLANI PARK,486,{1E893566-8DAC-4153-964D-4B3E3D393EDD},LP,31043001,1,2,DIAMOND HEAD,4.5
-157.900378714,21.340252283,563,1,0,4016300,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,770  MAPUNAPUNA ST,,{55A0BF77-6F2A-45C3-8780-E3C1A464EFCB},LP,11005030,1,,AIRPORT,
-157.900086644,21.3409245060001,564,1,0,4016303,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,802  MAPUNAPUNA ST,,{DFDEE91F-8CA8-460D-AEF6-69BA3FA04E66},LP,11005031,1,,AIRPORT,
-157.896888362,21.3414937970001,565,1,0,4016644,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2839  MOKUMOA ST,,{F8F268D8-D889-4A68-8773-2024AE95D17C},LP,11005083,1,,AIRPORT,
-157.898915769,21.3354878440001,566,1,0,4016034,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/03/31 00:00:00+00,2012/04/19 00:00:00+00,2808  KAM HWY,,{6CA6C36B-C60C-4A0C-9DA5-0AE86A369071},LP,11005005,1,,AIRPORT,
-157.899917104,21.3360541640001,567,1,0,4016123,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,2838  KILIHAU ST,,{0B171238-F376-48FE-8B42-C0D09635CCA8},LP,11005042,1,,AIRPORT,
-157.8984912,21.336585567,568,1,0,4016129,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,2806  KILIHAU ST,,{0583795B-43B6-43FB-BE0F-44EBC154F307},LP,11005040,1,,AIRPORT,
-157.900709293,21.338259495,569,1,0,4016204,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,701  PUULOA RD,,{BD189E91-B183-4FAE-974F-ED290FAE0388},LP,11005023,1,,AIRPORT,
-157.897315082,21.338256041,570,1,0,4016778,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,729  AHUA ST,,{1ADA8D65-72A4-4515-A8C5-66AC785594EB},LP,11005100,1,,AIRPORT,
-157.89289548,21.3353283330001,571,1,0,3020066,SI,1623,ACT,CITY,1977/11/17 00:00:00+00,,2020/12/16 12:42:34+00,KEEHI TRANFER STATION,,{CE7F343C-0D96-4D0B-8041-A841D0A1406F},IPS,11006013,1,,AIRPORT,
-157.897728164,21.338027402,572,1,0,4016385,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,730  AHUA ST,,{22B8963D-EE80-42CF-89F2-224DB1F2FA46},LP,11005051,1,,AIRPORT,
-157.704376616,21.345737355,573,1,0,4025312,WM,6340,ACT,PVT,1990/05/18 00:00:00+00,2004/01/22 00:00:00+00,2012/10/01 00:00:00+00,WAIMANALO BAY REC AREA,,{09AC4717-DC09-47DA-A7AA-A2D5235AF333},LP,41015015,1,,WAIMANALO,0.5
-157.70290878,21.3438423710001,574,1,0,4025313,WM,6340,ACT,PVT,1990/05/18 00:00:00+00,2004/01/22 00:00:00+00,2021/07/20 14:17:26+00,WAIMANALO BAY REC AREA,,{56DA43C1-EFF6-4DCF-956E-A510727D6B6D},IPS,41015015,1,,WAIMANALO,0
-157.898904027,21.3358765090001,575,1,0,4016054,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/03/31 00:00:00+00,2012/04/19 00:00:00+00,2806  KILIHAU ST,,{B6CB84DF-FDC9-42C4-BBF9-76254A890938},LP,11005040,1,,AIRPORT,
-157.900011572,21.3365081910001,576,1,0,4016147,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,619  MAPUNAPUNA ST,,{293EF747-395A-4B6B-B868-3991C6CCD399},LP,11005044,1,,AIRPORT,
-157.899703112,21.342144865,577,1,0,4016325,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,852  MAPUNAPUNA ST,,{FF9394D8-E8F2-4FC9-A8E2-7A3F298875F7},LP,11005038,1,,AIRPORT,
-157.89993824,21.3416534780001,578,1,0,4016329,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,830  MAPUNAPUNA ST,,{F5DE485B-AD4F-47BB-99C0-B0E80E64DFF6},LP,11005036,1,,AIRPORT,
-157.718430033,21.3434272270001,579,1,0,4017268,WM,6011,ACT,PVT,1994/04/05 00:00:00+00,2003/05/22 00:00:00+00,2011/03/30 00:00:00+00,WAIMANALO TEEN PROJECT,,{13F9344A-534D-4D4C-98AB-2ACCB1A18343},IPS,41009265,1,,WAIMANALO,26.75
-157.898516154,21.3404475070001,580,1,0,4016548,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2868  KAIHIKAPU ST,,{4FF94A46-4BA0-4851-B16E-22475719250B},LP,11005075,1,,AIRPORT,
-157.800630173,21.257349124,581,1,0,4025564,SI,6230,ACT,PVT,2000/11/17 00:00:00+00,2004/02/11 00:00:00+00,2011/03/29 00:00:00+00,3713  DIAMOND HEAD RD,,{2033587B-E99D-4B7D-BFCF-99ACDD419F59},LP,31038031,1,,KAHALA,53.5
-157.78307538,21.279196626,582,1,0,4038896,SI,6486,ACT,PVT,2004/12/01 00:00:00+00,,2011/03/29 00:00:00+00,4389  MALIA ST,,{E89A961B-D06F-445E-8E14-6DC4B6AF87EA},LP,35017044,1,,WAIALAE,44.5
-157.900239407,21.3404593670001,583,1,0,4016302,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,802  MAPUNAPUNA ST,,{6151492C-0C75-46CA-95D2-5DC63FF407A4},LP,11005031,1,,AIRPORT,
-157.899289297,21.341901567,584,1,0,4016635,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,851  MAPUNAPUNA ST,,{B18BFEAF-3808-4B4A-98EE-E94C87CA002C},LP,11005090,1,,AIRPORT,
-158.120594336,21.326869539,585,1,0,4025629,HN,6268,ACT,PVT,1999/12/02 00:00:00+00,2004/02/12 00:00:00+00,2019/09/04 13:43:04+00,KO OLINA MARINA,,{A4C94E27-08B9-4F02-9138-FBD62CEE1B60},LP,91057022,1,,HONOKAI HALE,9.32
-158.12077112,21.327951549,586,1,0,4025633,HN,6268,ACT,PVT,1999/12/02 00:00:00+00,2004/02/12 00:00:00+00,2019/09/04 13:41:23+00,KO OLINA MARINA,,{086E9D3D-E2EE-4E2C-8D47-77C3452CAED8},LP,91057022,1,,HONOKAI HALE,11.54
-157.900021326,21.341187657,587,1,0,4016333,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,812  MAPUNAPUNA ST,,{3D8A583B-653E-4FF2-859D-703392B64C7B},LP,11005034,1,,AIRPORT,
-157.896522706,21.340038513,588,1,0,4016560,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,830  AHUA ST,,{43E56E26-607B-4202-BF16-ECEB1C08170E},LP,11005069,1,,AIRPORT,
-157.899111316,21.340073132,589,1,0,4016546,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2865  KAIHIKAPU ST,,{59304470-53DF-4DFF-9FC8-91E8D129EE3D},LP,11005065,1,,AIRPORT,
-157.897717516,21.341622903,590,1,0,4016642,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2869  MOKUMOA ST,,{E27CA5AA-2E1C-4665-848B-0C0D9AFAFCBA},LP,11005086,1,,AIRPORT,
-157.897309343,21.3372258250001,591,1,0,4016773,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,697  AHUA ST,,{256E6B9B-794F-4A5A-917F-D361EAABB7FB},LP,11005097,1,,AIRPORT,
-157.893343763,21.3224086340001,592,1,0,4025785,SI,6359,ACT,PVT,2003/09/23 00:00:00+00,2004/03/03 00:00:00+00,2011/03/29 00:00:00+00,LA MARIANA SAILING CLUB,,{21AFF93F-506F-4134-9C8B-8C75A12EE631},LP,12023052,1,,KALIHI,8.6
-157.898393268,21.3366538540001,593,1,0,4016369,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,674  AHUA ST,,{8D3BFC61-4098-438A-9BA4-ABCFBA2505CF},LP,11005045,1,,AIRPORT,
-157.897572121,21.339542673,594,1,0,4016557,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2815  KAIHIKAPU ST,,{FE7F5854-B768-454F-BE9B-B9A1F4F34319},LP,11005060,1,,AIRPORT,
-157.89788687,21.3370664120001,595,1,0,4016770,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,677  AHUA ST,,{4F560B47-277B-4F3B-9787-0F10F003E817},LP,11005095,1,,AIRPORT,
-157.799060056,21.2579381310001,596,1,0,4025746,SI,6355,ACT,PVT,2002/06/13 00:00:00+00,2004/03/01 00:00:00+00,2011/03/29 00:00:00+00,3787 DIAMOND HEAD RD,,{F0E6EFFB-444B-4B10-AC36-D87C961898F3},LP,31039038,1,,KAHALA,36
-157.899895103,21.337081429,597,1,0,4016145,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,619  MAPUNAPUNA ST,,{53F55264-6726-4AD2-A0CA-D4E38C40AED3},LP,11005044,1,,AIRPORT,
-157.900431061,21.339928983,598,1,0,4016297,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,766  MAPUNAPUNA ST,,{C988CA44-4448-4307-97C5-0463635886BF},LP,11005029,1,,AIRPORT,
-157.901150305,21.339981994,599,1,0,4016298,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,766  MAPUNAPUNA ST,,{35F980DD-B060-48B7-AF79-D92719F2E7A9},LP,11005029,1,,AIRPORT,
-157.717261149,21.3436607890001,600,1,0,4017269,WM,6010,ACT,PVT,1993/01/18 00:00:00+00,2003/05/22 00:00:00+00,2021/07/20 14:17:26+00,HAWAII JOB CORPS CENTER,,{5430F385-6F71-4DD9-A208-75F951AFDAEC},IPS,41009001,1,,WAIMANALO,0
-157.900025994,21.337598556,601,1,0,4016346,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,675  MAPUNAPUNA ST,,{A6BF34E8-DD35-471F-BC9B-75D1921FB51D},LP,11005114,1,,AIRPORT,
-157.820755507,21.2685638040001,602,1,0,4025352,SI,6346,ACT,PVT,1999/06/30 00:00:00+00,2004/01/26 00:00:00+00,2019/11/07 10:44:05+00,KAPIOLANI PARK,,{060836D7-5CB0-4A4A-83D1-03AB799A9C5A},LP,31043001,1,,DIANMOND HEAD,
-157.901173025,21.3389272260001,603,1,0,4016207,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/01 00:00:00+00,2012/04/19 00:00:00+00,2969  MAPUNAPUNA PL,,{3B0DBD7E-2F52-4161-BC51-FD93344F45A7},LP,11005025,1,,AIRPORT,
-157.899135808,21.339018394,604,1,0,4016425,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,2846  AWAAWALOA ST,,{292427B9-E4BD-4C1B-90E7-BEF1142C1B4F},LP,11005055,1,,AIRPORT,
-157.897613389,21.3358685850001,605,1,0,4016765,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,645  AHUA ST,,{6E93775A-6792-4B97-B5C4-D7660E970119},LP,11005092,1,,AIRPORT,
-157.897340596,21.3379246650001,606,1,0,4016776,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,719  AHUA ST,,{1F7EAB75-629C-4F18-8C62-84B7E512BE85},LP,11005099,1,,AIRPORT,
-157.895492163,21.339822633,607,1,0,4016807,SI,6255,ACT,PVT,1998/12/07 00:00:00+00,2003/04/02 00:00:00+00,2012/04/19 00:00:00+00,819  AHUA ST,,{6374066A-53A6-40B2-9043-57325835DE74},LP,11005106,1,,AIRPORT,
-157.800641075,21.2574988280001,608,1,0,4025563,SI,6230,ACT,PVT,2000/11/17 00:00:00+00,2004/02/11 00:00:00+00,2011/03/29 00:00:00+00,3727  DIAMOND HEAD RD,,{854A0D14-FEB7-4EB9-9688-7C28025B3180},LP,31038047,1,,KAHALA,61.5
