X,Y,objectid,wwtp_name,county,permit,uic_num,tmk,type,owner_type,class,atu_date,lat_dd,long_dd,shape
-155.962177507452,19.6028395146667,171,Kona Eastwind,Hawaii,517,UH-1282,377015089,WWTP,Private,2,6/3/1980,19.602843,-155.962192,
-155.918454504653,19.5203635113667,172,Kona Community Hospital,Hawaii,518,UH-1386,379010081,WWTP,Public,2,NULL,19.520367,-155.918469,
-155.963166507744,19.6048405141852,173,Kona Sunset Villas,Hawaii,526,UH-1283,377015068,WWTP,Private,1,11/6/1980,19.604844,-155.963181,
-155.962508507368,19.6024845139254,174,Kona Westwind Condominium,Hawaii,528,UH-1266,377015093,WWTP,Private,2,4/25/1977,19.602488,-155.962523,
-155.962735506829,19.6036965143467,175,Maluhia Kai,Hawaii,529,UH-2054,377015079,WWTP,Private,2,NULL,19.6037,-155.96275,
-155.838990511626,19.9480115329938,176,Kalahuipua'a Lagoons Treatment Facility fka: Mauna Lani WWTP,Hawaii,531,UH-2546,368001049,WWTP,Private,2,12/15/1982,19.948015,-155.839005,
-155.839533512184,19.9721455344389,177,Puako Beach Apartments,Hawaii,534,UH-2020,369003019,WWTP,Private,2,NULL,19.972149,-155.839548,
-155.515608484618,19.1331785019933,178,Punaluu Water and Sanitation Corporations,Hawaii,535,,395019011,WWTP,Private,2,NULL,19.133182,-155.515623,
-155.963328507288,19.6053205144699,179,Ikena Lalo Condominium,Hawaii,538,UH-1972,377015066,WWTP,Private,2,11/7/1991,19.605324,-155.963343,
-155.874890511764,19.9099135306556,180,Waikoloa Resort WRF,Hawaii,540,UH-2294,368001028,Reuse R1,Private,3,9/25/2012,19.909917,-155.874905,
-155.805213510198,19.9340905330711,181,Waikoloa Village Wastewater Treatment Plant (A-Plant),Hawaii,541,,368002019,WWTP,Private,2,11/30/2009,19.934094,-155.805228,
-155.660474508709,20.0240655405447,182,"Waimea Town Plaza 3,000 GPD WWTP",Hawaii,542b,UH-1999,364006023,WWTP,Private,,NULL,20.024069,-155.660489,
-155.802636510618,19.9607915344695,183,Kamakoa Water Reclamation Plant (K-Plant),Hawaii,549,,368002019,WWTP,Private,1,6/21/2013,19.960795,-155.802651,
-155.465813505581,20.0978905470035,184,Honokaa WWTP,Hawaii,550,UH-2002,345002021,WWTP,Public,2,9/20/1994,20.097894,-155.465828,
,,185,Honokaa Wastewater Treatment Plant Upgrade - Ph. I,Hawaii,550a,UH-2002,345002060,WWTP,Public,2,7/11/2012,,,
-155.811901512365,19.9987575366653,186,South Kohala WWRF,Hawaii,551,,362013006,Reuse R1,Private,3,3/16/1995,19.998761,-155.811916,
-155.683517508473,19.9837165376621,187,"Waimea Wastewater Company, Inc. fka Parker Ranch",Hawaii,555,,368001001,Reuse R3,Private,2,5/22/1997,19.98372,-155.683532,
-155.982443512976,19.8250805250689,188,Hualalai Four Seasons (Kaupulehu) Interim WWTP,Hawaii,556,UH-1927,372013012,WWTP,Private,2,8/6/1996,19.825084,-155.982458,
-155.760880511207,20.0225305382491,189,Ouli Ekahi Affordable Housing WWTP,Hawaii,557,,362001085,WWTP,Private,2,2/15/1996,20.022534,-155.760895,
-155.796425516303,20.2326145473381,190,Kohala Hospital,Hawaii,559,,354005037,WWTP,Public,1,5/19/1997,20.232618,-155.79644,
-155.058755487253,19.6582285354572,191,Hale Nani Community Correctional Facility,Hawaii,560,,324049018,WWTP,Public,2,4/30/1997,19.658232,-155.05877,
-155.96678250633,19.5679275124056,192,Heeia (Keauhou-Kona Resort),Hawaii,563,,378010037,Reuse R2,Private,3,4/27/1990,19.567931,-155.966797,
-155.98740151278,19.8075515236194,193,"North Kona Coast WWTF aka :""Kukio WWTF""",Hawaii,565,,372004016,WWTP,Private,2,10/9/2002,19.807555,-155.987416,
-155.298794490346,19.5448085252756,194,Kulani Correctional Facility WWTP,Hawaii,566,,324008009,WWTP,Public,1,4/8/2005,19.544812,-155.298809,
-156.021272510539,19.6706765164222,195,Gentry's Kona Marina WWTP,Hawaii,567,,374008042,WWTP,Private,1,8/25/2014,19.67068,-156.021287,
-155.982827513039,19.8296155247156,196,Kona Village Resort WWRF,Hawaii,569,,372010010,WWTP,Private,,11/21/2022,19.829619,-155.982842,
-155.914118502976,19.492719510284,197,Hind Drive Properties LLC Wastewater Treatment Works,Hawaii,571,,381008022,WWTP,Private,1,10/22/2008,19.492723,-155.914133,
-156.014720511048,19.7125395184141,198,Seascape Development WWTP,Hawaii,572,UH-2492,373010051,WWTP,Private,2,11/10/2008,19.712543,-156.014735,
-155.951930504663,19.5197285108913,199,"Hokulia Ph 1 - 128,000 gpd",Hawaii,573b,,381004003,WWTP,Private,,9/15/2015,19.519732,-155.951945,
-155.095336489145,19.6843925359699,200,Life Care Center of Hilo,Hawaii,574,UH-2785,324003052,WWTP,Public,2,5/17/2010,19.684396,-155.095351,
-156.036902511152,19.7026705177859,201,Kohanaiki Phase I WWTP,Hawaii,577b,,373009003,Reuse R1,Private,4,9/15/2014,19.702674,-156.036917,
-155.970439512537,19.8328355249163,202,Kaupulehu Lot 4A Interim WWTP,Hawaii,578a,,372010031,WWTP,Private,2,1/7/2009,19.832839,-155.970454,
-155.009494486373,19.6585185363484,203,Mauna Loa Macadamia Nut Corporation,Hawaii,579,,316001026,WWTP,Private,,5/18/2011,19.658522,-155.009509,
,,204,Cellana Kona Pilot Facilty - Wastewater Disposal System (non-domestic WW) NOT a WWTP,Hawaii,580,,373043042,Non-Domestic,Private,,8/19/2009,,,
-155.967035506915,19.5819965129888,205,Kona Seaspray Apartments,Hawaii,582,UH-2828,378014016,WWTP,Private,2,6/15/2011,19.582,-155.96705,
-155.848868493586,19.1458644949339,206,Buderim Macademias of Hawaii Process Water Orchard Irrigation System,Hawaii,584,,389012008,Non-Domestic,Private,,10/20/2010,19.145868,-155.848883,
-154.960782484452,19.6145165353879,207,Hawaiian Shellfish LLC,Hawaii,586,,315053035,Non-Domestic,Private,,7/11/2011,19.61452,-154.960797,
-156.012303510257,19.6909025178051,208,Kaloko Housing Project,Hawaii,587,,373009055,WWTP,Public,2,11/2/2011,19.690906,-156.012318,
-155.055044488853,19.7276985385736,209,Aloha Petroleum Hilo West Terminal,Hawaii,588,,321007002,Non-Domestic,Private,,4/16/2012,19.727702,-155.055059,
-156.014223511814,19.7390015200214,210,Hawaii Community College Palamanui (fka University of Hawaii West Hawaii Campus),Hawaii,591,,373010042,WWTP,Public,,9/2/2015,19.739005,-156.014238,
-156.015064510366,19.6742405168494,211,Kaiser Kona Medical Office Building,Hawaii,592,,374008030,Reuse R3,Private,,4/28/2014,19.674244,-156.015079,
-155.113736492813,19.8700925438606,212,Honomu  Express LLC WTW,Hawaii,593,,328014107,WWTP,Private,1,11/25/2014,19.870096,-155.113751,
-155.999793509526,19.6429975155932,213,Kona Brewery,Hawaii,596,UH-3056,374010004,WWTP,Private,,3/2/2021,19.643001,-155.999808,
-154.956689481341,19.501767530736,214,Puna Kai Shopping Center,Hawaii,599,,315007069,WWTP,Private,,11/23/2020,19.501771,-154.956704,
-156.996220565112,21.0789935734416,215,Hotel Molokai,Maui,601,UM-1211,254002001,WWTP,Private,1,NULL,21.078997,-156.996235,
-157.247379574268,21.1834575758059,216,Kaluakoi Wastewater Treatment Facility,Maui,603,,251003008,WWTP,Private,2,4/12/1977,21.183461,-157.247394,
-157.247379574268,21.1834575758059,217,Ke Nani Kai Condo WWTP,Maui,604,,251003008,WWTP,Private,2,5/3/1982,21.183461,-157.247394,
-157.062960567842,21.1260705751321,218,Kualapuu Sewerage System,Maui,605,,252011026,WWTP,Private,1,NULL,21.126074,-157.062975,
-157.215814572896,21.1366485737939,219,Maunaloa Stabilization Ponds,Maui,606,,251002024,WWTP,Private,1,NULL,21.136652,-157.215829,
-157.002769565353,21.0813335733823,220,Molokai Shores,Maui,607,UM-1252,254002013,WWTP,Private,2,NULL,21.081337,-157.002784,
-156.838438560065,21.0562155738657,221,Wavecrest Resort,Maui,609,UM-1262,256004055,WWTP,Private,2,5/30/1975,21.056219,-156.838453,
-156.896988556758,20.7490325566234,222,Manele Bay WWTP,Maui,701,,249017002,Reuse R1,Private,3,3/13/1991,20.749036,-156.897003,
-156.925750558294,20.8158905601449,223,Lanai Auxiliary WWRF,Maui,702,,249002001,Reuse R1,Private,2,NULL,20.815894,-156.925765,
-156.418696544136,20.8604345691687,224,Maui Eko,Maui,901,,238003019,Biosolids,Public,,NULL,20.860438,-156.418711,
-158.08413860574,21.3085115733636,225,Navy Barbers Point Biosolids Treatment Facility,C&C Honolulu,903,,191013060,Biosolids,Public,,NULL,21.308515,-158.084153,
